ref,cote,titre,contenu,analyse_diplomatique,date
00111,0540/CJ,CONVENTION DE STAGE N°10/564  DU 22 AVRIL 2010 : SONABHY ET KABORE ABDOUL AZIS,"STAGE, CONVENTION, SONABHY, COMPTABILITE, KABORE ABDOUL AZIS",(CONTRAT) DATE;: 22 AVRIL 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00112,0541/CJ,CONVENTION DE STAGE N°10/733  DU 01 JUIN 2010 : SONABHY ET KABORE ABDOULNASSIROU,"STAGE, CONVENTION, SONABHY, KABORE ABDOULNASSIROU, GESTION COMMERCIALE",(CONTRAT) DATE;: 01 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00113,0542/CJ,CONVENTION DE STAGE N°10/734  DU 01 JUIN 2010 : SONABHY ET SIEBA DRABO FATOU,"STAGE, CONVENTION, SONABHY, FINANCE, COMPTABILITE, SIEBA DRABO FATOU",(CONTRAT) DATE;: 01 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00114,0543/CJ,CONVENTION DE STAGE N°10/750  DU 02 JUIN 2010 : SONABHY ET KAZAGABOU K IRENE,"STAGE, CONVENTION, SONABHY, FINANCE, COMPTABILITE, KAZAGABOU K IRENE",(CONTRAT) DATE;: 02 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00115,0544/CJ,CONVENTION DE STAGE N°10/751  DU 02 JUIN 2010 : SONABHY ET BOLY MADINA YASMINE,"STAGE, CONVENTION, SONABHY, INFORMATIQUE DE GESTION, BOLY MADINA YASMINE",(CONTRAT) DATE;: 02 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00116,0545/CJ,CONVENTION DE STAGE N°10/753  DU 04 JUIN 2010 : SONABHY ET SOME WINBANFO MARTIAL,"STAGE, CONVENTION, SONABHY, ELECTRONIQUE, MAINTENANCE, INFORMATIQUE, SOME WINBANFO MARTIAL",(CONTRAT) DATE;: 04 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00117,0546/CJ,CONVENTION DE STAGE N°10/754  DU 04 JUIN 2010 : SONABHY ET KOUGORPOA B GHISLAIN,"STAGE, CONVENTION, SONABHY, GENIE MECANIQUE, GENIE PRODUCTIQUE, KOUPORGOA B GHISLAIN",(CONTRAT) DATE;: 04 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00118,0547/CJ,CONVENTION DE STAGE N°10/755  DU 04 JUIN 2010 : SONABHY ET KONE DJENEBA SIA NADINE,"STAGE, CONVENTION, SONABHY, GESTION, AUDIT, KONE DJENEBA SIA NADINE",(CONTRAT) DATE;: 04 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00119,0548/CJ,CONVENTION DE STAGE N°10/881  DU 23 JUIN 2010 : SONABHY ET KABORE PASCALE WENDMY,"STAGE, CONVENTION, SONABHY, SECRETARIAT, BUREAUTIQUE, KABORE PASCALE WENDMY",(CONTRAT) DATE;: 23 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00120,0549/CJ,CONVENTION DE STAGE N°10/882  DU 23 JUIN 2010 : SONABHY ET OUEDRAOGO GISELE BINTOU,"STAGE, CONVENTION, SONABHY, ELECTRICITE INDUSTRIEL, OUEDRAOGO GISELE BINTOU",(CONTRAT) DATE;: 23 JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00121,0550/CJ,CONVENTION DE STAGE N°10/883  DU 23 JUIN 2010 : SONABHY ET KABORE ANTOINE,"STAGE, CONVENTION, SONABHY, ELECTROTECHNIQUE, KABORE ANTOINE",(CONTRAT) DATE;: 23  JUIN 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00122,0551/CJ,CONVENTION DE STAGE N°10/569 DU 22 AVRIL 2010   : SONABHY ET SANFO AISSATA,"STAGE, CONVENTION, SONABHY, RESSOURCE HUMAINE, SANFO AISSATA",(CONTRAT) DATE;: 22 AVRIL 2010 OBSERVATIONS  : 1 PIECE / DOSSIER PHYSIQUE TRANSFERE A LA DRH (BASE DADFI3) PASSAGE GED   : DOCESSEN,
00123,0552/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 18 MAI 2011 + AVENANT N°12/033 DU 02 AVRIL 2012 + CONTRAT N°18/0231 DU 26 FEVRIER 2018 : SONABHY ET TAMBOURA BOUBAKAR,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TAMBOURA BOUBAKAR","(CONTRAT, AVENANT) 201120122018 OBSERVATIONS  : 3 PIECES PASSAGE GED   : DOCESSEN",
00124,0553/CJ,CONVENTION DE CREDIT DECOUVERT DU 29 JUILLET 2011 + CONVENTION DU 16 JUILLET 2015 + CONVENTION DE CREDIT DU 24 AOUT 2016 : SONABHY ET BANK OF AFRICA,"CONVENTION, CREDIT, BANK OF AFRICA, SONABHY",(CONTRAT) 201120152016 OBSERVATIONS  : 3 PIECES PASSAGE GED   : DOCESSEN,
00125,0554/CJ,RENOUVELLEMENT AUTORISATION DE STOCKAGE DE DDO DE LA SONAF DU 29 JUIN 2011 : ECO OIL ET SONAF,"STOCKAGE, DDO, SONAF, ECO OIL",(CONTRAT) DATE;: 29 JUIN 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00126,0555/CJ,CONVENTION DE CREDIT DU CREDIT DU 28 JUILLET 2011 : SONABHY ET BICIA-B,"CREDIT, CONVENTION, SONABHY, BICIA-B",(CONTRAT) DATE;: 28 JUILLET 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00127,0556/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°11/72 DU 28 SEPTEMBRE 2011 + CONTRAT DE PASSAGE N°15/362 DU 12 NOVEMBRE 2015 + CONTRAT DE VENTE N°18/0006 DU 16 JANVIER 2018 : SONABHY ET MARO SA (MARINE ROUTIERE),"FOURNITURE, VENTE, PASSAGE, PRODUIT PETROLIER, SONABHY, MARO, MARINE ROUTIERE",(CONTRAT) 201120152018 OBSERVATIONS  : 3 PIECES PASSAGE GED   : DOCESSEN,
00128,0557/CJ,CONTRAT DE PASSAGE ET DE STOCKAGE DE PRODUITS PETROLIERS N°13/086 DE 2013 : SONABHY ET BENIN PETROLEUM SERVICES (BPS),"PASSAGE, STOCKAGE, BPS, SONABHY, BENIN PETROLEUM SERVICES",(CONTRAT) DATE;: 02 SEPTEMBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00129,"2011/016, 2011/017, 2011/018, 2011/019 DU 26","CONTRATS D'ENTRETIEN N°2011/002, 2011/009, 2011/015, SEPTEMBRE 2011 : SONABHY ET CFAO TECHNOLOGIES","ENTRETIEN, CLIMATISEUR, ASCENSEUR, PHOTOCOPIEUR, CFAO TECHNOLOGIES, SONABHY",(CONTRAT) DATE;: 26 SEPTEMBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00130,0559/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/074  DU 28 SEPTEMBRE 2011 + AVENANT N°12/0094 DU 25 JUILLET 2012 + CONTRAT N°17/0134 DU 03 MARS 2017 : SONABHY ET OUEDRAOGO ABDOUL FATA,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO ABDOUL FATA, SONABHY","(CONTRAT, AVENANT) 201120122017 OBSERVATIONS  : 3 PIECES PASSAGE GED   : DOCESSEN",
00131,0560/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/073 DU 28 SEPTEMBRE 2011 + CONTRAT N°15/0231 DU 11/05/2015 : SONABHY ET NANA CONGO RIHANATA,"TRANSPORT, PRODUIT PETROLIER, NANA CONGO RIHANATA, SONABHY",(CONTRAT) 20112015 OBSERVATIONS  : 2 PIECES PASSAGE GED   : DOCESSEN,
00132,0561/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/069 DU 29 AOUT 2011 + AVENANT AU CONTRAT DE TRANSPORT N°12/012 DU 20 FEVRIER 2012 +  AVENANT N°12/0089 DU 25 JUILLET 2012 AU CONTRAT DE TRANSPORT N°11/0069  + AVENANT N°13/0073 DU 01 JUILLET 2013 + AVENANT N°14/0164 DU 23 OCTOBRE 2014 + CONTRAT N°15/0218 DU 17 AVRIL 2015 + AVENANT N°16/025 DU 19 FEVRIER 2016 + AVENANT N°17/0358 DU 25 JUILLET 2017 : SONABHY ET DJINADOU INOUSSA AFOLABI ABIODOUN,"TRANSPORT, PRODUIT PETROLIER, DJINADOU INOUSSA AFOLABI ABIODOUN, SONABHY","(CONTRAT, AVENANT) 2011201220132014201520162017 OBSERVATIONS  : 7 PIECES PASSAGE GED   : DOCESSEN",
00133,0562/CJ,CONTRAT DE TRAITEMENT DE PRODUITS : SIR ET CITC,"PRODUIT PETROLIER, TRAITEMENT, SOCIETE IVOIRIENNE DE RAFFINAGE, CITC",(CONTRAT) DATE;: 02 AVRIL 1993 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00134,0563/CJ,CONTRAT DE TRAVAUX ET FOURNITURE POUR L'EXTENSION DU DEPOT DE BOBO DIOULASSO DU 24 MARS 1999 : ADMINISTRATIF ET TECHNIQUE  : SONABHY ET FRIEDLANDER,"EXTENSION, DEPOT DE BOBO DIOULASSO, FRIEDLANDER, SONABHY",(CONTRAT) DATE;: 24 MARS 1999 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00135,0563/CJ bis,AVENANT AUX TRAVAUX ET FOURNITURES POUR L'EXTENSION DU DEPOT DE BOBO DIOULASSO DU 24 MARS 1999 : SONABHY ET FRIEDLANDER,"AVENANT, EXTENSION, DEPOT DE BOBO DIOULASSO, FRIEDLANDER, SONABHY",(CONTRAT) DATE;: 24 MARS 1999 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00136,0564/CJ,PROTOCOLE D'ACCORD DE CREATION D'UNE SOCIETE DE PRODUCTION DE BIODIESEL AU BURKINA FASO DU 18 NOVEMBRE 2006 : SONABHY ET SOFITEX ET BIODIESEL INTERNATIONAL CORPORATION,"CREATION, PRODUCTION, BIODIESEL, BURKINA FASO, SOFITEX, BIODIESEL INTERNATIONAL CORPORATION, SONABHY",(CONTRAT) DATE;: 18 NOVEMBRE 2006 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00137,0565/CJ,POLICE D'ASSURANCE INDEMNITE DE FIN DE CARRIERE DU 13 JUILLET 2007 : SONABHY ET SONAR,"ASSURANCE, INDEMNITE, FIN DE CARRIERE, SONAR, SONABHY",(CONTRAT) DATE;: 13 JUILLET 2007 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00138,0566/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 13 MARS 2008 : SONABHY ET COTTRAS,"TRANSPORT, PRODUIT PETROLIER, COTTRAS, SONABHY",(CONTRAT) DATE;: 13 MARS 2008 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00139,0567/CJ,AVENANT N°10 ET N°11 DE RENOUVELLEMENT DE RISQUES DIVERSES ET D'INCENDIE DU 27 MARS 2008 : SONABHY ET SONAR,"ASSURANCE, AVENANT, RISQUE, INCENDIE, SONAR, SONABHY",(CONTRAT) DATE;: 27 MARS 2008 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00140,0568/CJ,"AVENANT N°11 ET N°12 DE RENOUVELLEMENT RISQUES DIVERSE, INCENDIE DU 31 MARS 2011 : SONABHY ET SONAR","AVENANT, RISQUE, INCENDIE, SONAR, SONABHY",(CONTRAT) DATE;: 31 MARS 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00141,0569/CJ,POLICE D'ASSURANCE TOUS RISQUES SAUF DES HYDROCARBURES : AVENANT DE RENOUVELLEMENT DU 21 JANVIER 2011 : SONABHY ET SONAR,"ASSURANCE, RISQUE, AVENANT, SONAR, SONABHY",(CONTRAT) DATE;: 21 JANVIER  2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00142,0570/CJ,POLICE D'ASSURANCE INCENDIE DES BATIMENTS ET DES EQUIPEMENTS : AVENANT DE RENOUVELLEMENT DU 21 JANVIER 2011 : SONABHY ET SONAR,"ASSURANCE, AVENANT, INCENDIE, BATIMENT, EQUIPEMENT, SONAR, SONABHY",(CONTRAT) DATE;: 21 JANVIER 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00143,0571/CJ,POLICE D'ASSURANCE RESPONSABILITE CIVILE GENERALE : AVENANT DE RENOUVELLEMENT DU 21 JANVIER 2011 : SONABHY ET SONAR,"ASSURANCE, AVENANT, RESPONSABILITE CIVILE, SONAR, SONABHY",(CONTRAT) DATE;: 21 JANVIER 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00144,0572/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/0068 DU 29 AOUT 2011 + AVENANT N°14/118 DU 20 AOUT 2014 + AVENANT N°17/0551 DU 15 NOVEMBRE 2017 + CONTRAT N°18/0309 DU 06 MARS 2018 : SONABHY ET GANITEX,"TRANSPORT, PRODUIT PETROLIER, GANITEX, SONABHY","(CONTRAT, AVENANT) AOUT 2011201420172018 OBSERVATIONS  : 4 PIECES PASSAGE GED   : DOCESSEN",
00145,0573/CJ,CONTRAT POUR LA GESTION PRIVEE DU RESTAURANT DU PERSONNEL N°11/0075 DU 19 OCTOBRE 2011 : SONABHY ET GEGA,"GESTION, RESTAURANT, RESSOURCE HUMAINE, GEGA, SONABHY",(CONTRAT) DATE;: 19 OCTOBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00146,0574/CJ,AVENANT AU CONTRAT DE VENTE DE 30 000 MT DE MOGAS DU 24 OCTOBRE 2011 : SONABHY ET ADDAX ENERGY,"AVENANT, VENTE, MOGAS, ADDAX ENERGY, SONABHY",(CONTRAT) DATE;: 24 OCTOBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00147,0008/GDE,DOSSIER DU COMITE FINANCIER DU 23 NOVEMBRE 2010 A ABIDJAN : SOCIETE IVOIRIENNE DE RAFFINAGE,"SOCIETE IVOIRIENNE DE RAFFINAGE, BUDGET, COMITE FINANCIER, FINANCE","(CORRESPONDANCE, PROCES VERBAL, RAPPORT) DATE;: 23 NOVEMBRE 2010",
00148,0009/GDE,DOSSIER CBC SUR L'EVALUATION DU COUT DE L'AMENAGEMENT DE ZANGRE AKAYERO DU 14 JANVIER 2010,"CBC, AMENAGEMENT, ZANGRE AKAYERO, FINANCE",(CORRESPONDANCE) DATE;: 14 JANVIER 2010,
00149,0010/GDE,COMITE FINANCIER DU 26 MARS 2010 A ABIDJAN : SOCIETE IVOIRIENNE DE RAFFINAGE,"SOCIETE IVOIRIENNE DE RAFFINAGE, ACTIVITE, COMITE FINANCIER","(CORRESPONDANCE, RAPPORT, PROCES VERBAL) DATE;: 26 MARS 2010",
00150,0575/CJ,AVENANT D'INCORPORATION D'OBJETS ASSURES DU 15 JUIN 2011 : SONABHY ET SONAR,"AVENANT, ASSURANCE, VEHICULE, SONAR, SONABHY",(CONTRAT) DATE;: 15 JUIN 2011 PASSAGE GED   : DOCESSEN,
00151,0576/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°11/063 DU 01 AOUT 2011 + PROTOCOLE D'ACCORD AVENANT (001) N°14/151 DU 10 OCTOBRE 2014 + CONTRAT DE VENTE N°17/0728 DU 29 DECEMBRE 2017 : SONABHY ET FASO OIL,"FOURNITURE, PRODUIT PETROLIER, VENTE, FASO OIL, SONABHY","(CONTRAT) DATE EXTREME  : 2011, 2014, 2017, 201120142017 PASSAGE GED   : DOCESSEN",
00152,0577/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/061 DU 25 JUILLET2011 : SONABHY ET OUEDRAOGO ABDOULAYE (CSTT),"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO ABDOULAYE, CSTT, SONABHY",(CONTRAT) DATE;: 25 JUILLET 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00153,0578/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/062 DU 28 JUILLET 2011 + CONTRAT N°15/0040 DU 13 FEVRIER 2015 + AVENANT N°16/042  DU  25 FEVRIER 2016 + AVENANT N°17/0259 DU 14 JUIN 2017 + CONTRAT N°18/00088 DU 03 FEVRIER 2018  : SONABHY ET OUEDRAOGO ZAKARIA,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO ZAKARIA, SONABHY","(CONTRAT, AVENANT) 20112015201620172018 OBSERVATIONS  : 5 PIECES PASSAGE GED   : DOCESSEN",
00154,0579/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/047 DU 18 MAI 2011 : SONABHY ET BM TRADING,"TRANSPORT, PRODUIT PETROLIER, BM TRADING, SONABHY",(CONTRAT) DATE;: 18 MAI 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00155,0580/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/078 DU 24 OCTOBRE 2011 + CONTRAT N°15/0089 DU 02 MARS 2015 : SONABHY ET SANOU ISSOUF (STAR-BF),"TRANSPORT, PRODUIT PETROLIER, SANOU ISSOUF, STAR-BF, SONABHY",(CONTRAT) 20112015 OBSERVATIONS  : 2 PIECES PASSAGE GED   : DOCESSEN,
00156,0581/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/077 DU 24 OCTOBRE 2011 + CONTRAT N°15/0149 DU 26 MARS 2015 + AVENANT N°16/0308 DU 27 JUILLET 2016 : SONABHY ET OUEDRAOGO k. OUSSENI,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO K. OUSSENI, SONABHY","(CONTRAT, AVENANT) 201120152016 OBSERVATIONS  : 3 PIECES PASSAGE GED   : DOCESSEN",
00157,0582/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/029 DU 22 AVRIL 2011 : SONABHY ET SAWADOGO SOULEYMANE,"TRANSPORT, PRODUIT PETROLIER, SAWADOGO SOULEYMANE, SONABHY",(CONTRAT) DATE;: 22 AVRIL 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00158,0583/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/076 DU 24 OCTOBRE 2011 : SONABHY ET OUEDRAOGO JEAN,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO JEAN, SONABHY",(CONTRAT) DATE;: 24 OCTOBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00159,0584/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/079 DU 24 NOVEMBRE 2011 : SONABHY ET DRABO ISSA,"TRANSPORT, PRODUIT PETROLIER, DRABO ISSA, SONABHY",(CONTRAT) DATE;: 24 NOVEMBRE  2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00160,0585/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE 20 000 TM DE PRODUITS PETROLIERS N°11/081 DU 07 DECEMBRE 2011 + CONTRAT DE VENTE DE PRODUITS PETROLIERS N°12/015 DU 28 FEVRIER 2012 + AVENANT N°12/0060 DU 15 MAI 2012 AU CONTRAT N°11/080 + AVENANT N°12/0086 DU 09 JUILLET 2012 AU CONTRAT N°11/080 + CONTRAT DE VENTE DE PRODUITS PETROLIERS N°13/0095 DU 14 AOUT 2013 + CONTRAT N°14/0063 DU 25 AVRIL 2014 + CONTRAT N°14/0086 DU 09 JUIN 2014 + CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°15/0001 DU 05 JANVIER 2015 + CONTRAT N°15/0141 DU 20 MARS 2015 + AVENANT N°15/208 DU 13 AVRIL 2015 + CONTRAT N°15/0207 DU 13 AVRIL 2015 + CONTRAT DE VENTE N°15/0319 DU 03 SEPTEMBRE 2015 : SONABHY ET BENIN PETRO TRADING,"FOURNITURE, VENTE, PRODUIT PETROLIER, BENIN PETRO TRADING, SONABHY","(CONTRAT, AVENANT) 20112012201320142015 OBSERVATIONS  : 12 PIECES PASSAGE GED   : DOCESSEN",
00161,0586/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS ""PETROLIERS ; CONTRAT N°15/0160 DU 03 AVRIL 2015+"" CONTRAT N°18/00238 DU 26 FEVRIER 2018  : SONABHY ET EOAF","SONABHY, EOAF, TRANSPORT, PRODUIT PETROLIER","(CONTRAT) DATE EXTREME  : 2015, 20152018 PASSAGE GED   : DOCESSEN",
00162,0587/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°11/083 DU 14 DECEMBRE 2011 : SONABHY ET OCTOGONE TRADING OIL,"VENTE, PRODUIT PETROLIER, OCTOGONE TRADING OIL, SONABHY",(CONTRAT) DATE;: 14 DECEMBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00163,0588/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DU 26 OCTOBRE 2010 +  CONTRAT DE VENTE N°2011/06 DU 03 JUIN 2011 + CONTRAT DE VENTE N°11/082 DU 14 DECEMBRE 2011 + AVENANT N°11/0095 DU 27 DECEMBRE 2011 + CONTRAT DE PASSAGE N°12/0064 DU 16-05-2012  + CONTRAT DE VENTE N°12/172 DU 31 DECEMBRE 2012 + AVENANT N°13/070 DU 07 JUIN 2013 + AVENANT N°14/0112 DU 13 AOUT 2014 + CONTRAT N°14/0182 DU 22 DECEMBRE 2014 + CONTRAT N°15/0170 DU 07 AVRIL 2015 + CONTRAT DE VENTE N°17/227 DU 29 MAI 2017 +  ACTE DE CESSION ET DE NANTISSEMENT DE CREANCES N°17/228 DU 30 MAI 2017 + AVENANT N°17/0173 DU 25 JANVIER 2018 + CONTRAT N°18/00007 DU 18 JANVIER 2018: SONABHY ET ECO OIL INTERNATIONAL ET AMKO TRADING,"VENTE, PASSAGE, NANTISSSEMENT, CREANCE, CESSION, PRODUIT PETROLIER, ECO OIL INTERNATIONAL, AMKO TRADING, SONABHY","(CONTRAT, AVENANT) 20102011201220132014201520172018 OBSERVATIONS  : 13 PIECES PASSAGE GED   : DOCESSEN",
00164,0588/CJ B,A REMPLACER,"AVENANT, VENTE, PRODUIT PETROLIER, ECO OIL INTERNATIONAL, SONABHY",(CONTRAT) DATE;: 27 DECEMBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00165,0589/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/089 DU 20 DECEMBRE 2011 : SONABHY ET ANC-TRANS,"TRANSPORT, PRODUIT PETROLIER, ANC-TRANS, SONABHY",(CONTRAT) DATE;: 20 DECEMBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00166,0590/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°11/094 DU 21 DECEMBRE 2011 + AVENANT N°13/005 DU 09 JANVIER 2013 : SONABHY ET SARPDOIL INTERNATIONAL,"FOURNITURE, VENTE, PRODUIT PETROLIER, SARPDOIL INTERNATIONAL, SONABHY","(CONTRAT, AVENANT) 20112013 OBSERVATIONS  : 2 PIECES PASSAGE GED   : DOCESSEN",
00167,0590/CJ,AVENANT N°01 AU CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS DU 30 DECEMBRE 2011 : SONABHY ET SARPDOIL INTERNATIONAL,"AVENANT, FOURNITURE, PRODUIT PETROLIER, SARPDOIL INTERNATIONAL, SONABHY",(CONTRAT) DATE;: 30 DECEMBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00168,0591/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/088 DU 20 DECEMBRE 2011 + CONTRAT N°15/0061 DU 20 FEVRIER 2015 + AVENANT N°16/0342 DU 22 AOUT 2016 + CONTRAT N°18/00018 DU 01 FEVRIER 2018 + CONTRAT N°18/0470 DU 27 AVRIL 2018 : SONABHY ET ZABRE CHRISTOPHE SOULEYMANE (SOTRAVI),"TRANSPORT, PRODUIT PETROLIER, ZABRE CHRISTOPHE SOULEYMANE, SOTRAVI, SONABHY, EZS","(CONTRAT, AVENANT) 20112015 20162018 OBSERVATIONS  : 5 PIECES PASSAGE GED   : DOCESSEN",
00169,0592/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/090 DU 20 DECEMBRE 2011 : SONABHY ET COTRANS,"TRANSPORT, PRODUIT PETROLIER, COTRANS, SONABHY",(CONTRAT) DATE;: 20 DECEMBRE 2011 OBSERVATIONS  : 1 PIECE PASSAGE GED   : DOCESSEN,
00170,0593/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/091 DU 20 DECEMBRE 2011 + CONTRAT N°15/0176 DU 07 AVRIL 2015 + CONTRAT N°18/0390 DU 16 MARS 2018 : SONABHY ET KZA,"TRANSPORT, PRODUIT PETROLIER, KZA, SONABHY",(CONTRAT) 201120152018 OBSERVATIONS  : 3 PIECES PASSAGE GED   : DOCESSEN,
00171,0594/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 13 DECEMBRE 2002 : SONABHY ET OUEDRAOGO SOULEYMANE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO SOULEYMANE","(CONTRAT) DATE EXTREME  : 2002, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
00172,0595/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 13 DECEMBRE 2002 : SONABHY ET COULIBALY OUMAR,"TRANSPORT, PRODUIT PETROLIER, SONABHY, COULIBALY OUMAR","(CONTRAT) DATE EXTREME  : 2002, PASSAGE GED   : DOCESSEN SORT FINAL : CONSERVATION DEFINITIVE",
