Code,TITRE,CONTENU,ANA. DIPLOM,DATE
0358/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET TRACTOTRANS DU 17 OCTOBRE 2002,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRACTOTRANS.",(CONTRAT),"17. OCTOBRE , 2002."
0359/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS :,,,
0360/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET SOGEBAF DU 02 OCTOBRE 2002,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOGEBAF.",(CONTRAT),"02. OCTOBRE, 2002."
0361/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 16 DECEMBRE 2002 + AVENANT N°13/0074 DU 01 JUILLET 2013 + CONTRAT N°15/0237 DU 13 MAI 2015 + CONTRAT DE VENTE N°19/0336 DU 16 JUILLET 2019 + AVENANT N°19/0337 DU 16 JUILLET 2019 + CONTRAT DE TRANSPORT N°21/0096 DU 30 AVRIL 2021 : SONABHY ET SOGETRA,"TRANSPORT, VENTE, PRODUIT PETROLIER, SONABHY, SOGETRA.","(CONTRAT, AVENANT)",2002. 2013. 2015. 2019. 2021.
0362/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET STD SODIGAZ DU 12 DECEMBRE 2002,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STD SODIGAZ APC.",(CONTRAT),"12. DECEMBRE, 2002."
0363/CJ,,,,
0364/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET SOCAT INTERNATIONAL DU 11 JUIN 2003,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCAT INTERNATIONAL.",(CONTRAT),"11. JUIN, 2003."
0365/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET COSIMAF DU 11 JUIN 2003,"TRANSPORT, PRODUIT PETROLIER, SONABHY, COSIMAF.",(CONTRAT),"11. JUIN, 2003."
0366/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET SOKIMEX DU 05 MARS 2003,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOKIMEX.",(CONTRAT),"05. MARS, 2003."
0367,,,,
0367/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET SAWADOGO DAOUDA DU 06 JANVIER 2003,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAWADOGO DAOUDA.",(CONTRAT),"06. JANVIER, 2003."
0368/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET BELEM G ROBERT DU 09 JANVIER 2003,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BELEM G ROBERT.",(CONTRAT),"09. JANVIER , 2003."
0369/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 04 AVRIL 2003 + CONTRAT N°15/367 DU 17 NOVEMBRE 2015 + AVENANT N°16/0357 DU 23 AOUT 2016 : SONABHY ET DJIRE FATOUMATA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DJIRE FATOUMATA.","(CONTRAT, AVENANT)",2003. 2015. 2016.
0370/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET ZONGO THERESE DU 05 SEPTEMBRE 2003,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZONGO THERESE.",(CONTRAT),"05. SEPTEMBRE, 2003."
0371,,,,
0371/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET STMAD DU 11 NOVEMBRE 2003,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STMAD.",(CONTRAT),"11. NOVEMBRE, 2003."
0372/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET BARRO DIAKOURI DU 04 JANVIER 2005,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BARRO DIAKOURI.",(CONTRAT),"04. JANVIER, 2005."
0373/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET WEP DU 01 AVRIL 2005,"TRANSPORT, PRODUIT PETROLIER, SONABHY, WEP.",(CONTRAT),"01. AVRIL, 2005."
0374/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET FASO TRANSPORT DU 04 JANVIER 2005,"TRANSPORT, PRODUIT PETROLIER, SONABHY, FASO TRANSPORT.",(CONTRAT),"04. JANVIER, 2005."
0375/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE,,,
0376/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET HASCOR INTERNATIONAL DU 31 DECEMBRE 2010,"TRANSPORT, PRODUIT PETROLIER, SONABHY, HASCOR INTERNATIONAL.",(CONTRAT),"31. DECEMBRE, 2010."
0377/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE PRESTATION DE SERVICE DU 01 JUILLET 2010 + CONTRAT POUR PRESTATION DE SERVICES DU 08 AVRIL 2011 + CONTRAT DE TRANSPORT N°16/142 DU 06 AVRIL 2016 + CONTRAT N°18/0405 DU 23 MARS 2018 : SONABHY ET COGE-OK (PRESTIGE VOYAGES),"PRESTATION DE SERVICE, SONABHY, COGE-OK, PRESTIGE VOYAGES.",(CONTRAT),2010. 2018.
0378/CJ,CONTRAT DE PRESTATION DE SERVICE : SONABHY ET SATGURU TRAVEL DU 29 JUILLET 2010,"PRESTATION DE SERVICE, SONABHY, SATGURU TRAVEL.",(CONTRAT),"29. JUILLET, 2010."
0379/CJ,CONTRAT DE PRESTATION DE SERVICE : SONABHY ET ELITE,,,
0380/CJ,AVENANT N°04 AU CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 13 NOVEMBRE 2003 : SONABHY ET ADDAX DU 28 JANVIER 2011,"AVENANT, VENTE, PRODUIT PETROLIER, SONABHY, ADDAX.",(CONTRAT),"28. JANVIER, 2011."
0381/CJ,JURIDICTION ET CONTENTIEUX : CONVENTION COLLECTIVE D'ASSURANCE GROUPE DECES PRETS INTERNES,"ASSURANCE, DECES, PRET INTERNE, SONABHY, SONAR.",(CONVENTION),2003.
0382/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/0065 DU 02 AOUT 2011,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO ALY.",(CONTRAT),2011.
0383/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET COTRADIS DU 25 JUIN 2010,"TRANSPORT, PRODUIT PETROLIER, SONABHY, COTRADIS.",(CONTRAT),"25. JUIN, 2010."
0384/CJ,CONVENTION DE COMPTE COURANT DU 04 FEVRIER 2011 + CONVENTION N°12/0008 DU 14 FEVRIER 2012 : SONABHY ET ECOBANK,"CONVENTION, COMPTE COURANT, SONABHY, ECOBANK.",(CONTRAT),2011. 2012.
0385/CJ,CONVENTION DE CREDIT : SONABHY ET BIB DU 02 MARS 2011,"CREDIT BANCAIRE, BIB, SONABHY, CONVENTION.",(CONTRAT),"02. MARS, 2011."
0386/CJ,"PROTOCOLE TRIPARTITE N°11/005 SUR LA REALISATION D'UNE ENQUETE PUBLIQUE: SONABHY, BUNED ET RAGA BRUNO SALO","ENQUETE PUBLIQUE, DEPOT PETROLIER, PENI, ENVIRONNEMENT, SONABHY, BUNED, RAGA BRUNO SALO.",(CONTRAT),"MARS, 2011."
0387/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS : SONABHY ET CLEAN NET SERVICES DU 05 NOVEMBRE 2004,"TRANSPORT, PRODUIT PETROLIER, SONABHY, CLEAN NET SERVICES.",(CONTRAT),"05. NOVEMBRE, 2004."
0388/CJ,ACCORD D'HEBERGEMENT : SONABHY ET HOTEL LAICO LE 15 FEVRIER 2011,"HEBERGEMENT, SONABHY, HOTEL LAICO, ACCORD.",(CONTRAT),"15. FEVRIER, 2011."
0389/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; AVENANT N°20/0196 DU 24 JUIN 2020 : SONABHY ET GAZ PROPRE (GAZ PRO),"TRANSPORT, PRODUIT PETROLIER, SONABHY, GAZ PROPRE, GAZ PRO.",(AVENANT),22. 2020.
0390/CJ,CONTRAT DE PRESTATION DE SERVICE EN RESTAURATION N°11/015 DU 14 MARS 2011 : SONABHY ET GEGA,"RESTAURATION, DEPOT DE BINGO, SONABHY, GEGA.",(CONTRAT),"14. MARS, 2011."
0391/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"SONABHY, TRANSPORT, PRODUIT PETROLIER, CAMARA MOUSSA.",(CONTRAT),2008.
0392/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT N°11/017 DU 15 MARS 2011 ; AVENANT N°13/128 DU 07/11/2013 + CONTRAT N°15/0072 DU 23 FEVRIER 2015 + CONTRAT N°18/0096 DU 03 FEVRIER 2018 + CONTRAT N°19/440 DU 14 NOVEMBRE 2019 : SONABHY ET SANKARA SAIDOU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SANKARA SAIDOU.","(CONTRAT, AVENANT)",2011. 2013. 2015. 2018. 2019.
0393/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/0010 DU 11 MARS 2011 : SONABHY ET SN-SA.TEC,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SN-SA.TEC.",(CONTRAT),"11. MARS, 2011."
0394/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SAWADOGO HAMADOU, SONABHY.",(CONTRAT),2002.
0395/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 25 JUIN 2010 + CONTRAT N°15/0098 DU 11 MARS 2015 + CONTRAT N°18/0820 DU 05 OCTOBRE 2018 : SONABHY ET TRAORE DEMBA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRAORE DEMBA.",(CONTRAT),2010. 2015. 2018.
0396/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0157 DU 20 MAI 2020 + AVENANT N°22/0499 DU 23 SEPTEMBRE 2022 + AVENANT N°23/0175 DU 22 MARS 2023 : SONABHY ET KONE SERVICE INTERNATIONAL (KONE MAMADOU),"TRANSPORT, PRODUIT PETROLIER, SONABHY, KONE SERVICE INTERNATIONAL, KONE MAMADOU.","(CONTRAT, AVENANT)",2020. 2022. 2023.
0397/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/011 DU 11 MARS 2011: SONABHY ET OUEDRAOGO R. BOUKARY,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO R. BOUKARY.",(CONTRAT),"11. MARS, 2011."
0398/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, QUINCAILLERIE WENDPANGA.","(CONTRAT, AVENANT)",2018.
0399/CJ,AVENANT AU CONTRAT RELATIF AUX TRAVAUX COMPLEMENTAIRES DE L'EXTENSION DU CENTRE EMPLISSEUR ET MISE EN CONFORMITE DE LA DEFENSE CONTRE INCENDIE,,,
0400/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0361 DU 13 MARS 2018 + AVENANT N°18/557 DU 08 JUIN 2018 + AVENANT N°22/0575 DU 11 NOVEMBRE 2022 + AVENANT N°24/0092 DU 19 FEVRIER 2024 : SONABHY ET TAPSOBA COMMERCE ET TRANSPORT (TAPSOBA BOUKARY),"TRANSPORT, PRODUIT PETROLIER, SONABHY, TAPSOBA COMMERCE ET TRANSPORT, TAPSOBA BOUKARY.","(CONTRAT, AVENANT)",2018. 2022. 2024.
0401/CJ,AVENANT D'INCORPORATION D'OBJETS ASSURES : SONABHY ET SONAR DU 15 OCTOBRE 2010,"ASSURANCE, DOMMAGE, VOL, BRAQUAGE, SONABHY, SONAR, AUTOMOBILE, MOTOCYCLETTE.",(CONTRAT),"15. OCTOBRE, 2010."
0402/CJ,AVENANT DE RENOUVELLEMENT ; CONDITIONS PARTICULIERES : SONABHY ET SONAR DU 18 JANVIER 2011,"ASSURANCE, DOMMAGE, VOL, BRAQUAGE, SONABHY, SONAR, AUTOMOBILE, MOTOCYCLETTE.",(CONTRAT),"18. JANVIER, 2011."
0403,,,,
0403/CJ,AVENANT D'INCORPORATION D'OBJETS ASSURES : SONABHY ET SONAR DU 18 JANVIER 2011,"ASSURANCE, DOMMAGE, VOL, BRAQUAGE, SONABHY, SONAR, AUTOMOBILE, MOTOCYCLETTE.",(CONTRAT),"18. JANVIER, 2011."
0404/CJ,AVENANT D'INCORPORATION D'OBJETS ASSURES : SONABHY ET SONAR DU 14 MARS 2011,"ASSURANCE, DOMMAGE, VOL, BRAQUAGE, SONABHY, SONAR, AUTOMOBILE, MOTOCYCLETTE.",(CONTRAT),"14. MARS, 2011."
0405/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZONGO GAOUSSOU.",(CONTRAT),2008.
0406/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/20 DU 18 MARS 2011 + AVENANT N°12/155 DU 22 NOVEMBRE 2012 + CONTRAT N°15/0043 DU 13 FEVRIER 2015 : SONABHY ET SERVICE TRANSPORT DU BOULOUGOU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SERVICE TRANSPORT DU BOULOUGOU.",(CONTRAT),2011-2012. 2015.
0407/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/19 DU 18 MARS 2011 + CONTRAT N°18/0440 DU 13 AVRIL 2018 + CONTRAT N°19/0333 DU 11 JUILLET 2019 + AVENANT N°20/0011 DU 20 JANVIER 2020 : SONABHY ET OUEDRAOGO ISSOUF,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO ISSOUF.",(CONTRAT),18. 2011. 2018. 2019. 2020.
0408/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 19 AVRIL 2011 + RENOUVELLEMENT N°11/1312 DU 28 JUIN 2011 + CONTRAT N°12/1262 DU 14 JUIN 2012 + RENOUVELLEMENT N°14/0445 DU 04 FEVRIER 2014 : SONABHY ET KONATE ADAMA,"TRAVAIL, AGENT CONTRACTUEL, SONABHY, KONATE ADAMA.",(CONTRAT),2011. 2012. 2014.
0409/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET SAWADOGO WENDKOUNI DAVID DU 19 AVRIL 2011.,"TRAVAIL, AGENT CONTRACTUEL, SONABHY, SAWADOGO WENDKOUNI DAVID.",(CONTRAT),"19. AVRIL, 2011."
0410/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET ZOUNGRANA BOUKARI DU 19 AVRIL 2011.,"TRAVAIL, AGENT CONTRACTUEL, SONABHY, ZOUNGRANA BOUKARI.",(CONTRAT),"19. AVRIL, 2011."
0411/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE : SONABHY ET BARRO SIBIRI DU 19 AVRIL 2011.,"TRAVAIL, AGENT CONTRACTUEL, SONABHY, BARRO SIBIRI.",(CONTRAT),"19. AVRIL, 2011."
0412/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/21 + AVENANT N°14/0092 DU 26 JUIN 2014 + CONTRAT N°15/0033 DU 13 FEVRIER 2015 : SONABHY ET ETABLISSEMENT WEND SOMGDO,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ETABLISSEMENT WEND SOMGDO.",(CONTRAT),2011. 2014. 2015.
0413/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/22 DU 18 MARS 2011 : SONABHY ET EKO FILS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EKO FILS.",(CONTRAT),"18. MARS, 2011."
0414/CJ,AVENANT AU CONTRAT DE FOURNITURE DES SERVICES : SONABHY ET IBICORP LTD DU 03 MAI 2011,"AVENANT, BOURSE, PLATT'S, INFORMATION, SONABHY, IBICORP LTD, PRODUIT PETROLIER.",(CONTRAT),"03. MAI, 2011."
0415/CJ,CONTRAT DE PASSAGE DE PRODUITS PETROLIERS N°11/033 DU 27 AVRIL 2011 : SONABHY ET CPCI GUINEE,"PASSAGE, SONABHY, CPCI GUINEE, PRODUIT PETROLIER.",(CONTRAT),"27. AVRIL, 2011."
0416/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/030 DU 22 AVRIL 2011 + AVENANT N°12/0038 DU 17 AVRIL 2012 + CONTRAT N°15/0139 DU 13 MARS 2015 : SONABHY ET OUEDRAOGO AMADE BANGRIN (EOAB),"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO AMADE BANGRIN, EOAB.","(CONTRAT, AVENANT)",2011-2012. 2015.
0417/CJ,JURIDICTION ET CONTENTIEUX ; CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/24 DU 18 MARS 2011 + AVENANT N°14/0104 DU 16 JUILLET 2014 + AVENANT N°14/0161 DU 22 OCTOBRE 2014 + AVENANT N°19/0055 DU 11 FEVRIER 2019 + AVENANT N°19/0125 DU 01 AVRIL 2019 : SONABHY ET TAMBOURA MARIAM,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TAMBOURA MARIAM.","(CONTRAT, AVENANT)","MARS-JUILLET, 2011. 2014. 2019."
0418/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE,,,
0419/CJ,AVENANT N°1 AU CONTRAT A TERME : AMENDEMENT N°2 : SONABHY ET TRAFIGURA DU 06 MAI 2011,"VENTE, PRODUIT PETROLIER, AVENANT, SONABHY, TRAFIGURA, AMENDEMENT.",(CONTRAT),"06. MAI, 2011."
0420/CJ,CONTRAT A TERME DU 30 DECEMBRE 2010 : AMENDEMENT N°2 : SONABHY ET TRAFIGURA DU 06 MAI 2011,"VENTE, PRODUIT PETROLIER, AMENDEMENT, SONABHY, TRAFIGURA.",(CONTRAT),"06. MAI, 2011."
0421/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°11/027 DU 08 AVRIL 2011 : SONABHY ET TRAFIGURA,"VENTE, PRODUIT PETROLIER, SONABHY, TRAFIGURA.",(CONTRAT),"08. AVRIL, 2011."
0422/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT D'ENTRETIEN N°2009/0128 DU 15 MARS 2011 + CONTRAT D'ENTRETIEN N°2006-0002 DU 28 JUIN 2006 + CONTRAT N°2503 DE 2015 + CONTRAT N°2504 DE 2015 + CONTRAT D'ABONNEMENT N°368/2015 DU 02 AVRIL 2015 + CONTRAT N° 2505 DE 2015 + CONTRAT N°2506 DE 2015 + CONTRAT DE COLOCATION,,,
0423/CJ,CONVENTION DE CESSION ET CERTIFICAT DE RECEPTION : SONABHY ET MINISTERE DE L'ECONOMIE ET DES FINANCES DU 28 AVRIL 2011,"CESSION, CERTIFICAT DE RECEPTION, CONVENTION, SONABHY, MINISTERE DE L'ECONOMIE ET DES FINANCES.",(CONTRAT),"28. AVRIL, 2011."
0424/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/035 DU 18 MAI 2011 + AVENANT N°12/0047 DU 23 AVRIL 2012 AU CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 18 MAI 2011 : SONABHY ET SOTRA-PE.,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRA-PE.","(CONTRAT, AVENANT)",2011. 2012.
0425/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/041 DU 18 MAI 2011 + AVENANT N°11/087 DU 20 DECEMBRE 2011 + AVENANT N°14/0045 DU 09 AVRIL 2014 + CONTRAT N°15/0028 DU 13 FEVRIER 2015 + CONTRAT N°18/0147 DU 12 FEVRIER 2018 : SONABHY ET KOROGO SEYDOU (SOTRAKOS),"TRANSPORT, PRODUIT PETROLIER, SONABHY, KOROGO SEYDOU, SOTRAKOS.","(CONTRAT, AVENANT)",2011. 2014. 2015. 2018.
0426/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°11/042 DU 18 MAI 2011 + CONTRAT N°15/385 DU 18 NOVEMBRE 2015 + AVENANT N°16/0270 DU 14 JUILLET 2016 + AVENANT N°19/0471 DU 17 DECEMBRE 2019 : SONABHY ET ZAMPOU MAHAMED (GENERAL MECANIQUE TRANSPORT),"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZAMPOU MAHAMED, GENERAL MECANIQUE TRANSPORT.","(CONTRAT, AVENANT)",2011. 2015. 2016. 2019.
0427/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/043 DU 18 MAI 2011 : SONABHY ET KOTENKY SERVICES,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KOTENKY SERVICES.",(CONTRAT),"18. MAI, 2011."
0428/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/044 DU 18 MAI 2011 + AVENANT AU CONTRAT DE TRANSPORT N°12/011 DU 20 FEVRIER 2012 + AVENANT N°13/0127 DU 07 NOVEMBRE 2013 + CONTRAT N°15/0064 DU 20 FEVRIER 2015 : SONABHY ET BONI ANDRE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BONI ANDRE.","(CONTRAT, AVENANT)",2011-2013. 2015.
0429/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/046 DU 18 MAI 2011 + CONTRAT N°15/0122 DU 13 MARS 2015 + AVENANT N°17/223 DU 17 MAI 2017 + CONTRAT N°18/0463 DU 25 AVRIL 2018 + AVENANT N°18/0560 DU 08 JUIN 2018 + AVENANT N°20/0198 DU 24 JUIN 2020 + AVENANT N°21/0100 DU 30,,,
0430/CJ,ACTE JURIDIQUE ENTRE SONABHY ET TRIGON PAR FRANCK AUCKENTHALER,"SONABHY, TRIGON, ACTE JURIDIQUE, AUCKENTHALER FRANCK, CONTRAT.","(CORRESPONDANCE, MEMOIRE EN DEFENSE)",2010.
0431/CJ,ACTE JURIDIQUE ENTRE SONABHY ET SOCIETE DE GAZ DES PETROLES LIQUEFIES PAR ME ZONGON INOUSSA,"SONABHY, GPL SERVICES, ZONGO INOUSSA ME, TOTAL BURKINA, DROIT.","(MEMORANDUM, CORRESPONDANCE)",2010.
0432/CJ,AVENANT N°001/2010 AU CONTRAT A TERME DU 30 DECEMBRE 2010 : SONABHY ET TRAFIGURA DU 06 MAI 2011,"AVENANT, VENTE, PRODUIT PETROLIER, SONABHY, TRAFIGURA.",(CONTRAT),"06. MAI, 2011."
0433/CJ,CONTRAT DE BAIL POUR LOCATION DE BATIMENT A USAGE DE BUREAUX DU 18 MAI 2011 + MARCHE N°24/2011 DU 22,,,
0434/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/040 DU 18 MAI 2011 + CONTRAT N°15/0136 DU 13/03/2015 : SONABHY ET SAVADOGO LAMINE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAVADOGO LAMINE.",(CONTRAT),2011. 2015.
0435/CJ,AVENANT N°11/050 AU CONTRAT DE TRANSPORT ENTRE SONABHY ET EGF DU 18 MAI 2011,"AVENANT, TRANSPORT, PRODUIT PETROLIER, SONABHY, EGF.",(CONTRAT),"18. MAI, 2011."
0436/CJ,JURIDICTION ET CONTENTIEUX ; TRAVAIL A DUREE DETERMINEE ; CONTRAT N°12/1357 DU 27 JUIN 2012 ; SONABHY ET KAFANDO SABINE SOMBEWENDE MARTINE,"TRAVAIL, SECRETARIAT DE DIRECTION, SONABHY, KAFANDO SABINE SOMBEWENDE MARTINE.",(CONTRAT),2012.
0437,,,,
0437/CJ,SOUMISSION D'ENTREPOT FICTIF 2011 : ENTREPOT FICTIF DANS LA LOCALITE DE BINGO,"SOUMISSION, CAUTION, ENTREPOT FICTIF, DEPOT DE BINGO.",(CONTRAT),2011.
0438/CJ,SOUMISSION CAUTIONNEE POUR CREDIT D'ENLEVEMENT EN DOUANE N°35 : SONABHY ET BUREAU DE DOUANE DE BINGO DU 20 DECEMBRE 2010,"SOUMISSION, CAUTION, ENLEVEMENT, PRODUIT PETROLIER, SONABHY, BUREAU DE DOUANE DE BINGO.",(CONTRAT),"20. DECEMBRE, 2010."
0439/CJ,CONTRAT D'ACHAT DE PRODUITS PETROLIERS N°11/053 DU 31 MAI 2011 : SONABHY ET TRAFIGURA,"ACHAT, PRODUIT PETROLIER, SONABHY, TRAFIGURA.",(CONTRAT),"31. MAI, 2011."
0440/CJ,MARCHE N°01/2011 SUR LES FRAIS DE FORMATION : SONABHY ET ERGONOMIE SERVICE AFRIQUE DU 28 JANVIER,,,
2011,,"MARCHE, FORMATION, SONABHY, ERGONOMIE SERVICE AFRIQUE.",(CONTRAT),
0441/CJ,,,,
0442/CJ,CONTRAT DE TRANSPORT DES PRODUITS PETROLIERS N°11/031 DU 22 AVRIL 2011 : SONABHY ET GUINGUERE HIPPOLYTE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GUINGUERE HIPPOLYTE.",(CONTRAT),"22. AVRIL, 2011."
0443/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DICKO ABOUBACAR, ENTREPRISE WAQUIA.",(CONTRAT),2016. 2017. 2018.
0444/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°11/87 DU 27 JUIN 2011 : SONABHY ET PETROLEUM SA,"APPROVISIONNEMENT, PRODUIT PETROLIER, SONABHY, PETROLEUM SA.",(CONTRAT),"27. JUIN, 2011."
0445/CJ,"MARCHE N°02/2011 POUR ACQUISITION DES CHAISES, FAUTEUILS ET BUREAU DU 28 JANVIER 2011 : SONABHY ET ETS DERRA ET FORMATION","MARCHE, CHAISE, FAUTEUIL, BUREAU, SONABHY, ETS DERRA ET FORMATION.",(CONTRAT),"28. JANVIER, 2011."
0446/CJ,"MARCHE N°03/2011 POUR FOURNITURE DE GANTS, BOUCHONS D'OREILLE, MASQUES, CASQUES, FILTRES ET LUNETTES DU 28 JANVIER 2011 : SONABHY ET ADAM'S","MARCHE, GANT, BOUCHON D'OREILLE, MASQUE, CASQUE, FILTRE, LUNETTE, SONABHY, ADAM'S.",(CONTRAT),"28. JANVIER, 2011."
0447/CJ,MARCHE N°04/2011 DU 28 JANVIER 2011 POUR LA,"MARCHE, CHAUSSURE DE SECURITE, SONABHY, ADAM'S.",(CONTRAT),"28. JANVIER , 2011."
0448/CJ,MARCHE N°05/2011 DU 11 FEVRIER 2011 POUR LA CONCEPTION ET L'IMPRESSION DE CARTES DE VOEUX ET,"MARCHE, CARTE DE VOEUX, REMERCIEMENT, SONABHY, CHORISTRI.",(CONTRAT),"11. FEVRIER, 2011."
0449/CJ,MARCHE N°06/2011 DU 15 FEVRIER 2011 POUR L'ABONNEMENT ANNUEL AUX EDITIONS SIDWAYA : SONABHY ET SIDWAYA,"MARCHE, ABONNEMENT, SONABHY, SIDWAYA.",(CONTRAT),"15. FEVRIER, 2011."
