ID,Code,TITRE/DOSSIER,CONTENU,ANA. DIPLOM.,ANNEE,PASSAGE GED,SORT FINAL
00075,0588/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DU 26 OCTOBRE 2010 +  CONTRAT DE VENTE N°2011/06 DU 03 JUIN 2011 + CONTRAT DE VENTE N°11/082 DU 14 DECEMBRE 2011 + AVENANT N°11/0095 DU 27 DECEMBRE 2011 + CONTRAT DE PASSAGE N°12/0064 DU 16-05-2012  + CONTRAT DE VENTE N°12/172 DU 31 DECEMBRE 2012 + AVENANT N°13/050 DU 12 AVRIL 2013 + AVENANT N°13/0059 DU 29 AVRIL 2013 + AVENANT N°13/070 DU 07 JUIN 2013 + AVENANT N°14/0112 DU 13 AOUT 2014 +  CONTRAT N°14/0182 DU 22 DECEMBRE 2014 + CONTRAT N°15/0170 DU 07 AVRIL 2015 + CONTRAT DE VENTE N°17/227 DU 29 MAI 2017 +  ACTE DE CESSION ET DE NANTISSEMENT DE CREANCES N°17/228 DU 30 MAI 2017 + AVENANT N°17/0173 DU 25 JANVIER 2018 + CONTRAT N°18/00007 DU 18 JANVIER 2018 + CONTRAT DE VENTE N°19/0090 DU 05 MARS 2019 + CONTRAT DE VENTE N°20/0061 DU 25 FEVRIER 2020 + CONTRAT DE VENTE N°20/0195 DU 22 JUIN 2020 + AVENANT N°20/0231 DU 03 AOUT 2020 + CONTRAT DE PRET N°20/0325 DU 27 NOVEMBRE 2020 + CONTRAT DE VENTE N°21/0339 DU 08 NOVEMBRE 2021,"VENTE, PRET, PASSAGE, NANTISSSEMENT, CREANCE, CESSION, PRODUIT PETROLIER, ECO OIL INTERNATIONAL, AMKO TRADING, SONABHY","(CONTRAT, AVENANT)","2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022",DOCESSEN,
00076,0589/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS,"TRANSPORT, PRODUIT PETROLIER, ANC-TRANS, SONABHY",(CONTRAT),2011,DOCESSEN,
00077,0590/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°11/094 DU 21 DECEMBRE 2011 + AVENANT N°01 AU CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS DU 30 DECEMBRE 2011 + AVENANT N°13/005 DU,"FOURNITURE, VENTE, PRODUIT PETROLIER, SARPDOIL INTERNATIONAL, SONABHY","(CONTRAT, AVENANT)","2011, 2013",DOCESSEN,
00078,0591/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/088 DU 20 DECEMBRE 2011 + CONTRAT N°15/0061 DU 20 FEVRIER 2015 + AVENANT N°16/0342 DU 22 AOUT 2016 + CONTRAT N°18/00018 DU 01 FEVRIER 2018 + CONTRAT N°18/0470 DU 27 AVRIL 2018 + AVENANT N°18/0746 DU 22 AOUT 2018 + AVENANT N°18/0796,"TRANSPORT, PRODUIT PETROLIER, ZABRE CHRISTOPHE SOULEYMANE, SOTRAVI, SONABHY, EZS","(CONTRAT, AVENANT)","2011, 2015,  2016, 2018",DOCESSEN,
00079,0592/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS,"TRANSPORT, PRODUIT PETROLIER, COTRANS, SONABHY",(CONTRAT),2011,DOCESSEN,
00080,0593/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/091 DU 20 DECEMBRE 2011 + CONTRAT N°15/0176 DU 07 AVRIL 2015 + CONTRAT,"TRANSPORT, PRODUIT PETROLIER, KZA, SONABHY",(CONTRAT),"2011, 2015, 2018",DOCESSEN,
00081,0594/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO SOULEYMANE",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00082,0595/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, COULIBALY OUMAR",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00083,0596/CJ,MARCHE N°25 /2011 DU 15 JUIN 2011 POUR LA,"MARCHE, PAPIER LISTING, IMPRIMERIE DE L'AVENIR, SONABHY","(CONTRAT, FACTURE)",2011,DOCESSEN,
00084,0597/CJ,MARCHE N°26/2011 DU 17 MAI 2011 POUR FORMATION EN,"MARCHE, FORMATION, MARCHE PUBLIC, SORE DAO KALIDIA, ENAREF, SONABHY","(CONTRAT, FACTURE)",2011,DOCESSEN,
00085,0598/CJ,MARCHE N° 27/2011 DU 15 JUIN 2011 POUR INSERTION,"MARCHE, ANNUAIRE TELEPHONIQUE, ARCE AN 2012, AFRICAPHONEBOOKS, SONABHY",(CONTRAT),2011,DOCESSEN,
00086,0599/CJ,MARCHE N°28/2011 DU 01 JUILLET 2011 POUR,"MARCHE, HEBERGEMENT, RESSOURCE HUMAINE, SPLENDID HOTEL, SONABHY","(CONTRAT, FACTURE)",2011,DOCESSEN,
00087,0600/CJ,MARCHE N° 29/2011 DU 15 JUIN 2011 POUR LA FORMATION,"MARCHE, FORMATION, GESTION DES RESSOURCES HUMAINES, ENTREPRISE COMPETENCES ET CARRIERES, SONABHY","(CONTRAT, FACTURE)",2011,DOCESSEN,
00088,0601/CJ,MARCHE N° 30/2011 DU 27 SEPTEMBRE 2011 POUR LA,"MARCHE, EXTINCTEUR, SILICE, RECHARGE, BURVAL INCENDIE, SONABHY","(CONTRAT, FACTURE)",2011,DOCESSEN,
00089,0602/CJ,MARCHE N°32 /2011 DU 16 SEPTEMBRE 2011 POUR LA,"MARCHE, PRODUIT D'ENTRETIEN, NAWFAL TRADING, SONABHY","(CONTRAT, DEVIS)",2011,DOCESSEN,
00090,0603/CJ,MARCHE N°33 /2011 DU 16 SEPTEMBRE 2011 POUR LES,"MARCHE, FOURNITURE DE BUREAU, ECOF BURKINA, SONABHY","(CONTRAT, CAHIER DES CLAUSES, FACTURE)",2011,DOCESSEN,
00091,0604/CJ,MARCHE N°34/2011 DU 06 SEPTEMBRE 2011 POUR,"MARCHE, BASCULE ELECTRIQUE, EERI-BF, SONABHY","(CONTRAT, DEVIS)",2011,DOCESSEN,
00092,0605/CJ,MARCHE N°36 /2011 DU 14 JUILLET 2011 POUR,"MARCHE, RECRUTEMENT, RESSOURCE HUMAINE, ACECA INTERNATIONAL, SONABHY","(CONTRAT, FACTURE)",2011,DOCESSEN,
00093,0606/CJ,MARCHE N°37 /2011 DU 20 SEPTEMBRE 2011 POUR LA,"MARCHE, CHAUSSURE DE SECURITE, SECURITE, ADAM'S, SONABHY","(CONTRAT, CAHIER DES CLAUSES, FACTURE)",2011,DOCESSEN,
00094,0607/CJ,MARCHE N°38 /2011 DU 20 SEPTEMBRE 2011 POUR LA,"MARCHE, GANT, ADAM'S, SONABHY","(CONTRAT, CAHIER DES CLAUSES, FACTURE)",2011,DOCESSEN,
00095,0608/CJ,MARCHE N°39/2011 DU 20 JUILLET 2011 POUR AUDIT DE,"MARCHE, AUDIT, CERTIFICATION, ISO 9001-2008, IMAQ AFNOR INTERNATIONAL, SONABHY",(CONTRAT),2011,DOCESSEN,
00096,0609/CJ,MARCHE N° 42/2011 DU 14 SEPTEMBRE 2011 POUR LA,"MARCHE, PIECE DE RECHANGE, SATAM PEROLO, STEA, SONABHY","(CONTRAT, CAHIER DES CLAUSES, DEVIS)",2011,DOCESSEN,
00097,0610/CJ,MARCHE N°43/2011 DU 16 SEPTEMBRE 2011 POUR LA,"MARCHE, PIECE DE RECHANGE, GAZ BUTANE, STEA, SONABHY","(CONTRAT, CAHIER DES CLAUSES, DEVIS)",2011,DOCESSEN,
00098,0611/CJ,MARCHE N°44/2011 POUR LA FOURNITURE DE DETECTEUR DE,"MARCHE, DETECTEUR DE GAZ, PIECE DE RECHANGE, SOCIETE TECHNIFEU, SONABHY",(CONTRAT),,DOCESSEN,
00099,0612/CJ,MARCHE N°45/2011 DU 13 SEPTEMBRE 2011 POUR LA,"MARCHE, MATERIEL ELECTRIQUE, BELKOM INDUSTRIE, SONABHY","(CONTRAT, CAHIER DES CLAUSES, FACTURE)",2011,DOCESSEN,
00100,0613/CJ,SOUMISSION CAUTIONNEE POUR CREDIT D'ENLEVEMENT EN,"CAUTION, ENLEVEMENT, PRODUIT PETROLIER, DOUANE, BICIA-B, SONABHY",(CONTRAT),2011,DOCESSEN,
00101,0614/CJ,SOUMISSION D'ENTREPOT FICTIF DE 2012 DU 06 OCTOBRE 2011:SONABHY ET DGTP,"ENTREPOT FICTIF, PRODUIT PETROLIER, DEPOT DE BINGO, DIRECTION GENERALE DU TRESOR PUBLIC, SONABHY",(CONTRAT),2011,DOCESSEN,
00102,0615/CJ,AVENANT N°11/084 DU 20 DECEMBRE 2011 AU CONTRAT DE,"AVENANT, TRANSPORT, PRODUIT PETROLIER, SANOU ISSOUF, SONABHY",(CONTRAT),2011,DOCESSEN,
00103,0616/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT N°11/086 DU 20 DECEMBRE 2011 AU CONTRAT DE TRANSPORT N°11/0086 + AVENANT N°12/117 DU 20 SEPTEMBRE 2012 +,"TRANSPORT, PRODUIT PETROLIER, KOTE ABOU KOROTIMI, SONABHY","(CONTRAT, AVENANT)","2011, 2013",DOCESSEN,
00104,0617/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"PRODUIT PETROLIER, ZOROM MOUSSA, SONABHY, TRANSPORT",(CONTRAT),2008,DOCESSEN,
00105,0618/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, GESEB, GENERAL SERVICES DU BURKINA, SONABHY",(CONTRAT),2018,DOCESSEN,
00106,0619/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/054  DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0119 DU 10,"TRAVAIL, MANUTENTION, SONABHY, SIMPORE ALFRED",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00107,0620/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/055  DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/122 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3695 DU 19 OCTOBRE 2015:SONABHY ET ILBOUDO ZAKARIA,"TRAVAIL, MANUTENTION, ILBOUDO ZAKARIA, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00108,0621/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/056 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0113 DU 10,"TRAVAIL, MANUTENTION, SIMPORE VICTOR, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00109,0622/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/057  DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0114 DU 10,"TRAVAIL, MANUTENTION, ZAKIETA YACOUBA, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00110,0623/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/058 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0115 DU 10,"TRAVAIL, MANUTENTION, KAFANDO ALEXANDRE, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00111,0624/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/059 DU,"TRAVAIL, MANUTENTION, OUEDRAOGO LAMOUSSA, SONABHY",(CONTRAT),2012,DOCESSEN,
00112,0625/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/060 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0116 DU 10 JANVIER 2013 + CONTRAT N°15/3631 DU 19 OCTOBRE 2015 +,"TRAVAIL, MANUTENTION, ZOUNGRANA ISSAKA, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00113,0626/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/061 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0117 DU 10,"TRAVAIL, MANUTENTION, TAPSOBA T. DESIRE, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00114,0627/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/062 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0118 DU 10,"TRAVAIL, MANUTENTION, TAPSOBA SEYDOU, SONABHY",(CONTRAT),"2012, 2013",DOCESSEN,
00115,0628/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/063 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0120 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3668 DU 19 OCTOBRE 2015:SONABHY ET KABORE RASMANE,"TRAVAIL, MANUTENTION, KABORE RASMANE, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00116,0629/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/064 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0121 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3673 DU 19 OCTOBRE 2015:SONABHY ET SIMPORE FRANCOIS,"TRAVAIL, MANUTENTION, SIMPORE FRANCOIS, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00117,0630/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/065 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0123 DU 10,"TRAVAIL, MANUTENTION, SIMPORE K. HIPPOLYTE, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00118,0631/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/066 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0124 DU 10,"TRAVAIL, MANUTENTION, TAPSOBA GERARD, SONABHY",(CONTRAT),"2012, 2013",DOCESSEN,
00119,0632/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/067 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0125 DU 10,"TRAVAIL, MANUTENTION, ZONGO LAZARE, SONABHY",(CONTRAT),"2012, 2013",DOCESSEN,
00120,0633/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/068 DU 10 JANVIER 2012+ RENOUVELLEMENT N°13/0126 DU 10,"TRAVAIL, MANUTENTION, NIKIEMA EDOUARD, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00121,0634/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/069 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0127 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3698 DU 19 OCTOBRE 2015:SONABHY ET KOURAOGO SALOMOND,"TRAVAIL, MANUTENTION, KOURAOGO SALOMOND, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00122,0635/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/070 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0128 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3703 DU 19 OCTOBRE 2015:SONABHY ET SIMPORE CHRISTOPHE,"TRAVAIL, MANUTENTION, SIMPORE CHRISTOPHE, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00123,0636/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/071 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0129 DU 10,"TRAVAIL, MANUTENTION, COMPAORE MODESTE, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00124,0637/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/072 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0095 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3696 DU 19 OCTOBRE 2015:SONABHY ET KALMOGO SOMNOMA WENDWAN,"TRAVAIL, MANUTENTION, KALMOGO SOMNOMA WENDWAN, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00125,0638/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/073 DU 10 JANVIER 2012 +  RENOUVELLEMENT N°12/074 DU 10 JANVIER 2012  + RENOUVELLEMENT N°13/101 DU 10 JANVIER 2013 + RENOUVELLEMENT N°14/0490 DU 04 FEVRIER 2014 + RENOUVELLEMENT N°14/1922 DU 03 JUILLET 2014 + RENOUVELLEMENT N°15/0227 DU 21 JANVIER 2015 +,"TRAVAIL, MANUTENTION, ZOUNGRANA MARCEL I, SONABHY",(CONTRAT),"2012, 2013, 2014, 2015",DOCESSEN,
00126,0639/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GROUPE SODEM",(CONTRAT),2016,DOCESSEN,CONSERVATION DEFINITIVE
00127,0640/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/075 DU 10 JANVIER 2012 + RENOUVELLEMENT N°12/076 DU 10 JANVIER 2012  + RENOUVELLEMENT N°13/0097 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3680 DU 19 OCTOBRE 2015:SONABHY ET SIMPORE THOMAS,"TRAVAIL, MANUTENTION, SIMPORE THOMAS, SONABHY",(CONTRAT),"2012, 2013",DOCESSEN,
00128,0641/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BANG PIINDA",(CONTRAT),2005,DOCESSEN,
00129,0642/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/077 DU 10 JANVIER 2012 + RENOUVELLEMENT N°12/079 DU 10 JANVIER 2012  + RENOUVELLEMENT N°13/0099 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15*3706 DU 19 OCTOBRE 2015:SONABHY ET NIKIEMA SALIFOU,"TRAVAIL, MANUTENTION, NIKIEMA SALIFOU, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00130,0643/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/078 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0104 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3708 DU 19 OCTOBRE 2015:SONABHY ET ILBOUDO BOUKARE,"TRAVAIL, MANUTENTION, ILBOUDO BOUKARE, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00131,0644/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO S AMADO",(CONTRAT),2005,DOCESSEN,
00132,0645/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/080 DU 10 JANVIER 2012 + RENOUVELLEMENT N°12/081 DU 10 JANVIER 2012  + RENOUVELLEMENT N°13/0100 DU 10 JANVIER 2013  + RENOUVELLEMENT DE 2015 +,"TRAVAIL, MANUTENTION, TAPSOBA GALIAN GILBERT, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00133,0646/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NIKIEMA SAIDOU, SOTRAPES","(CONTRAT, AVENANT)","2006, 2018, 2019, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00134,0647/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/082 DU 10 JANVIER 2012 +  RENOUVELLEMENT N°12/083 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0098 DU 10 JANVIER 2013 + RENOUVELLEMENT DE 2015 + CONTRAT N°15/3636 DU,"TRAVAIL, MANUTENTION, KALMOGO MADI DESIRE, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00135,0648/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, EKMAF",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00136,0649/CJ,RENOUVELLEMENT DE CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/084 DU 10 JANVIER 2012  +,"TRAVAIL, MANUTENTION, SIMPORE TOUSSAINT, SONABHY",(CONTRAT),"2012, 2013",DOCESSEN,
00137,0650/CJ,RENOUVELLEMENT DE CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/085 DU 10 JANVIER 2012  + RENOUVELLEMENT N°13/0103 DU 10 JANVIER 2013 + CONTRAT,"TRAVAIL, MANUTENTION, KALMOGO SALFO, SONABHY",(CONTRAT),"2012, 2013, 2015",DOCESSEN,
00138,0651/CJ,MARCHE N°77/2011 DU 10 JANVIER 2012 POUR LA,"COBUTAM, SONABHY, EMULSEUR, MARCHE",(CONTRAT),2012,DOCESSEN,
00139,0652/CJ,ACCORD D'HEBERGEMENT DU 01 FEVRIER 2012 + ACCORD DU,"HEBERGEMENT, SONABHY, LAICO OUAGA 2000",(CONTRAT),"2012, 2015",DOCESSEN,
00140,0653/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KODIA MULTI SERVICES",(CONTRAT),2008,DOCESSEN,
00141,0654/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°12/003 DU,"VENTE, PRODUIT PETROLIER, SONABHY, PRIDE PETROLEUM",(CONTRAT),2012,DOCESSEN,
00142,0655/CJ,CONTRAT DE VENTE SPOT DE PRODUITS PETROLIERS DU 30,"VENTE, PRODUIT PETROLIER, SONABHY, SOCIETE IVOIRIENNE DE RAFFINAGE",(CONTRAT),2012,DOCESSEN,
00143,0656/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°12/004 DU 03 FEVRIER 2012 +,"FOURNITURE, PRODUIT PETROLIER, SONABHY, FASO AVENIR",(CONTRAT),2017,DOCESSEN,
00144,0657/CJ,CONVENTION N°01/2011/MICA DU 29 DECEMBRE 2011 POUR ACQUISITION DE LOGICIEL KIRA ET FORMATION DES AGENTS,"CONVENTION, KIRA, GESTION DU COURRIER, FORMATION, SONABHY, DGSI",(CONTRAT),"2011, 2015",DOCESSEN,
00145,0658/CJ,CONVENTION D'AIDE A LA PRODUCTION DE VIS-A-VIS,"CONVENTION, EMISSION, VIS-A-VIS, SONABHY, DAO ABDOULAYE",(CONTRAT),2012,DOCESSEN,
00146,0659/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°12/014 DU 20 FEVRIER 2012 + CONTRAT DE TRANSPORT N°14/0026 DU 10 MARS 2014 + PROTOCOLE D'ACCORD N°14/0088 DU 12 JUIN 2014 + CONTRAT DE VENTE N°14/0216 DU 29 DECEMBRE 2014 +,"FOURNITURE, VENTE, TRANSPORT, PRODUIT PETROLIER, REMBOURSEMENT, SONABHY, SOPEF",(CONTRAT),"2012, 2017",DOCESSEN,
00147,0660/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°12/017 DU 01 MARS 2012 + CONTRAT N°15/275 DU 23 JUIN 2015 + CONTRAT N°15/348 DU 06 OCTOBRE 2015 + CONTRAT N°16/0169 DU 10 MAI 2016 + CONTRAT N°16/0170 DU 10 MAI 2016 + AVENANT N°16/0203 DU 09 JUIN 2016 + CONTRAT N°16/0368 DU 29 AOUT 2016 + CONTRAT N°16/0369 DU 29 AOUT 2016 + CONTRAT N°16/235 DU 04 JUILLET 2016 + AVENANT N°17/104 DU 08 FEVRIER 2017 + AVENANT N°17/0105 DU 08,"VENTE, PRODUIT PETROLIER, SONABHY, MANGIFERA ENERGY RESOURCES LIMITED, MERL","(CONTRAT, AVENANT)","2012, 2015, 2016, 2017",DOCESSEN,CONSERVATION DEFINITIVE
00148,0661/CJ,CONTRAT N°529363 ET 529364 DU 07 MARS 2012 : SONABHY ET TRAFIGURA,"VENTE, PRODUIT PETROLIER, SONABHY, TRAFIGURA",(CONTRAT),2012,DOCESSEN,
00149,0662/CJ,"CONTRATS N°529963, 529967, 529970, 529974, 529978, 529979, 529981 DU 07 MARS 2012","VENTE, PRODUIT PETROLIER, SONABHY, TRAFIGURA",(CONTRAT),2012,DOCESSEN,
00150,0663/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO OUSMANE",(CONTRAT),,DOCESSEN,
00151,0664/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; AVENANT N°17/545 DU 10 NOVEMBRE 2017+ CONTRAT N°18/00101 DU 03 FEVRIER 2018 + AVENANT N°22/0293 DU 06 JUIN 2022 + AVENANT N°23/0455 DU 16,"TRANSPORT, PRODUIT PETROLIER, SONABHY, LASS TRANSPORT ET LOGISTIQUE",(AVENANT),"2017, 2018, 2022, 2023",DOCESSEN,
00152,0665/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°12/006 DU 09 FEVRIER 2012 +,"FOURNITURE, PRODUIT PETROLIER, SONABHY, VENTE, SMB, KANAZOE DJIBRIL",(CONTRAT),"2012, 2018",DOCESSEN,
00153,0666/CJ,CONTRATS DE FOURNITURE DE PRODUITS PETROLIERS,"FOURNITURE, PRODUIT PETROLIER, SONABHY, TRAFIGURA",(CONTRAT),2012,DOCESSEN,
00154,0667/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOGEMIF",(CONTRAT),,DOCESSEN,
00155,0668/CJ,CONTRAT D'ENTRETIEN DE CLIMATISEURS N°2012/001/CP,"ENTRETIEN, CLIMATISEUR, SONABHY, CFAO TECHNOLOGIES",(CONTRAT),2012,DOCESSEN,
00156,0669/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°12/028 DU 23 MARS 2012 + PROTOCOLE D'ACCORD N°14/0150 DU 09 OCTOBRE 2014 + CONTRAT N°15/0212 DU 17 AVRIL 2015 + CONTRAT N°17/618 DU 28 DECEMBRE 2017 :SONABHY ET LA BURKINABE D'HYDROCARBURES,"VENTE, FOURNITURE, TRANSPORT, PRODUIT PETROLIER, SONABHY, LA BURKINABE D'HYDROCARBURES",(CONTRAT),"2012, 2014, 2015, 2017",DOCESSEN,
00157,0670/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0745 DU 22 AOUT 2018 + CONTRAT N°19/0061 DU 14 FEVRIER 2019 + AVENANT N°22/0231 DU 11 MAI 2022 + CONTRAT N°23/0284 DU 26,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAWADOGO ISSOUF","(CONTRAT, AVENANT)","2018, 2019, 2022, 2023",DOCESSEN,
00158,0671/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, WEND PANGA TRANSPORT",(CONTRAT),2017,DOCESSEN,
00159,0672/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS,"VENTE, PRODUIT PETROLIER, SONABHY, BURKINA PETROLEUM, ZAKARIA KANAZOE",(CONTRAT),"2017, 2018",DOCESSEN,
00160,0673/CJ,CONTRAT DE VENTE A TERME N°12/021 DU 16 MARS 2012 : SONABHY ET TRAFIGURA,"VENTE, PRODUIT PETROLIER, SONABHY, TRAFIGURA",(CONTRAT),2012,DOCESSEN,
