ID,Cote,Intitulé,Période début,Type,Quantité,Fonction,Code fonction,Mots-clés,Types de documents,Date ouverture,Date clôture,Système,Durée conservation,Sort final,Période fin,Observations
73,0070 /GFC,GESTION FINANCIERE ET COMPTABLE : BSIC:DEMANDE DE VIREMENT,OCTOBRE 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VIREMENT; COMPTABILITE; BSIC; FINANCE,ORDRE DE VIREMENT; PIECE COMPTABLE,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
74,0071 /GFC,GESTION FINANCIERE ET COMPTABLE : BSIC:DEMANDE DE VIREMENT,NOVEMBRE 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VIREMENT; COMPTABILITE; BSIC; FINANCE,ORDRE DE VIREMENT; PIECE COMPTABLE,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
75,0072 /GFC,GESTION FINANCIERE ET COMPTABLE : BSIC:DEMANDE DE VIREMENT,DECEMBRE 2020,DOSSIER,8 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VIREMENT; COMPTABILITE; BSIC; FINANCE,ORDRE DE VIREMENT; PIECE COMPTABLE,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
76,0073 /GFC,GESTION FINANCIERE ET COMPTABLE :NOTE DE CREDIT DE JANVIER,JAVIER 2020,DOSSIER,2 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
77,0074 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTE DE CREDIT DE FEVRIER,FEVRIER 2020,DOSSIER,1 PIECE,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
78,0075 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTES DE CREDIT DE MARS 2020,MARS 2020,DOSSIER,1 PIECE,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
79,0076 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTES DE CREDIT DE AVRIL,AVRIL 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
80,0077 /GFC,GESTION FINANCIERE ET COMPTABILITE: NOTES DE CREDIT DE MAI,MAI 2020,DOSSIER,17 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; CREDIT; FACTURATION; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
81,0078 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTES DE CREDIT DE JUIN 2020,JUIN 2020,DOSSIER,4 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
82,0079 /GFC,GESTION FINANCIERE ET COMPTABLE :NOTES DE CREDIT DE JUILLET,JUILLET 2020,DOSSIER,8 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
83,0080 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTES DE CREDIT DE AOUT 2020,AOUT 2020,DOSSIER,2 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
84,0081 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTES DE CREDIT DE SEPTEMBRE,SEPTEMBRE 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
85,0082 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTES DE CREDIT DE OCTOBRE,OCTOBRE 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
86,0083 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTES DE CREDIT DE NOVEMBRE,NOVEMBRE 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
87,0084 /GFC,GESTION FINANCIERE ET COMPTABLE : NOTES DE CREDIT DE DECEMBRE,DECEMBRE 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,VENTE; COMPTABILITE; FACTURATION; CREDIT; PRODUIT PETROLIER,NOTE DE CREDIT,30-06-2021,23-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
88,0085 /GFC,GESTION FINANCIERE ET COMPTABLE :ACHATS PRODUIT/AMKO DE,JANVIER 2020,DOSSIER,18 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
89,0086 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHAT PRODUIT/ AMKO DE,FEVRIER 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; ACHAT; FINANCE; FOURNISSEUR; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
90,0087 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT/AMKO DE MARS,MARS 2020,DOSSIER,14 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; ACHAT; FINANCE; FOURNISSEUR; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
91,0088 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT/AMKO DE AVRIL,AVRIL 2020,DOSSIER,13 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
92,0089 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /AMKO DE MAI,MAI 2020,DOSSIER,8 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
93,0090 /GFC,GESTION FINANCIERE ET COMPTABLE :ACHATS PRODUIT/AMKO DE JUIN,JUIN 2020,DOSSIER,11 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
94,0091 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /AMKO DE,JUILLET 2020,DOSSIER,8 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
95,0092 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT/AMKO DE AOUT,AOUT 2020,DOSSIER,11 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
96,0093 /GFC,GESTION FINANCIERE ET COMPTABLE :ACHATS PRODUIT AMKO DE,SEPTEMBRE 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
97,0094 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /AMKO DE,OCTOBRE 2020,DOSSIER,14 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
98,0095 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT/AMKO DE,NOVEMBRE 2020,DOSSIER,13 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
99,0096 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /AMKO DE,DECEMBRE 2020,DOSSIER,9 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,AMKO TRADING; COMPTABILITE; FOURNISSEUR; FINANCE; ACHAT; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
100,0097 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /TRAFIGURA DE,FEVRIER 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
101,0098 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT/TRAFIGURA DE,AVRIL 2020,DOSSIER,5 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
102,0099 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /TRAFIGURA DE,MAI 2020,DOSSIER,17 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
103,0100 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /TRAFIGURA DE,JUIN 2020,DOSSIER,5 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
104,0101 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /TRAFIGURA DE,JUILLET 2020,DOSSIER,6 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
105,0102 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT/TRAFIGURA DE,AOUT 2020,DOSSIER,13 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
106,0103 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT/ TRAFIGURA DE,SEPTEMBRE 2020,DOSSIER,2 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
107,0104 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT/ TRAFIGURA DE,OCTOBRE 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
108,0105 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /TRAFIGURA DE,NOVEMBRE 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; TRAFIGURA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
109,0106 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /PETROFA DE,SEPTEMBRE 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; PETROFA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
110,0107 /GFC,GESTION FINANCIERE ET COMPTABLE :ACHATS PRODUIT/PETROFA DE,OCTOBRE 2020,DOSSIER,4 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; PETROFA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
111,0108 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /PETROFA DE,NOVEMBRE 2020,DOSSIER,8 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; PETROFA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
112,0109 /GFC,GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUIT /PETROFA DE,DECEMBRE 2020,DOSSIER,4 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; COMPTABILITE; FOURNISSEUR; FINANCE; PETROFA; PRODUIT PETROLIER,PIECE COMPTABLE,30-06-2021,27-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
113,0110 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE JANVIER,JANVIER  2020,DOSSIER,4 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,27 -09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
114,0111 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE FEVRIER,FEVRIER 2020,DOSSIER,11 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
115,0112 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE MARS 2020,MARS 2020,DOSSIER,16 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
116,0113 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE AVRIL,AVRIL 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
117,0114 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/ VITOL DE MAI 2020,MAI 2020,DOSSIER,5 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
118,0115 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE JUIN 2020,JUIN 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
119,0116 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE JUILLET,JUILLET 2020,DOSSIER,8 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
120,0117 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE AOUT 2020,AOUT 2020,DOSSIER,5 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
121,0118 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE SEPTEMBRE,SEPTEMBRE 2020,DOSSIER,9 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
122,0119 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VIYOL DE OCTOBRE,OCTOBRE 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
123,0120 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE NOVEMBRE,NOVEMBRE 2020,DOSSIER,12 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
124,0121 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/VITOL DE DECEMBRE,DECEMBRE 2020,DOSSIER,1 PIECE,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; VITOL,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
125,0122 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE JANVIER,JANVIER 2020,DOSSIER,4 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
126,0123 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE FEVRIER,FEVRIER 2020,DOSSIER,5 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
127,0124 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE MARS 2020,MARS 2020,DOSSIER,2 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
128,0125 /GFC,GESTION FINANCIERE ET COMPTABLE: ACHAT PRODUIT/SIR DE MAI 2020,MAI 2020,DOSSIER,1 PIECE,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
129,0126 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE JUIN 2020,JUIN 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
130,0127 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE JUILLET,JUILLET 2020,DOSSIER,8 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
131,0128 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE AOUT 2020,AOUT 2020,DOSSIER,5 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
132,0129 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE SEPTEMBRE,SEPTEMBRE 2020,DOSSIER,4 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
133,0130 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE OCTOBRE,OCTOBRE 2020,DOSSIER,6 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
134,0131 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE NOVEMBRE,NOVEMBRE 2020,DOSSIER,4 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
135,0132 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/SIR DE DECEMBRE,DECEMBRE 2020,DOSSIER,4 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; SIR,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
136,0133 /GFC,GESTION FINANCIERE ET COMPTABLE: ACHAT PRODUIT/GESTOCI DE,JANVIER 2020,DOSSIER,2 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; GESTOCI,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
137,0134 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/GESTOCI DE FEVRIER,FEVRIER 2020,DOSSIER,2 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; GESTOCI,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
138,0135 /GFC,GESTION FINANCIERE ET  COMPTABLE: ACHAT PRODUIT/GESTOCI DE,MARS 2020,DOSSIER,2 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; GESTOCI,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
139,0136 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/GESTOCI DE JUIN,JUIN 2020,DOSSIER,3 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; GESTOCI,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
140,0137 /GFC,GESTION FINANCIERE COMPTABLE: ACHAT PRODUIT/GESTOCI DE JUILLET,JUILLET 2020,DOSSIER,7 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,ACHAT; FOURNISSEUR; PRODUIT PETROLIER; COMPTABILITE; FINANCE; GESTOCI,PIECE COMPTABLE,30-06-2021,29-09-2022,NON,10 ANS,CONSERVATION DEFINITIVE,,
