ref,titre,contenu,analyse_diplomatique,annee
0087/FRP,GESTION DES COMMANDES: FICHE DE SUIVI DES STOCKS COMBUSTIBLES DE LA SONABHY DE 2010 ET 2011,"STOCK, PRODUIT PETROLIER, SONABEL","(FICHE) DATE EXTREME  : 2010-2011,",2010-2011 OBSERVATIONS  : 19 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0088/FRP,GESTION DES COMMANDES : ATTESTATION DE STOCKS DE PRODUITS PETROLIERS DU DEPOT DE BINGO ET DEPOT DE BOBO 2010-2011.,"PRODUIT PETROLIER, STOCK, DEPOT DE BINGO, DEPOT DE BOBO","(ATTESTATION) DATE EXTREME  : 2010-2011,",2010-2011 OBSERVATIONS  : 5 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0089/FRP,GESTION DES LIVRAISONS:ETAT DE SORTIE DE PRODUITS PETROLIERS EN AMBIANT DES DEPOTS DE BINGO ET DE BOBO 2010-2011,"PRODUIT PETROLIER, DEPOT DE BINGO, DEPOT DE BOBO, STOCK","(ETAT) DATE EXTREME  : 2010-2011,",2010-2011 OBSERVATIONS  : 19 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0090/FRP,GESTION DES LIVRAISONS:SITUATION JOURNALIERE DES STOCKS DE PRODUITS PETROLIERS DES DEPOTS DE BINGO ET DE BOBO 2012,"PRODUIT PETROLIER, DEPOT DE BINGO, DEPOT DE BOBO, STOCK","(ETAT) DATE EXTREME  : 2012,",2012 OBSERVATIONS  : 08 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0091/FRP,GESTION DES LIVRAISONS:SITUATION JOURNALIERE DES STOCKS DE PRODUITS PETROLIERS DES DEPOTS DE BINGO ET DE BOBO 2011,"PRODUIT PETROLIER, DEPOT DE BINGO, DEPOT DE BOBO, STOCK","(ETAT) DATE EXTREME  : 2011,",2011 OBSERVATIONS  : 176 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0092/FRP,GESTION DES LIVRAISONS:ETAT DES RECEPTIONS DES PRODUITS PETROLIERS ET COUT PAR ORIGINE DU DEPOT DE BINGO 2011,"PRODUIT PETROLIER, DEPOT DE BINGO, DEPOT DE BOBO, STOCK","(ETAT) DATE EXTREME  : 2011,",2011 OBSERVATIONS  : 01PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0093/FRP,GESTION DES LIVRAISONS:SITUATION DES STOCKS DES DEPOTS DE BINGO ET DE BOBO 2010,"PRODUIT PETROLIER, DEPOT DE BINGO, DEPOT DE BOBO, STOCK","(ETAT) DATE EXTREME  : 201,",201 OBSERVATIONS  : 220 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0094/FRP,GESTION DES COMMANDES:AUTORISATION DE MISE EN SERVICE DE BOUTEILLE DE GAZ BUTANE 6KG DE BUMIGEB 2010,"PRODUIT PETROLIER, CONDITIONNEMENT, BOUTEILLE DE GAZ, GAZ BUTANE, BUMIGEB","(ETAT) DATE EXTREME  : 2010,",2010 OBSERVATIONS  : 01 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0004/COL,GESTION DES CLIENTS: DEMANDE DE PASSAGE DES PRODUITS PETROLIERS DES ETABLISSEMENTS MODIBO YARANAGORE (EMY) 2010-2011,"PRODUIT PETROLIER, PASSAGE, MODIBO, YARANAGORE, EMY","(DEMANDE, AGREMENT, ATTESTATION) DATE EXTREME  : 2010-2011,",2010-2011 OBSERVATIONS  : 11 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0028/TPP,GESTION DES ENLEVEMENTS:ETAT RECAPITULATIF DES ENLEVEMENT DE PRODUITS PETROLIERS DE STSL 2010,"PRODUIT PETROLIER, ENLEVEMENT, STSL, ORYX BURKINA","(ETAT) DATE EXTREME  : 2010-2012,",2010-2012 OBSERVATIONS  : 13 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0029/TPP,"FACTURATION DES TRANSPORTS:FRAIS D'ESCORTE ABIDJAN-OUANGOLO, CONSEIL BURKINABE DES CHARGEURS (CBC) 2010","PRODUIT PETROLIER, FACTURATION, ESCORTE, ABIDJAN, OUANGOLO, CBC, CONSEIL BURKINABE DES CHARGEURS","(ETAT) DATE EXTREME  : 2010,",2010 OBSERVATIONS  : 01 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0030/TPP,GESTION DES TOURNEES:ETAT DU CARBURANT A DESTINATION DE LA SONABHY DE LA BRIGADE TERRITORIALE DE CINKANSE 2010,"PRODUIT PETROLIER, CARBURANT, SONABHY, BRIGADE, CINKANSE","(ETAT) DATE EXTREME  : 2010,",2010 OBSERVATIONS  : 04 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0031/TPP,ETAT STATISTIQUES:SUIVI DES COUTS DE TRANSPORT: ETAT RECAPITULATIF DES COUTS PAR CAMIONS DE 2011,"PRODUIT PETROLIER, COUT, CAMIONS-CITERNES, TRANSPORT","(ETAT) DATE EXTREME  : 2011,",2011 OBSERVATIONS  : 03 PIECES PASSAGE GED   : NON SORT FINAL : ELIMINATION
0095/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS TOTAL BURKINA JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, TOTAL BURKINA","(FACTURE, NOTE DE DEBIT, NOTE DE CREDIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 748 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0096/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS TOTAL BURKINA JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(FACTURE, NOTE DE DEBIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 503 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0097/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS TOTAL BURKINA 2011,"FACTURATION, VENTE, PRODUIT PETROLIER",(NOTE DE DEBIT),2011 OBSERVATIONS  : 31 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0098/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS BURKINA & SHELL JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, BURKINA & SHELL","(FACTURE, NOTE DE DEBIT, NOTE DE CREDIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 602 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0099/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS BURKINA & SHELL 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, BURKINA & SHELL",(NOTE DE DEBIT),2011 OBSERVATIONS  : 31 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0100/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PETROFA JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PETROFA","(FACTURE, NOTE DE DEBIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 587 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0101/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PETROFA JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PETROFA","(FACTURE, NOTE DE DEBIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 190 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0102/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS ORYX BURKINA JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, ORYX BURKINA BURKINA","(FACTURE, NOTE DE DEBIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 710 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0103/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS ORYX BURKINA JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, ORYX BURKINA BURKINA","(FACTURE, NOTE DE DEBIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 482 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0104/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS STD SODIGAZ JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, STD SODIGAZ","(FACTURE, NOTE DE DEBIT, NOTE DE CREDIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 810 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0105/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS LIBYA OIL JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, LIBYA OIL BURKINA","(FACTURE, NOTE DE DEBIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 515 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0106/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS SANEM KOOM INTERNATIONAL JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, SANEM KOOM INTERNATIONAL","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 422 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0107/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS ECODIS JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, ECODIS","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 565 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0108/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS OTAM JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, OTAM","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 281 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0109/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS SODIS OIL JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, SODIS OIL","(FACTURE, NOTE DE DEBIT) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 424 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0110/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS ACCESS OIL JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, ACCESS OIL","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 289 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0111/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS SOGEL BURKINA JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, SOGEL BURKINA","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 267 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0112/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS ECO OIL BURKINA JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, ECO OIL BURKINA","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 428 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0113/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PETRODIS JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PETRODIS","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 311 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0114/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PETRO-GULMU JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PETRO-GULMU","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 224 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0115/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PLUF JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PLUF","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 254 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0116/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS ELIKAN JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, ELIKAN","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 260 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0117/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS SOBUCOP JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, SOBUCOP","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 263 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0118/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PEFAN JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PEFAN","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 185 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0119/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PETRO-AFRIQUE JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PETRO AFRIQUE","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 235 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0120/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PETROLUB JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PETROLUB","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 92 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0121/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS PETRO BURKINA PLUS JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, PETRO BURKINA PLUS","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 68 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0122/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS ETAT MAJOR GENERAL DES ARMEES JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, ETAT MAJOR GENERAL DES ARMEES","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 59 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0123/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS SOPEK INTERNATIONAL JANVIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, SOPEK INTERNATIONAL","(FACTURE) MOIS : JANVIER-DECEMBRE,",2011 OBSERVATIONS  : 15 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0124/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS SONABHY FEVRIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, SONABHY","(FACTURE, NOTE DE DEBIT) MOIS : FEVRIER-DECEMBRE,",2011 OBSERVATIONS  : 32 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0125/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS ENTREPRISE OUMAROU KANAZOE JANVIER A AVRIL 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, ENTREPRISE OUMAROU KANAZOE","(FACTURE) MOIS : JANVIER-AVRIL,",2011 OBSERVATIONS  : 11 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0126/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS FONDS DE DEVELOPPEMENT ELECTRICITE FEVRIER A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, FONDS DE DEVELOPPEMENT ELECTRICITE","(FACTURE) MOIS : FEVRIER-DECEMBRE,",2011 OBSERVATIONS  : 53 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0127/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS FASO OIL AOUT A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, FASO OIL","(FACTURE) MOIS : AOUT-DECEMBRE,",2011 OBSERVATIONS  : 81 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0128/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS MEGA ENERGIE SEPTEMBRE A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, MEGA ENERGIE","(FACTURE) MOIS : SEPTEMBRE-DECEMBRE,",2011 OBSERVATIONS  : 81 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0129/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS MARINE ROUTIERE OCTOBRE A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, MARINE ROUTIERE","(FACTURE) MOIS : OCTOBRE-DECEMBRE,",2011 OBSERVATIONS  : 52 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0130/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS CPCI INTERNATIONAL JUILLET A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, CPCI INTERNATIONAL","(FACTURE, NOTE DE DEBIT) MOIS : JUILLET-DECEMBRE,",2011 OBSERVATIONS  : 10 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0131/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS TOTAL MALI AVRIL A DECEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, TOTAL MALI","(FACTURE) MOIS : AVRIL-DECEMBRE,",2011 OBSERVATIONS  : 10 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0132/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS SOCIETE HYDRO MALI 2010-2011,"FACTURATION, VENTE, PRODUIT PETROLIER, SOCIETE HYDRO MALI",(FACTURE),20102011 OBSERVATIONS  : 11 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0133/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS EMI NOVEMBRE 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, EMI","(FACTURE) MOIS : NOVEMBRE,",2011 OBSERVATIONS  : 01 PIECE PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0134/FRP,FACTURES DE VENTES DE PRODUITS PETROLIERS SOCIETE DE DISTRIBUTION HYDROCARBURE LIQUIDE FEVRIER A JUIN 2011,"FACTURATION, VENTE, PRODUIT PETROLIER, SOCIETE DE DISTRIBUTION HYDROCARBURES","(FACTURE) MOIS : FEVRIER-JUIN,",2011 OBSERVATIONS  : 09 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0135/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO JANVIER 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : JANVIER ,",2010 OBSERVATIONS  : 64 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0136/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO FEVRIER 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : FEVRIER ,",2010 OBSERVATIONS  : 148 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0137/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO MARS 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : MARS ,",2010 OBSERVATIONS  : 15 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0138/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO MAI 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : MAI,",2010 OBSERVATIONS  : 02 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0139/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO SEPTEMBRE 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : SEPTEMBRE,",2010 OBSERVATIONS  : 915 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0140/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO OCTOBRE 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : OCTOBRE,",2010 OBSERVATIONS  : 191 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0141/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO NOVEMBRE 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : NOVEMBRE,",2010 OBSERVATIONS  : 776 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0142/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO DECEMBRE 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : DECEMBRE,",2010 OBSERVATIONS  : 248 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0143/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO JANVIER 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : JANVIER,",2011 OBSERVATIONS  : 395 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0144/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO FEVRIER 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : FEVRIER,",2011 OBSERVATIONS  : 322 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0145/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO MARS 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : MARS,",2011 OBSERVATIONS  : 371 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0146/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO AVRIL 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : AVRIL,",2011 OBSERVATIONS  : 204 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0147/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO MAI 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : MAI,",2011 OBSERVATIONS  : 272 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0148/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BINGO JUIN 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : JUIN,",2011 OBSERVATIONS  : 342 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0149/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO JANVIER 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : JANVIER,",2010 OBSERVATIONS  : 05 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0150/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO FEVRIER 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : FEVRIER,",2010 OBSERVATIONS  : 24 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0151/FRP,"NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO MARS, AVRIL 2010","FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : MARS, AVRIL,",2010 OBSERVATIONS  : 18 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0152/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO SEPTEMBRE 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : SEPTEMBRE,",2010 OBSERVATIONS  : 490 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0153/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO DECEMBRE 2010,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : DECEMBRE,",2010 OBSERVATIONS  : 71 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0154/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO JANVIER 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : JANVIER,",2011 OBSERVATIONS  : 49 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0155/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO FEVRIER 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : FEVRIER,",2011 OBSERVATIONS  : 188 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0156/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO MARS 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : MARS,",2011 OBSERVATIONS  : 80 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0157/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO AVRIL 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : AVRIL,",2011 OBSERVATIONS  : 43 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0158/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO MAI 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : MAI,",2011 OBSERVATIONS  : 121 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
0159/FRP,NOTES DE DEBIT DE VENTES DE PRODUITS PETROLIERS BOBO JUIN 2011,"FACTURATION, VENTE, PRODUIT PETROLIER","(NOTE DE DEBIT) MOIS : JUIN,",2011 OBSERVATIONS  : 111 PIECES PASSAGE GED   : NON SORT FINAL : ARCHIVAGE DEFINITIF
