ref,cote,titre,analyse_diplomatique,date,contenu
0629,0321/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JANVIER II , 2004","LIVRAISON, PRODUIT PETROLIER"
0630,0322/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"FEVRIER , 2004","LIVRAISON, PRODUIT PETROLIER"
0631,0323/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MARS I , 2004","LIVRAISON, PRODUIT PETROLIER"
0632,0324/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MARS II , 2004","LIVRAISON, PRODUIT PETROLIER"
0633,0325/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"AVRIL I , 2004","LIVRAISON, PRODUIT PETROLIER"
0634,0326/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"AVRIL II , 2004","LIVRAISON, PRODUIT PETROLIER"
0635,0327/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MAI I , 2004","LIVRAISON, PRODUIT PETROLIER"
0636,0328/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"MAI II , 2004","LIVRAISON, PRODUIT PETROLIER"
0637,0329/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUIN I , 2004","LIVRAISON, PRODUIT PETROLIER"
0638,0330/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUIN II , 2004","LIVRAISON, PRODUIT PETROLIER"
0639,0331/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUILLET I , 2004","LIVRAISON, PRODUIT PETROLIER"
0640,0332/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"JUILLET II , 2004","LIVRAISON, PRODUIT PETROLIER"
0641,0333/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"AOUT , 2004","LIVRAISON, PRODUIT PETROLIER"
0642,0334/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"SEPTEMBRE I , 2004","LIVRAISON, PRODUIT PETROLIER"
0643,0335/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"SEPTEMBRE II , 2004","LIVRAISON, PRODUIT PETROLIER"
0644,0336/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"OCTOBRE , 2004","LIVRAISON, PRODUIT PETROLIER"
0645,0337/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"NOVEMBRE I , 2004","LIVRAISON, PRODUIT PETROLIER"
0646,0338/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"NOVEMBRE II , 2004","LIVRAISON, PRODUIT PETROLIER"
0647,0339/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"DECEMBRE I , 2004","LIVRAISON, PRODUIT PETROLIER"
0648,0340/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"DECEMBRE II , 2004","LIVRAISON, PRODUIT PETROLIER"
0649,0341/CS,SOUCHE BORDEREAU DE LIVRAISON,(BORDEREAU),"DECEMBRE III , 2004","LIVRAISON, PRODUIT PETROLIER"
0650,0342/CS,ENTREE BINGO JANVIER DECADE I,"(BON, BORDEREAU DE LIVRAISON)","JANVIER , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0651,0343/CS,ENTREE BINGO JANVIER DECADE II,"(BON, BORDEREAU DE LIVRAISON)","JANVIER , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0652,0344/CS,ENTREE BINGO JANVIER DECADE III,"(BON, BORDEREAU DE LIVRAISON)","JANVIER , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0653,0345/CS,ENTREE BINGO FEVRIER DECADE I,"(BON, BORDEREAU DE LIVRAISON)","FEVRIER , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0654,0346/CS,ENTREE BINGO FEVRIER DECADE II,"(BON, BORDEREAU DE LIVRAISON)","FEVRIER , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0655,0347/CS,ENTREE BINGO FEVRIER DECADE III,"(BON, BORDEREAU DE LIVRAISON)","FEVRIER , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0656,0348/CS,ENTREE BINGO MARS DECADE I,"(BON, BORDEREAU DE LIVRAISON)","MARS , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0657,0349/CS,ENTREE BINGO MARS DECADE II,"(BON, BORDEREAU DE LIVRAISON)","MARS , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0658,0350/CS,ENTREE BINGO MARS DECADE III,"(BON, BORDEREAU DE LIVRAISON)","MARS , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0659,0351/CS,ENTREE BINGO AVRIL DECADE I,"(BON, BORDEREAU DE LIVRAISON)","AVRIL , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0660,0352/CS,ENTREE BINGO AVRIL DECADE II,"(BON, BORDEREAU DE LIVRAISON)","AVRIL , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0661,0353/CS,ENTREE BINGO AVRIL DECADE III,"(BON, BORDEREAU DE LIVRAISON)","AVRIL , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0662,0354/CS,ENTREE BINGO MAI DECADE I,"(BON, BORDEREAU DE LIVRAISON)","MAI , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0663,0355/CS,ENTREE BINGO MAI DECADE II,"(BON, BORDEREAU DE LIVRAISON)","MAI , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0664,0356/CS,ENTREE BINGO MAI DECADE III,"(BON, BORDEREAU DE LIVRAISON)","MAI , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0665,0357/CS,ENTREE BINGO DECEMBRE DECADE I,"(BON, BORDEREAU DE LIVRAISON)","DECEMBRE , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0666,0358/CS,ENTREE BINGO DECEMBRE DECADE II,"(BON, BORDEREAU DE LIVRAISON)","DECEMBRE , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0667,0359/CS,ENTREE BINGO DECEMBRE DECADE III,"(BON, BORDEREAU DE LIVRAISON)","DECEMBRE , 2004","ENTREE BINGO, PRODUIT PETROLIER"
0668,0360/CS,SORTIE BINGO JANVIER DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","JANVIER , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0669,0361/CS,SORTIE BINGO JANVIER DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","JANVIER , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0670,0362/CS,SORTIE BINGO JANVIER DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","JANVIER , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0671,0363/CS,SORTIE BINGO FEVRIER DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","FEVRIER , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0672,0364/CS,SORTIE BINGO FEVRIER DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","FEVRIER , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0673,0365/CS,SORTIE BINGO FEVRIER DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","FEVRIER , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0674,0366/CS,SORTIE BINGO MARS DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","MARS , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0675,0367/CS,SORTIE BINGO MARS DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","MARS , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0676,0368/CS,SORTIE BINGO MARS DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","MARS , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0677,0369/CS,SORTIE BINGO AVRIL DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","AVRIL , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0678,0370/CS,SORTIE BINGO AVRIL DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","AVRIL , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0679,0371/CS,SORTIE BINGO AVRIL DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","AVRIL , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0680,0372/CS,SORTIE BINGO MAI DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","MAI , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0681,0373/CS,SORTIE BINGO MAI DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","MAI , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0682,0374/CS,SORTIE BINGO MAI DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","MAI , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0683,0375/CS,SORTIE BINGO JUIN DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","JUIN , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0684,0376/CS,SORTIE BINGO JUIN DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","JUIN , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0685,0377/CS,SORTIE BINGO JUIN DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","JUIN , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0686,0378/CS,SORTIE BINGO JUILLET DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","JUILLET , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0687,0379/CS,SORTIE BINGO JUILLET DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","JUILLET , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0688,0380/CS,SORTIE BINGO JUILLET DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","JUILLET , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0689,0381/CS,SORTIE BINGO AOUT DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","AOUT , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0690,0382/CS,SORTIE BINGO AOUT DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","AOUT , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0691,0383/CS,SORTIE BINGO AOUT DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","AOUT , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0692,0384/CS,SORTIE BINGO SEPTEMBRE DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","SEPTEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0693,0385/CS,SORTIE BINGO SEPTEMBRE DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","SEPTEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0694,0386/CS,SORTIE BINGO SEPTEMBRE DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","SEPTEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0695,0387/CS,SORTIE BINGO OCTOBRE DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","OCTOBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0696,0388/CS,SORTIE BINGO OCTOBRE DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","OCTOBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0697,0389/CS,SORTIE BINGO OCTOBRE DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","OCTOBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0698,0390/CS,SORTIE BINGO NOVEMBRE DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","NOVEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0699,0391/CS,SORTIE BINGO NOVEMBRE DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","NOVEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0700,0392/CS,SORTIE BINGO NOVEMBRE DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","NOVEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0701,0393/CS,SORTIE BINGO DECEMBRE DECADE I,"(BON, BORDEREAU D'ENLEVEMENT)","DECEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0702,0394/CS,SORTIE BINGO DECEMBRE DECADE II,"(BON, BORDEREAU D'ENLEVEMENT)","DECEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0703,0395/CS,SORTIE BINGO DECEMBRE DECADE III,"(BON, BORDEREAU D'ENLEVEMENT)","DECEMBRE , 2004","SORTIE BINGO, PRODUIT PETROLIER"
0704,0397/CS,ETATS DECADAIRES,(ETAT),"JANVIER-MARS , 2003","RECEPTION, SORTIE, PRODUIT PETROLIER"
0705,0398/CS,ETATS DECADAIRES,(ETAT),"AVRIL-JUIN , 2003","RECEPTION, SORTIE, PRODUIT PETROLIER"
0706,0399/CS,ETATS DECADAIRES,(ETAT),"JUILLET-SEPTEMBRE , 2003","RECEPTION, SORTIE, PRODUIT PETROLIER"
0707,0400/CS,ETATS DECADAIRES,(ETAT),"OCTOBRE-DECEMBRE , 2003","RECEPTION, SORTIE, PRODUIT PETROLIER"
0708,0401/CS,ETATS DECADAIRES,(ETAT),"JANVIER-MARS , 2004","RECEPTION, SORTIE, PRODUIT PETROLIER"
0709,0402/CS,ETATS DECADAIRES,(ETAT),"AVRIL-JUIN , 2004","RECEPTION, SORTIE, PRODUIT PETROLIER"
0710,0227/STR,DECLARATION D'IMPORTATION TEMPORAIRE: CARBURANT AUTO N° 276 A 464,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0711,0228/STR,DECLARATION D'IMPORTATION TEMPORAIRE: CARBURANT AUTO N° 491 A 664,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0712,0229/STR,DECLARATION D'IMPORTATION TEMPORAIRE: CARBURANT AUTO N° 677 A 783,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0713,0230/STR,DECLARATION D'IMPORTATION TEMPORAIRE: CARBURANT AUTO N° 759 A 888,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0714,0231/STR,DECLARATION D'IMPORTATION TEMPORAIRE: SUPER CARBURANT N° 543 A 873,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0715,0232/STR,DECLARATION D'IMPORTATION TEMPORAIRE: GAZOIL N° 399 A 490,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0716,0233/STR,DECLARATION D'IMPORTATION TEMPORAIRE: GAZOIL N° 499 A 680,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0717,0234/STR,DECLARATION D'IMPORTATION TEMPORAIRE: GAZOIL N° 681 A 778 & 782 A 883,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0718,0235/STR,DECLARATION D'IMPORTATION TEMPORAIRE: PETROLE N°226 A 500,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0719,0236/STR,DECLARATION D'IMPORTATION TEMPORAIRE: PETROLE N°530 A 891,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0720,0237/STR,DECLARATION D'IMPORTATION TEMPORAIRE: GAZ BUTANE N°314 A 619,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0721,0238/STR,DECLARATION D'IMPORTATION TEMPORAIRE: GAZ BUTANE N° 657 A 890,"(IMPRIME S4) , 2004",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0722,0239/STR,DECLARATION D'IMPORTATION TEMPORAIRE: CARBURANT AUTO N° 007 A 088,"(IMPRIME S4) , 2005",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0723,0240/STR,DECLARATION D'IMPORTATION TEMPORAIRE: GAZOIL N° 015 A 098,"(IMPRIME S4) , 2005",,"TRANSIT, S4, DEDOUANEMENT, PRODUIT PETROLIER"
0724,0001/DT,COURRIER ARRIVEE 1992-1996,"(LETTRE) , 1992-1996",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0725,0002/DT,COURRIER ARRIVEE 1997-1999,"(LETTRE) , 1997-1999",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0726,0003/DT,COURRIER ARRIVEE 2000-2002,"(LETTRE) , 2000-2002",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0727,0004/DT,COURRIER ARRIVEE 2001-2003,"(CORRESPONDANCE) , 2001-2003",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0728,0005/DT,COURRIER DEPART 1994-1996,"(CORRESPONDANCE) , 1994-1996",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0729,0006/DT,COURRIER DEPART 1996-1997,"(CORRESPONDANCE) , 1996-1997",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0730,0007/DT,COURRIER DEPART 1997-1998,"(CORRESPONDANCE) , 1997-1998",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0731,0008/DT,COURRIER DEPART 1998-2000,"(CORRESPONDANCE, RAPPORT) , 1998-2000",,"COURRIER, SONABHY, DIRECTION TECHNIQUE"
0732,0009/DT,COURRIER DEPART 2000-2002,"(CORRESPONDANCE, PROGRAMME DE STAGE) , 2000-2002",,"COURRIER, SONABHY, DIRECTION TECHNIQUE"
0733,0010/DT,COURRIER DIVERS 1997-2000,"(CORRESPONDANCE) , 1997-2000",,"COURRIER, DEPOUILLEMENT, DIRECTION TECHNIQUE"
0734,0011/DT,COURRIER DIVERS 2000-2001,"(CORRESPONDANCE) , 2000-2001",,"COURRIER, SONABHY, DIRECTION TECHNIQUE"
0735,0012/DT,COURRIER DIVERS 2001-2002,"(CORRESPONDANCE) , 2001-2002",,"COURRIER, SONABHY, DIRECTION TECHNIQUE"
0736,0013/DT,FAX ET TELEX DEPART 1995-2002,"(FAX, TELEX) , 1995-2002",,"COURRIER, SONABHY, DIRECTION TECHNIQUE"
0737,0014/DT,FAX ET TELEX ARRIVEE 1992-2002,"(FAX, TELEX) , 1992-2002",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0738,0015/DT,"SITUATION DES STOCKS, ETAT DES SORTIES, ETATS RECAPITULATIFS, INVENTAIRE 1994-1996","(ETAT, INVENTAIRE) , 1994-1996",,"SITUATION DE STOCK, PRODUIT PETROLIER, SORTIE, INVENTAIRE"
0739,0016/DT,SITUATION DE STOCKS 1996-1999,"(ETAT) , 1996-1999",,"SITUATION DE STOCK, PRODUIT PETROLIER"
0740,0017/DT,SITUATION DES STOCKS 2000-2003,"(ETAT) , 2000-2003",,"SITUATION DE STOCK, PRODUIT PETROLIER"
0741,0018/DT,,"(ETAT) , 1996-2002",,"SORTIE, PRODUIT PETROLIER"
0742,0019/DT,"COMPTE RENDU D'INVENTAIRE ET RAPPORT INVENTAIRE ""PHYSIQUE 1996-2003 ; DECISIONS 1994-2002""","(ETAT, DECISION) , 1994-2003",,"PRODUIT PETROLIER, INVENTAIRE, DIRECTION TECHNIQUE"
0743,0020/DT,COURRIER DIVERS 1988-2002,"(CORRESPONDANCE) , 1988-2002",,"COURRIER, PARTENAIRE, DIRECTION TECHNIQUE"
0744,0248/SMO,BORDEREAU DE LIVRAISON ROSE,(BORDEREAU),"DECEMBRE III , 2004","PRODUIT PETROLIER, MARKETER"
0745,0249/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0746,0250/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0747,0251/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0748,0252/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0749,0253/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0750,0254/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0751,0255/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0752,0256/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0753,0257/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0754,0258/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0755,0259/SMO,BORDEREAU DE LIVRAISON ROSE,"(BORDEREAU) , 2004",,"PRODUIT PETROLIER, MARKETER"
0756,0260/SMO,BORDEREAU DE RECEPTION MAI A JUILLET 2002,(BORDEREAU),"MAI-JUILLET , 2002","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0757,0261/SMO,BORDEREAU DE RECEPTION JUILLET A AOUT 2002,(BORDEREAU),"JUILLET-AOUT , 2002","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0758,0262/SMO,BORDEREAU DE RECEPTION SEPTEMBRE A OCTOBRE 2002,(BORDEREAU),"SEPTEMBRE-OCTOBRE , 2002","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0759,0263/SMO,BORDEREAU DE RECEPTION NOVEMBRE A DECEMBRE 2002,(BORDEREAU),"NOVEMBRE-DECEMBRE , 2002","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0760,0264/SMO,BORDEREAU DE RECEPTION JANVIER A FEVRIER 2003,(BORDEREAU),"JANVIER-FEVRIER , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0761,0265/SMO,BORDEREAU DE RECEPTION MARS 2003,(BORDEREAU),"MARS , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0762,0266/SMO,BORDEREAU DE RECEPTION AVRIL A MAI 2003,(BORDEREAU),"AVRIL-MAI , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0763,0267/SMO,BORDEREAU DE RECEPTION JUIN 2003,(BORDEREAU),"JUIN , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0764,0268/SMO,BORDEREAU DE RECEPTION JUILLET 2003,(BORDEREAU),"JUILLET , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0765,0269/SMO,BORDEREAU DE RECEPTION AOUT 2003,(BORDEREAU),"AOUT , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0766,0270/SMO,BORDEREAU DE RECEPTION SEPTEMBRE 2003,(BORDEREAU),"SEPTEMBRE , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0767,0271/SMO,BORDEREAU DE RECEPTION OCTOBRE 2003,(BORDEREAU),"OCTOBRE , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0768,0272/SMO,BORDEREAU DE RECEPTION NOVEMBRE A DECEMBRE 2003,(BORDEREAU),"NOVEMBRE-DECEMBRE , 2003","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0769,0273/SMO,BORDEREAU DE RECEPTION JANVIER A FEVRIER 2004,(BORDEREAU),"JANVIER-FEVRIER , 2004","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0770,0274/SMO,BORDEREAU DE RECEPTION MARS A AVRIL 2004,(BORDEREAU),"MARS-AVRIL , 2004","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0771,0275/SMO,BORDEREAU DE RECEPTION MAI A JUILLET 2004,(BORDEREAU),"MAI-JUILLET , 2004","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0772,0276/SMO,BORDEREAU DE RECEPTION AOUT A SEPTEMBRE 2004,(BORDEREAU),"AOUT-SEPTEMBRE , 2004","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0773,0277/SMO,BORDEREAU DE RECEPTION OCTOBRE A DECEMBRE 2004,(BORDEREAU),"OCTOBRE-DECEMBRE , 2004","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0774,0278/SMO,BORDEREAU DE RECEPTION JANVIER A FEVRIER 2005,(BORDEREAU),"JANVIER-FEVRIER , 2005","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0775,0279/SMO,BORDEREAU DE RECEPTION MARS A MAI 2005,(BORDEREAU),"MARS-MAI , 2005","PRODUIT PETROLIER, RECEPTION, TRANSPORT"
0776,0241/STR,TRANSIT C4 & S4 N° 0001 A 0500,"(IMPRIME) , 2001",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0777,0242/STR,TRANSIT C4 & S4 N° 0501 A 1000,"(IMPRIME) , 2001",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0778,0243/STR,TRANSIT C4 & S4 N° 1001 A 1500,"(IMPRIME) , 2001",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0779,0244/STR,TRANSIT C4 & S4 N° 1501 A 2000,"(IMPRIME) , 2001",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0780,0245/STR,TRANSIT C4 & S4 N° 2001 A 2500,"(IMPRIME) , 2001",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0781,0246/STR,TRANSIT C4 & S4 N° 2501 A 3000,"(IMPRIME) , 2001",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0782,0247/STR,TRANSIT C4 & S4 N° 3001 A 3500,"(IMPRIME) , 2001",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0783,0248/STR,TRANSIT C4 & S4 N° 0001 A 0500,"(IMPRIME) , 2002",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0784,0249/STR,TRANSIT C4 & S4 N° 0501 A 1000,"(IMPRIME) , 2002",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0785,0250/STR,TRANSIT C4 & S4 N° 1001 A 1500,"(IMPRIME) , 2002",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
