reference,code,titre,contenu,analyse,date
00001,0001/MS,TRAVAUX SUPPLEMENTAIRES SUR L'ENTRETIEN DECENNAL DU DEPOT DE BINGO PAR EERI-BF ,"ENTRETIEN DECENNAL, EERI-BF, DEPOT DE BINGO ","(CORRESPONDANCE, RAPPORT, ETAT)","2009-2010,"
00082,0081/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO MAI 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: MAI, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00083,0082/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO JUIN 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: JUIN, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00084,0083/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO JUILLET 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: JUILLET, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00085,0084/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO AOUT 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: AOUT, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00086,0085/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO SEPTEMBRE 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: SEPTEMBRE, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00087,0086/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO OCTOBRE 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: OCTOBRE, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00088,0087/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO NOVEMBRE 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: NOVEMBRE, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00089,0088/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO DECEMBRE 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: DECEMBRE, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00090,0089/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO JANVIER 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: JANVIER, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00091,0090/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO FEVRIER 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: FEVRIER, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00092,0091/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO MARS 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: MARS, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00093,0092/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO AVRIL 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: AVRIL, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00094,0093/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO MAI 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: MAI, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00095,0094/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO JUIN 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: JUIN, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00096,0095/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO JUILLET 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: JUILLET, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00097,0096/STO,MOUVEMENT DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BOBO AOUT 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BOBO MOIS;: AOUT, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00098,0097/STO,ETATS RECAPITULATIFS DES MOUVEMENTS DE BOUTEILLES DEPOT DE BINGO FEVRIER 2010 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: FEVRIER, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT RECAPITULATIF ),"2010,"
00099,0098/STO,ETATS RECAPITULATIFS DES MOUVEMENTS DE BOUTEILLES DEPOT DE BINGO MARS 2010 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT RECAPITULATIF ),"2010,"
00100,0099/STO,ETATS RECAPITULATIFS DES SORTIES GAZ DEPOT DE BINGO JANVIER 2013 ,"SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(ETAT RECAPITULATIF ),"2013,"
00101,0100/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO JANVIER 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00102,0101/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO FEVRIER 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: FEVRIER, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00103,0102/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO MARS 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00104,0103/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO AVRIL 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: AVRIL, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00105,0104/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO MAI 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00106,0105/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO JUIN 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: JUIN, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00107,0106/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO JUILLET 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: JUILLET, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00108,0107/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO AOUT 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: AOUT, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00109,0108/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO SEPTEMBRE 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: SEPTEMBRE, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00110,0109/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO OCTOBRE 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: OCTOBRE, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00111,0110/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO NOVEMBRE 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: NOVEMBRE, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00112,0111/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO DECEMBRE 2011 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: DECEMBRE, ANNEE;: 2011 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2011,"
00113,0112/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO JANVIER 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00114,0113/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO FEVRIER 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: FEVRIER, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00115,0114/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO MARS 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00116,0115/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO AVRIL 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: AVRIL, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00117,0116/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO MAI 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00118,0117/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO JUIN 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: JUIN, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00119,0118/STO,MOUVEMENTS DES STOCKS DE PRODUITS PETROLIERS DEPOT DE BINGO JUILLET 2012 ,"RECEPTION, SORTIE, PRODUIT PETROLIER, DEPOT DE BINGO MOIS;: JUILLET, ANNEE;: 2012 PASSAGE GED   : NON SORT FINAL;: DESTRUCTION ",(ETAT ),"2012,"
00120,0001/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","02 JANVIER 2010,02"
00121,0002/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","06 JANVIER 2010,06"
00122,0003/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","07 JANVIER 2010,07"
00123,0004/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","08 JANVIER 2010,08"
00124,0005/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","11 JANVIER 2011,11"
00125,0006/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","12 JANVIER 2011,12"
00126,0007/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","13 JANVIER 2011,13"
00127,0008/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","14 JANVIER 2011,14"
00128,0009/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","15 JANVIER 2011,15"
00129,0010/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","18 JANVIER 2011,18"
00130,0011/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","19 JANVIER 2011,19"
00131,0012/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","20 JANVIER 2011,20"
00132,0013/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,,,
00133,0014/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","22 JANVIER 2011,22"
00134,0015/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","23 JANVIER 2011,23"
00135,0016/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","25 JANVIER 2011,25"
00136,0017/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","26 JANVIER 2011,26"
00137,0018/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","27 JANVIER 2011,27"
00138,0019/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","29  JANVIER 2011,29"
00139,0020/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","1er  FEVRIER 2011,1er"
00140,0021/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","02 FEVRIER 2011,02"
00141,0022/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","03 FEVRIER 2011,03"
00142,0023/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","04 FEVRIER 2011,04"
00143,0024/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","08 FEVRIER 2011,08"
00144,0025/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","09 FEVRIER 2011,09"
00145,0026/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","10 FEVRIER 2011,10"
00146,0027/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","11 FEVRIER 2011,11"
00147,0028/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","12 FEVRIER 2011,12"
00148,0029/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","15 FEVRIER 2011,15"
00149,0030/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","16 FEVRIER 2011,16"
00150,0031/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","17 FEVRIER 2011,17"
00151,0032/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","18 FEVRIER 2011,18"
00152,0033/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","19 FEVRIER 2011,19"
00153,0034/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","22 FEVRIER 2011,22"
00154,0035/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","23 FEVRIER 2011,23"
00155,0036/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, 3.PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER , ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","24 FEVRIER 2011,24"
