ID,Cote,Titre,Contenu Dossier,Analyse Diplomatique,Date Extrême,Année,Passage GED,Sort Finale
00082,0082/GRM,"TITRE/DOSSIER : DEMANDE DE PRIX POUR L'ACQUISITION DE CHAISES,FAUTEILS ET BUREAU PAR ETS BOUGOUMA ADAMA & DISTRIBUTION 2010","DEMANDE DE PRIX, CHAISE, FAUTEUIL DE BUREAU, ETS BOUGOUMA ADAMA, SONABHY",,,2010,,
00083,0083/GRM,"TITRE/DOSSIER : DEMANDE DE PRIX POUR L'ACQUISITION DE CHAISES,FAUTEILS ET BUREAU PAR FODIS-UNIS 2010","DEMANDE DE PRIX, CHAISE, FAUTEUIL DE BUREAU, FODIS - UNIS, SONABHY",,,2010,,
00084,0084/GRM,"TITRE/DOSSIER : DEMANDE DE PRIX POUR L'ACQUISITION DE CHAISES,FAUTEILS ET BUREAU PAR A.C.D ADAMA COMMERCE & DISTRIBUTION 2010","DEMANDE DE PRIX, CHAISE, FAUTEUIL DE BUREAU, A.C.D ADAMA COMMERCE , SONABHY",,,2010,,
00085,0085/GRM,"TITRE/DOSSIER : DEMANDE DE PRIX POUR L'ACQUISITION DE CHAISES,FAUTEILS ET BUREAU PAR ADAM'S 2010","DEMANDE DE PRIX, CHAISE, FAUTEUIL DE BUREAU, BUREAU, ADAM'S, SONABHY",,,2010,,
00086,0086/GRM,"TITRE/DOSSIER : DEMANDE DE PRIX POUR L'ACQUISITION DE CHAISES,FAUTEILS ET BUREAU PAR IDEAL SERVICE 2010","DEMANDE DE PRIX, CHAISE, FAUTEUIL DE BUREAU, BUREAU, IDEAL SERVICE , SONABHY",,,2010,,
00087,0087/GRM,TITRE/DOSSIER : DEMANDE DE PRIX POUR FOURNITURE DE MOBILIER DE BUREAU PAR ENTREPRISE NICO-METAL 2010,"DEMANDE DE PRIX, MOBILIER DE BUREAU, ENTREPRISE NICO-METAL, SONABHY",,,2010,,
00088,0088/GRM,TITRE/DOSSIER : DEMANDE DE PROPOSITION POUR LES ETUDES TECHNIQUES ET ARCHITECTURALES DES INFRASTRUCTURES ET ELABORATION D'ETUDE TECHNIQUE PAR BOUTIQUE DE DEVELOPPEMENT ESROC 2010,"DEMANDE DE PROPOSITION, ETUDE TECHNIQUE, ARCHITECTURE, INFRASTRUCTURE, BOUTIQUE DE DEVELOPPEMENT, SONABHY",,,2010,,
00089,0089/GRM,TITRE/DOSSIER : DEMANDE DE PROPOSITION POUR LES ETUDES TECHNIQUES ET ARCHITECTURALES DES INFRASTRUCTURES ET ELABORATION D'ETUDE TECHNIQUE PAR GTL INTERNATIONALE 2010,"DEMANDE DE PROPOSITION, ETUDE TECHNIQUE, ARCHITECTURE, INFRASTRUCTURE, GTL INTERNATIONAL, SONABHY",,,2010,,
00090,0090/GRM,TITRE/DOSSIER : DEMANDE DE PROPOSITION POUR LES ETUDES TECHNIQUES ET ARCHITECTURALES DES INFRASTRUCTURES ET ELABORATION D'ETUDE TECHNIQUE PARL'ESPACE 2010,"DEMANDE DE PROPOSITION, ETUDE TECHNIQUE, ARCHITECTURE, INFRASTRUCTURE, ESPACE, SONABHY",,,2010,,
00091,0091/GRM,"TITRE/DOSSIER : AVIS D'APPEL D'OFFRE DE FIL ET PLOMBS PERLES,ROBINETS PINCES A PLOMBER,BOITES A CLAPET,LOCITES 242 ET JOINTS 2010","APPEL D'OFFRE, FIL, PLOMB, STEA, BOITE A CLAPET , SONABHY",,,2010,,
00092,0001/GRH,TITRE/DOSSIER : RESULTATS DES TESTS INTERNES DE RECRUTEMENT DE PERSONNEL AU PROFIT DE LA SONABHY 2010,"RECRUTEMENT, RESSOURCE HUMAINE, SONABHY, TEST INTERNE, ACECA INTERNATIONAL, INFORMATIQUE, TRANSIT, COMPTABILITE",(RAPPORT),,2010,DOCUPERS,ARCHIVAGE DEFINITIF
00093,0003/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : JANVIER 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00094,0004/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : FEVRIER 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00095,0005/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : MARS 2010,"CONTENU       : PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",2010,,(BULLETIN DE PAIE),,2010,DOCUPERS,
00096,0006/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : AVRIL 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00097,0007/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : MAI 2010,"CONTENU       : PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",2010,,(BULLETIN DE PAIE),,2010,DOCUPERS,
00098,0008/GRH,TITRE/DOSSIER : BULLETINS DE PAIE POUR LA PRIME DE BILAN DU PERSONNEL DE LA SONABHY : MAI 2010,"PAIE, PRIME DE BILAN, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00099,0009/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: RAPPORTS DE STAGE EN TRANSPORT LOGISTIQUE,"STAGE, TRANSPORT LOGISTIQUE, SONABHY, RESSOURCES HUMAINES",(RAPPORT DE STAGE),2017,,NON,DESTRUCTION
00100,0010/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : JUILLET 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00101,0011/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : AOUT 2010,"CONTENU       : PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",2010,,(BULLETIN DE PAIE),,2010,DOCUPERS,
00102,0012/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : SEPTEMBRE 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00103,0013/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : OCTOBRE 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00104,0014/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : NOVEMBRE 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00105,0015/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : DECEMBRE 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00106,0016/GRH,TITRE/DOSSIER : BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : 13 EME MOIS 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),,2010,DOCUPERS,
00107,0017/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : JANVIER 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00108,0018/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : FEVRIER 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00109,0019/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : MARS 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00110,0020/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : AVRIL 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00111,0021/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : MAI 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00112,0022/GRH,TITRE/DOSSIER : TRAITEMENT DE LA PRIME DE BILAN DU PERSONNEL DE LA SONABHY : MAI 2010,"TRAITEMENT SALARIAL, PRIME DE BILAN, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00113,0023/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : JUIN 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00114,0024/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : JUILLET 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00115,0025/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : AOUT 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00116,0026/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : SEPTEMBRE 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00117,0027/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : OCTOBRE 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00118,0028/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : NOVEMBRE 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00119,0029/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : DECEMBRE 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00120,0030/GRH,TITRE/DOSSIER : TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY : 13 EME MOIS 2010,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",(DOSSIER DE TRAITEMENT),,2010,DOCUPERS,
00121,0031/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : JANVIER 2010,"CONTENU       : PAIE, RESSOURCE HUMAINE, SONABHY",2010,,(LIVRE DE PAIE),,2010,DOCUPERS,
00122,0032/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : FEVRIER 2010,"CONTENU       : PAIE, RESSOURCE HUMAINE, SONABHY",2010,,(LIVRE DE PAIE),,2010,DOCUPERS,
00123,0033/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : MARS 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",(LIVRE DE PAIE),,2010,DOCUPERS,
00124,0034/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : AVRIL 2010,"CONTENU       : PAIE, RESSOURCE HUMAINE, SONABHY",2010,,(LIVRE DE PAIE),,2010,DOCUPERS,
00125,0035/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : PRIME DE BILAN AVRIL- MAI 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",(LIVRE DE PAIE),,2010,DOCUPERS,
00126,0036/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : MAI 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",(LIVRE DE PAIE),,2010,DOCUPERS,
00127,0037/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : JUIN 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",(LIVRE DE PAIE),,2010,DOCUPERS,
00128,0038/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : JUILLET 2010,"CONTENU       : PAIE, RESSOURCE HUMAINE, SONABHY",2010,,(LIVRE DE PAIE),,2010,DOCUPERS,
00129,0039/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : AOUT 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",(LIVRE DE PAIE),,2010,DOCUPERS,
00130,0040/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : SEPTEMBRE 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",(LIVRE DE PAIE),,2010,DOCUPERS,
00131,0041/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : OCTOBRE 2010,"CONTENU       : PAIE, RESSOURCE HUMAINE, SONABHY",2010,,(LIVRE DE PAIE),,2010,DOCUPERS,
00132,0042/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : NOVEMBRE 2010,"CONTENU       : PAIE, RESSOURCE HUMAINE, SONABHY",2010,,(LIVRE DE PAIE),,2010,DOCUPERS,
00133,0043/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : DECEMBRE 2010,"CONTENU       : PAIE, RESSOURCE HUMAINE, SONABHY",2010,,(LIVRE DE PAIE),,2010,DOCUPERS,
00134,0044/GRH,TITRE/DOSSIER : LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : 13e MOIS 2010,"CONTENU       : PAIE, RESSOURCE HUMAINE, SONABHY",2010,,(LIVRE DE PAIE),,2010,DOCUPERS,
00135,0045/GRH,TITRE/DOSSIER : RETENUES REPRESENTANT DU PERSONNEL (ACTIONS) DE JANVIER 2010 2010,"RETENUE SALARIALE, PAIE, RESSOURCE HUMAINE, ACTION, PRIVATISATION, SONABHY",(ETAT),,2010,,
00136,0046/GRH,TITRE/DOSSIER : ETAT DE RAPPEL DE NOMINATION D'AGENTS EN 2010 2010,"NOMINATION, RESSOURCE HUMAINE, RAPPEL DE PAIE, SONABHY","(ETAT, DECISION)",,2010,,
00137,0047/GRH,TITRE/DOSSIER : ORDRE DE PAIEMENT A LA CAISSE DE LA SONABHY : JANVIER A JUIN 2010 2010,"PAIE, CAISSE, RESSOURCE HUMAINE, SONABHY",(ETAT),,2010,,
00138,0048/GRH,"TITRE/DOSSIER : ETATS DE REVERSEMENT DES RETENUES SALARIALES : CNSS, IUTS, UAB, SONAR, FONCIAS, CHARGES FAMILIALES, MUTRA JANVIER, MARS, JUIN A NOVEMBRE 2010 2010 OBSERVATIONS : 72 PIECES","RETENUE SALARIALE, CNSS, IUTS, UAB, SONAR, FONCIAS, CHARGE FAMILIALE, MUTRA, PAIE, RESSOURCE HUMAINE, SONABHY",(ETAT DE REVERSEMENT),,2010 OBSERVATIONS : 72 PIECES,DOCUPERS,
00139,0049/GRH,TITRE/DOSSIER : ETATS DE PAIEMENT DE RAPPELS DE SALAIRE D'AGENTS 2010,"CONTENU       : PAIE, RAPPEL DE SALAIRE, NOTATION, CARRIERE","PROFESSIONNELLE, RESSOURCE HUMAINE, SONABHY 2010 OBSERVATIONS : 15 PIECES",,(ETAT),,2010 OBSERVATIONS : 15 PIECES,DOCUPERS,
00140,0092/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE AU PROFIT DE LA SONABHY LOT 2 ET 5 : DIACFA HIGH- TECH 2010 OBSERVATIONS : 02 PIECES,"ORDINATEUR, IMPRIMANTE, DIACFA HIGH-TECH, MATERIEL INFORMATIQUE, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 02 PIECES,NON,ELIMINATION
00141,0093/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE LOT 3 : GLOBAL SOLUTION 2010 OBSERVATIONS : 03 PIECES,"ROUTEUR, COMMUTATEUR, VIDEO PROJECTEUR, GLOBAL SOLUTION, MATERIEL INFORMATIQUE","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE, DOCUMENT ADMINISTRATIF)",2010,2010 OBSERVATIONS : 03 PIECES,NON,ELIMINATION
00142,0094/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE LOT 04 : TIERI 2010 OBSERVATIONS : 02 PIECES,"ONDULEUR, REGULATEUR DE TENSION, TIERI, MATERIEL INFORMATIQUE, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 02 PIECES,NON,ELIMINATION
00143,0095/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE LOT 2 ET 5 : ECO 2010 OBSERVATIONS : 02 PIECES,"ORDINATEUR PORTABLE, IMPRIMANTE, ECO, MATERIEL INFORMATIQUE, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 02 PIECES,NON,ELIMINATION
00144,0096/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE LOT 3 ET 5 : ITENERGY 2010 OBSERVATIONS : 04 PIECES,"MATERIEL INFORMATIQUE, SONABHY, ITENERGY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 04 PIECES,NON,ELIMINATION
00145,0097/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE : DATASYS 2010 OBSERVATIONS : 01 PIECE,"MATERIEL INFORMATIQUE, IMPRIMANTE, SONABHY, DATASYS",(DOCUMENT TECHNIQUE),2010,2010 OBSERVATIONS : 01 PIECE,NON,ELIMINATION
00146,0098/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE LOT 03 ET 04 : SAMWEL ELECTRONICS 2010 OBSERVATIONS : 04 PIECES,"MATERIEL INFORMATIQUE, ONDULEUR, SONABHY, SAMWEL ELECTRONICS","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 04 PIECES,NON,ELIMINATION
00147,0099/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE LOT 02 ET 03 : RC TECH 2010 OBSERVATIONS : 04 PIECES,"ORDINATEUR, IMPRIMANTE LASER, MATERIEL INFORMATIQUE, SINABHY, RC TECH","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 04 PIECES,NON,ELIMINATION
00148,0100/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE LOT 03 ET 05 : BUREAU ESPACE SYSTEME 2010 OBSERVATIONS : 04 PIECES,"SCANNER, ROUTEUR, MATERIEL INFORMATIQUE, SONABHY, BUREAU ESPACE SYSTEME","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 04 PIECES,NON,ELIMINATION
00149,0101/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE : CFAO TECHNOLOGIES 2010 OBSERVATIONS : 01 PIECE,"IMPRIMANTE MATRICIELLE, MATERIEL INFORMATIQUE, ORDINATEUR PORTABLE, SONABHY, CFAO TECHNOLOGIES",(DOCUMENT TECHNIQUE),2010,2010 OBSERVATIONS : 01 PIECE,NON,ELIMINATION
00150,0102/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE LOT 04 : BURKINA REGULATION 2010 OBSERVATIONS : 02 PIECES,"ONDULEUR, MATERIEL INFORMATIQUE, BURKINA REGULATION, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 02 PIECES,NON,ELIMINATION
00151,0103/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE : SOFTNET BURKINA 2010 OBSERVATIONS : 03 PIECES,"MATERIEL INFORMATIQUE, IMPRIMANTE MATRICIELLE, SCANNER, SOFTNET BURKINA, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 03 PIECES,NON,ELIMINATION
00152,0104/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 04 ET 05 : AFRIQUE ESCAPADE 2010 OBSERVATIONS : 03 PIECES,"STYLO, CLE USB, ARTICLE PUBLICITAIRE, AFRIQUE ESCAPADE, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 03 PIECES,NON,ELIMINATION
00153,0105/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 03 : GIBCACI-B 2010 OBSERVATIONS : 02 PIECES,"AGENDA, BUREAU, ARTICLE PUBLICITAIRE, GIBCACI-B, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 02 PIECES,NON,ELIMINATION
00154,0106/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 01 ET 02 : GRAPHI IMPRIM 2010 OBSERVATIONS : 04 PIECES,"TEE-SHIRT, CALENDRIER, ARTICLE PUBLICITAIRE, GRAPHI IMPRIM, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 04 PIECES,NON,ELIMINATION
00155,0107/GRM,"TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 03, 04 ET 05 : BADIAL COMMUNICATION 2010 OBSERVATIONS : 06 PIECES","AGENDA, ORGANISEUR, ARTICLE PUBLICITAIRE, BADIAL COMMUNICATION, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 06 PIECES,NON,ELIMINATION
00156,0108/GRM,"TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 01, 02 ET 04 : AFRIQUE MULTIVISION 2010 OBSERVATIONS : 02 PIECES","TEE-SHIRT, CALENDRIER, ARTICLE PUBLICITAIRE, AFRIQUE MULTIVISION, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 02 PIECES,NON,ELIMINATION
00157,0109/GRM,"TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 02, 03 ET 04 : SYNERGIE 2010 OBSERVATIONS : 07 PIECES","CALENDRIER, AGENDA, ARTICLE PUBLICITAIRE, SYNERGIE, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 07 PIECES,NON,ELIMINATION
00158,0110/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 01 ET 02 : HERMES 2010 OBSERVATIONS : 04 PIECES,"TEE-SHIRT, CALENDRIER, ARTICLE PUBLICITAIRE, HERMES, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 04 PIECES,NON,ELIMINATION
00159,0111/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY : IMPRIMERIE DE L'AVENIR 2010 OBSERVATIONS : 02 PIECES,"CALENDRIER, ARTICLE PUBLICITAIRE, SONABHY, IMPRIMERIE DE L'AVENIR","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 02 PIECES,NON,ELIMINATION
00160,0112/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 01 : MARCHE N°12/2011 DE EMK SERVICES 20102011 OBSERVATIONS : 06 PIECES,"TEE-SHIRT, POLO, ARTICLE PUBLICITAIRE, SONABHY, EMK SERVICES","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE, CONTRAT, ORDRE DE SERVICE, PROCES VERBAL DE RECEPTION, PROCES VERBAL)",2010-2011,20102011 OBSERVATIONS : 06 PIECES,NON,ELIMINATION
00161,0113/GRM,TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT3 : ACCENT SUD 2010 OBSERVATIONS : 02 PIECES,"AGENDA, CALENDRIER, ARTICLE PUBLICITAIRE, ACCENT SUD, SONABHY","(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",2010,2010 OBSERVATIONS : 02 PIECES,NON,ELIMINATION
00162,0114/GRM,"TITRE/DOSSIER : APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA SONABHY LOT 01, 02, 03, 04 ET 05 : GAS 2010 OBSERVATIONS : 01 PIECE","TEE-SHIRT, CALENDRIER, ARTICLE PUBLICITAIRE, SONABHY, GAS",(DOCUMENT TECHNIQUE ET FINANCIER),2010,2010 OBSERVATIONS : 01 PIECE,NON,ELIMINATION
