ID,Code,Titre_dossier,CONTENU,Analyse_diplomatique,DATE,Numeros_pieces,OBSERVATIONS,Passage_GED,Base_GED,Sort_final
00179,0101/SF,FACTURES VENTES PRODUITS PETROLIERS 2001-2002 II,"VENTE, PRODUIT PETROLIER",(FACTURE),2001-2002,,,,,
00180,0102/SF,FACTURES VENTES PRODUITS PETROLIERS DE BURKINA ET SHELL 2002,"VENTE, PRODUIT PETROLIER, BURKINA ET SHELL",(FACTURE),2002,,,,,
00181,0103/SF,FACTURES VENTES PRODUITS PETROLIERS DE TOTAL FINA ELF 2002,"TOTAL FINA ELF, VENTE, PRODUIT PETROLIER",(FACTURE),2002,,,,,
00182,0104/SF,FACTURES VENTES PRODUITS PETROLIERS DE MOBIL OIL 2002,"VENTE, MOBIL OIL BURKINA, PRODUIT PETROLIER",(FACTURE),2002,,,,,
00183,0105/SF,FACTURES VENTES PRODUITS PETROLIERS 2002-2003,"VENTE, PRODUIT PETROLIER",(FACTURE),2002-2003,,,,,
00184,0106/SF,FACTURES VENTES PRODUITS PETROLIERS 2002-2003 II,"VENTE, PRODUIT PETROLIER",(FACTURE),2002-2003,,,,,
00185,0107/SF,FACTURES VENTES PRODUITS PETROLIERS 2002-2003 III,"VENTE, PRODUIT PETROLIER",(FACTURE),2002-2003,,,,,
00186,0108/SF,FACTURES VENTES PRODUITS PETROLIERS N° 0035-1083 2003,"VENTE, PRODUIT PETROLIER",(FACTURE),2003,0035-1083,,,,
00187,0109/SF,FACTURES VENTES PRODUITS PETROLIERS N° 0880-3001 2003,"VENTE, PRODUIT PETROLIER",(FACTURE),2003,,,,,
00188,0110/SF,FACTURES VENTES PRODUITS PETROLIERS N°0968 - 3045 DE 2003,"VENTE, PRODUIT PETROLIER",(FACTURE),"2003,",,,,,
00189,0111/SF,FACTURES VENTES PRODUITS PETROLIERS N°1238-3854 DE 2003,"VENTE, PRODUIT PETROLIER",(FACTURE),2003,,,,,
00190,0112/SF,FACTURES VENTES PRODUITS PETROLIERS N°2533-4176 DE 2003,"VENTE, PRODUIT PETROLIER",(FACTURE),2003,,,,,
00191,0113/SF,FACTURES VENTES PRODUITS PETROLIERS N°2896-4376 DE 2003,"VENTE, PRODUIT PETROLIER",(FACTURE),2003,,,,,
00192,0114/SF,COURRIER - FACTURES - ORDRES DE MISSION - ETATS 2000-2004,"VENTE, COURRIER, PRODUIT PETROLIER","(CORRESPONDANCE, ETAT, FACTURE)",2000-2004,,,,,
00193,0115/SF,FACTURES VENTES PRODUITS PETROLIERS D'AUTRES MARKETERS 2003,"MARKETER, VENTE, PRODUIT PETROLIER",(FACTURE),2003,,,,,
00194,0116/SF,FACTURES VENTES PRODUITS PETROLIERS DE TOTAL BURKINA ET TOTAL MALI 2004,"TOTAL BURKINA, TOTAL MALI, VENTE, PRODUIT PETROLIER",(FACTURE),2004,,,,,
00195,0117/SF,FACTURES VENTES PRODUITS PETROLIERS DE MOBIL OIL BURKINA 2004,"VENTE, PRODUIT PETROLIER",(FACTURE),2004,,,,,
00196,0118/SF,FACTURES VENTES PRODUITS PETROLIERS DE BURKINA ET SHELL 2004,"BURKINA ET SHELL, VENTE, PRODUIT PETROLIER",(FACTURE),2004,,,,,
00197,0119/SF,FACTURES VENTES PRODUITS PETROLIERS DE PETROFA ET TAMOIL 2004,"VENTE, PETROFA, TAMOIL, PRODUIT PETROLIER",(FACTURE),2004,,,,,
00198,0120/SF,FACTURES VENTES PRODUITS PETROLIERS DE ECODIS ET SOGEL-B 2004,"ECODIS, SOGEL-B, VENTE, PRODUIT PETROLIER",(FACTURE),2004,,,,,
00199,0121/SF,"FACTURES VENTES PRODUITS PETROLIERS DE EMGA, OUMAROU KANAZOE, PETRO-SERVICE, PETRO-GAZ-SERVICE, OTAM, ORYX BURKINA, FADOUL, PLUF, SKI, SONABHY, STD-SODIGAZ 2004","VENTE, EMGA, OUMAROU KANAZOE, PETRO-SERVICE, PETRO-GAZ-SERVICE, OTAM, ORYX BURKINA, FADOUL, PLUF, SKI, SONABHY, STD-SODIGAZ , PRODUIT PETROLIER",(FACTURE),2004,,,,,
00200,0122/SF,FACTURES VENTES PRODUITS PETROLIERS D'AUTRES MARKETERS 2004,"MARKETER, VENTE, PRODUIT PETROLIER",(FACTURE),2004,,,,,
00201,0123/SF,FACTURES VENTES PRODUITS PETROLIERS DE BURKINA ET SHELL 2005,"BURKINA ET SHELL, VENTE, PRODUIT PETROLIER",(FACTURE),2005,,,,,
00202,0124/SF,"FACTURES VENTES PRODUITS PETROLIERS DE TOTAL BURKINA, TOTAL MALI, SOGEL-B 2005","TOTAL BURKINA, TOTAL MALI, SOGEL-B, VENTE, PRODUIT PETROLIER",(FACTURE),2005,,,,,
00203,0001/SM,LETTRES DE COMMANDE N°02-18 DE 2000,"COMMANDE, MATERIEL, EQUIPEMENT",(LETTRE DE COMMANDE),2000,,,,,
00204,0002/SM,LETTRES DE COMMANDE N°19-30 DE 2000,"COMMANDE, MATERIEL, EQUIPEMENT",(LETTRE DE COMMANDE),2000,,,,,
00205,0003/SM,LETTRES DE COMMANDE N°31-47 DE 2000,"COMMANDE, MATERIEL, EQUIPEMENT",(LETTRE DE COMMANDE),2000,,,,,
00206,0004/SM,MARCHES I 2000,"ACHAT, MATERIEL, EQUIPEMENT",(MARCHE),2000,,,,,
00207,0005/SM,MARCHES II 2000,"ACHAT, MATERIEL, EQUIPEMENT",(MARCHE),2000,,,,,
00208,0006/SM,MARCHES III 2000,"ACHAT, MATERIEL, EQUIPEMENT",(MARCHE),2000,,,,,
00209,0007/SM,BONS DE COMMANDE 2000 I,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2000,,,,,
00210,0008/SM,BONS DE COMMANDE 2000 II,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2000,,,,,
00211,0009/SM,BONS DE COMMANDE 2000 III,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2000,,,,,
00212,0010/SM,BONS DE COMMANDE 2000 IV,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2000,,,,,
00213,0011/SM,BONS DE COMMANDE 2000 V,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2000,,,,,
00214,0012/SM,BONS DE COMMANDE 2001 I,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2001,,,,,
00215,0013/SM,BONS DE COMMANDE 2001 II,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2001,,,,,
00216,0014/SM,BONS DE COMMANDE 2001 III,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2001,,,,,
00217,0015/SM,BONS DE COMMANDE 2002,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2002,,,,,
00218,0016/SM,BONS DE COMMANDE 2004,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2004,,,,,
00219,0017/SM,BONS DE COMMANDE 2004 II,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2004,,,,,
00220,0018/SM,BONS DE COMMANDE 2004 III,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2004,,,,,
00221,0019/SM,BONS DE COMMANDE 2004 IV,"ACHAT, MATERIEL, EQUIPEMENT",(BON DE COMMANDE),2004,,,,,
00222,0020/SM,BONS DE COMMANDE 2004 V ; ORDRES DE MISSION 2004,"ACHAT, MISSION, MATERIEL, EQUIPEMENT","(BON DE COMMANDE, ORDRE DE MISSION)",2004,,,,,
00223,0021/SM,OFFRES DE SERVICE 2000 I,"SERVICE, MATERIEL, EQUIPEMENT",(CORRESPONDANCE),2000,,,,,
00224,0022/SM,OFFRES DE SERVICE 2000 II,"SERVICE, MATERIEL, EQUIPEMENT",(CORRESPONDANCE),2000,,,,,
00225,0023/SM,OFFRES DE SERVICE 2001-2002,"SERVICE, MATERIEL, EQUIPEMENT",(CORRESPONDANCE),2001-2002,,,,,
00226,0024/SM,APPELS D'OFFRE POUR NETTOYAGE DE LOCAUX 2000,"SERVICE, NETTOYAGE, LOCAL",(APPEL D'OFFRE),2000,,,,,
00227,0025/SM,APPELS D'OFFRE POUR NETTOYAGE DE LOCAUX 2000 II,"SERVICE, NETTOYAGE, LOCAL",(APPEL D'OFFRE),2000,,,,,
00228,0026/SM,APPEL D'OFFRE POUR REFECTION DU BATIMENT SIEGE 2000 I,"REFECTION, BABFIMENT SIEGE",(APPEL D'OFFRE),2000,,,,,
00229,0027/SM,APPEL D'OFFRE POUR REFECTION DU BATIMENT SIEGE 2000 II,"REFECTION, BABFIMENT SIEGE",(APPEL D'OFFRE),2000,,,,,
00230,0028/SM,APPEL D'OFFRE POUR CONSTRUCTION DU LOCAL ARCHIVES 2000,"LOCAL ARCHIVE, CONSTRUCTION",(APPEL D'OFFRE),2000,,,,,
00231,0029/SM,APPEL D'OFFRE POUR CONSTRUCTION DU LOCAL ARCHIVES 2000 II,"CONSTRUCTION, LOCAL ARCHIVES",(APPEL D'OFFRE),2000,,,,,
00232,0030/SM,APPEL D'OFFRE POUR CONSTRUCTION DU LOCAL ARCHIVES 2000 III,"CONSTRUCTION, ARCHIVES",(APPEL D'OFFRE),2000,,,,,
00233,0031/SM,APPEL D'OFFRE POUR REFECTION DU BATIMENT SIEGE 2000 IV,"REFECTION, BABFIMENT SIEGE",(APPEL D'OFFRE),2000,,,,,
00234,0032/SM,APPEL D'OFFRE POUR LIVRAISON MATERIELS INFORMATIQUES 2001,"MATERIEL INFORMATIQUE, ACHAT",(APPEL D'OFFRE),2001,,,,,
00235,0033/SM,APPEL D'OFFRE POUR ECLAIRAGE PARKING CAMIONS CITERNES AU DEPOT BINGO 2001,"ECLAIRAGE, PARKING, CAMION CITERNE, DEPOT BINGO",(APPEL D'OFFRE),2001,,,,,
00236,0034/SM,APPEL D'OFFRE POUR LIVRAISON VEHICULE INCENDIE 2001,"VEHICULE INCENDIE, ACHAT",(APPEL D'OFFRE),2001,,,,,
00237,0035/SM,APPEL D'OFFRE POUR LIVRAISON VEHICULE INCENDIE 2001 II,"VEHICULE INCENDIE, ACHAT",(APPEL D'OFFRE),2001,,,,,
00238,0036/SM,APPEL D'OFFRE POUR CLOTURE EN GRILLAGE DU DEPOT DE BINGO 2001,"CLOTURE, GRILLAGE, DEPOT BINGO",(APPEL D'OFFRE),"2001,",,,,,
00239,0037/SM,"APPEL D'OFFRE POUR LIVRAISON CLIMATISEURS SPLIT, LAND CRUISER 2002","CLIMATISEUR SPLIT, LAND CRUISER, VEHICULE",(APPEL D'OFFRE),2002,,,,,
00240,0038/SM,"APPEL D'OFFRE POUR LIVRAISON MATERIELS INFORMATIQUES 2002 : SACEEC, IS, DIACFA, BURKINA REGULATION","MATERIEL INFORMATIQUE, SACEEC, IS, DIACFA, BURKINA REGULATION",(APPEL D'OFFRE),2002,,,,,
00241,0039/SM,"APPEL D'OFFRE POUR LIVRAISON MATERIELS INFORMATIQUES 2002 : GRAPHI SERVICE, DATASYS, NET, CENATRIN","MATERIEL INFORMATIQUE, GRAPHI SERVICE, DATASYS, NET, CENATRIN",(APPEL D'OFFRE),2002,,,,,
00242,0040/SM,"APPEL D'OFFRE POUR LIVRAISON MATERIELS INFORMATIQUES 2002 : LABEL INFORMATIQUE, LASERA, NAWA, ALADE","MATERIEL INFORMATIQUE, LABEL INFORMATIQUE, LASERA, NAWA, ALADE",(APPEL D'OFFRE),2002,,,,,
00243,0041/SM,APPEL D'OFFRE POUR SELECTION DE COMMISSAIRE AUX COMPTES 2002 II,COMMISSAIRE AUX COMPTES,(APPEL D'OFFRE),2002,,,,,
00244,0042/SM,APPEL D'OFFRE POUR SELECTION DE COMMISSAIRE AUX COMPTES 2002 II,COMMISSAIRE AUX COMPTES,(APPEL D'OFFRE),2002,,,,,
00245,0043/SM,APPEL D'OFFRE POUR SELECTION DE COMMISSAIRE AUX COMPTES 2002 III,COMMISSAIRE AUX COMPTES,(APPEL D'OFFRE),2002,,,,,
00246,0044/SM,APPEL D'OFFRE POUR LIVRAISON DE MATERIELS INFORMATIQUES 2003,MATERIEL INFORMATIQUE,(APPEL D'OFFRE),2003,,,,,
00247,0045/SM,APPEL D'OFFRE POUR INSTALLATION DE CLIMATISEURS 2003,CLIMATISEUR,(APPEL D'OFFRE),2003,,,,,
00248,0046/SM,APPEL D'OFFRE POUR LIVRAISON DE MATERIELS DE LUTTE CONTRE L'INCENDIE 2003,"MATERIEL DE LUTTE, INCENDIE",(APPEL D'OFFRE),2003,,,,,
00249,0047/SM,APPEL D'OFFRE POUR LIVRAISON DE VEHICULE 2003,VEHICULE,(APPEL D'OFFRE),2003,,,,,
00250,0048/SM,APPEL D'OFFRE POUR LIVRAISON DE VEHICULE INCENDIE 2003 I,VEHICULE D'INCENDIE,(APPEL D'OFFRE),2003,,,,,
00251,0049/SM,APPEL D'OFFRE POUR LIVRAISON DE VEHICULE INCENDIE 2003 II,VEHICULE D'INCENDIE,(APPEL D'OFFRE),2003,,,,,
00252,0050/SM,APPEL D'OFFRE POUR REFECTION DE LA RAMPE DE DEPOTAGE WAGON CITERNE DU DEPOT BINGO 2003 I,"RAMPE DE DEPOTAGE, DEPOT BINGO",(APPEL D'OFFRE),2003,,,,,
00253,0051/SM,APPEL D'OFFRE POUR REFECTION DE LA RAMPE DE DEPOTAGE DU DEPOT BINGO 2003 II,"RAMPE DE DEPOTAGE, DEPOT BINGO",(APPEL D'OFFRE),2003,,,,,
00254,0052/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : BTM,"EXTENSION, BUREAU, BABFIMENT SIEGE, BTM",(APPEL D'OFFRE),2003,,,,,
00255,0053/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 II : BTM,"EXTENSION, BUREAU, BABFIMENT SIEGE, BTM",(APPEL D'OFFRE),2003,,,,,
00256,0054/SM,"APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : SIMEEEL, COBODIM","EXTENSION, BUREAU, BABFIMENT SIEGE, SIMEEEL, COBODIM",(APPEL D'OFFRE),"2003,",,,,,
00257,0055/SM,"APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : CFAO TECHNOLOGIE, SCIMAS","EXTENSION, BUREAU, BABFIMENT SIEGE, CFAO TECHNOLOGIE, SCIMAS",(APPEL D'OFFRE),2003,,,,,
00258,0056/SM,"APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : DIACFA, OMA SENISOT","EXTENSION, BUREAU, BABFIMENT SIEGE, DIACFA, OMA SENISOT",(APPEL D'OFFRE),2003,,,,,
00259,0057/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : BURKINA REGULATION,"EXTENSION, BUREAU, BABFIMENT SIEGE, BURKINA REGULATION",(APPEL D'OFFRE),2003,,,,,
00260,0058/SM,"APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : SOGETEL, FTF","EXTENSION, BUREAU, BABFIMENT SIEGE, SOGETEL, FTF",(APPEL D'OFFRE),2003,,,,,
00261,0059/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : HACOM I,"EXTENSION, BUREAU, BABFIMENT SIEGE, HACOM I",(APPEL D'OFFRE),2003,,,,,
00262,0060/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : HACOM II,"EXTENSION, BUREAU, BABFIMENT SIEGE, HACOM",(APPEL D'OFFRE),2003,,,,,
00263,0061/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : COZARD CONNEXION,"EXTENSION, BUREAU, BABFIMENT SIEGE, COZARD CONNEXION",(APPEL D'OFFRE),2003,,,,,
00264,0062/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : EODA I,"EXTENSION, BUREAU, BABFIMENT SIEGE, EODA",(APPEL D'OFFRE),2003,,,,,
00265,0063/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : EODA II,"EXTENSION, BUREAU, BABFIMENT SIEGE, EODA",(APPEL D'OFFRE),2003,,,,,
00266,0064/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : FADOUL TECHNIBOIS I,"EXTENSION, BUREAU, BABFIMENT SIEGE, FADOUL TECHNIBOIS",(APPEL D'OFFRE),2003,,,,,
00267,0065/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : FADOUL TECHNIBOIS II,"EXTENSION, BUREAU, BABFIMENT SIEGE, FADOUL TECHNIBOIS",(APPEL D'OFFRE),2003,,,,,
00268,0066/SM,"APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : NETENDEC, ELECTRE INTERNATIONAL","EXTENSION, BUREAU, BABFIMENT SIEGE, NETENDEC, ELECTRE INTERNATIONAL",(APPEL D'OFFRE),2003,,,,,
00269,0067/SM,"APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : TECHNICO SERVICE, RAFIC MURAL","EXTENSION, BUREAU, BABFIMENT SIEGE, TECHNICO SERVICES, RAFIC MURAL",(APPEL D'OFFRE),2003,,,,,
00270,0068/SM,"APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : ECHA, VMAP","EXTENSION, BUREAU, BABFIMENT SIEGE, ECHA, VMAP",(APPEL D'OFFRE),2003,,,,,
00271,0069/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : SOL CONFORT & DECOR I,"EXTENSION, BUREAU, BABFIMENT SIEGE, SOL CONFORT & DECOR",(APPEL D'OFFRE),2003,,,,,
00272,0070/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : SOL CONFORT & DECOR II,"EXTENSION, BUREAU, BABFIMENT SIEGE, SOL CONFORT & DECOR",(APPEL D'OFFRE),2003,,,,,
00273,0071/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : SAEL I,"EXTENSION, BUREAU, BABFIMENT SIEGE, SAEL",(APPEL D'OFFRE),2003,,,,,
00274,0072/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : SAEL II,"EXTENSION, BUREAU, BABFIMENT SIEGE, SAEL",(APPEL D'OFFRE),2003,,,,,
00275,0073/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : EIEF,"EXTENSION, BUREAU, BABFIMENT SIEGE, EIEF",(APPEL D'OFFRE),2003,,,,,
00276,0074/SM,"APPEL D'OFFRE POUR LIVRAISON VEHICULE INCENDIE 2003 : ADAM'S IMPORT-EXPORT, DIACFA, ACD","EXTENSION, BUREAU, BABFIMENT SIEGE, ADAM'S IMPORT-EXPORT, DIACFA, ACD",(APPEL D'OFFRE),2003,,,,,
00277,0075/SM,"APPEL D'OFFRE POUR LIVRAISON DE VEHICULE INCENDIE 2003 : SOPAM, SEA-B, PPI BURKINA, HICOMEX","EXTENSION, BUREAU, BABFIMENT SIEGE, SOPAM, SEA-B, PPI BURKINA, HICOMEX",(APPEL D'OFFRE),2003,,,,,
00278,0076/SM,APPEL D'OFFRE POUR LIVRAISON DE VEHICULE INCENDIE NOTICE TECHNIQUE 2003 : HICOMEX,"VEHICULE INCENDIE, HICOMEX",(APPEL D'OFFRE),2003,,,,,
00279,0077/SM,"APPEL D'OFFRE POUR REALISATION DE TRAVAUX AU DEPOT BINGO 2002-2003 : SCD, ERI, ECHA","TRAVAUX, DEPOT BINGO, SCD, ERI, ECHA",(APPEL D'OFFRE),2003,,,,,
00280,0078/SM,"APPEL D'OFFRE POUR DEPLACEMENT DU GROUPE ELECTROGENE DU SIEGE 2003 : PPI BURKINA, EODA, SAEL","GROUPE ELECTROGENE, BABFIMENT SIEGE, PPI BURKINA, EODA, SAEL",(APPEL D'OFFRE),2003,,,,,
00281,0079/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : BUREAU D'ETUDE L'ESPACE,"EXTENSION, BUREAU, BABFIMENT SIEGE, L'ESPACE",(APPEL D'OFFRE),2003,,,,,
00282,0080/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : PLAN GROUPE LOT 2 MENUISERIE,"EXTENSION, BUREAU, BABFIMENT SIEGE, MENUISERIE",(APPEL D'OFFRE),2003,,,,,
00283,0081/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : PLAN GROUPE LOT 3 COURANT FORT I,"EXTENSION, BUREAU, BABFIMENT SIEGE, COURANT FORT",(APPEL D'OFFRE),2003,,,,,
00284,0082/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : PLAN GROUPE LOT 2 COURANT FORT II,"EXTENSION, BUREAU, BABFIMENT SIEGE, COURANT FORT",(APPEL D'OFFRE),2003,,,,,
00285,0083/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : PLAN GROUPE LOT 4 COURANT FAIBLE I,"EXTENSION, BUREAU, BABFIMENT SIEGE, COURANT FAIBLE",(APPEL D'OFFRE),2003,,,,,
00286,0084/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : PLAN GROUPE LOT 4 COURANT FAIBLE II,"EXTENSION, BUREAU, BABFIMENT SIEGE, COURANT FAIBLE",(APPEL D'OFFRE),2003,,,,,
00287,0085/SM,"APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : GROUPE LOT 1 GROS OEUVRES, REVETEMENT, PLOMBERIE","EXTENSION, BUREAU, BABFIMENT SIEGE, GROS OEUVRES, REVETEMENT, PLOMBERIE",(APPEL D'OFFRE),2003,,,,,
00288,0086/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003 : GROUPE LOT 2 MENUISERIE,"EXTENSION, BUREAU, BABFIMENT SIEGE, MENUISERIE",(APPEL D'OFFRE),2003,,,,,
00289,0087/SM,DOSSIER D'AVIS D'APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003,"EXTENSION, BUREAU, BABFIMENT SIEGE",(APPEL D'OFFRE),2003,,,,,
00290,0088/SM,COURRIER DEPART ; FICHES DE CONSULTATION RESTREINTE 2000-2001,"COURRIER, CONSULTATION RESTREINTE","(CORRESPONDANCE, FICHE)",2000-2001,,,,,
00291,0089/SM,COURRIER DEPART DU SERVICE MATERIEL 2002-2003,"COURRIER, MATERIEL",(CORRESPONDANCE),2002-2003,,,,,
00292,0090/SM,COURRIER DEPART 2003-2004,"COURRIER, MATERIEL",(CORRESPONDANCE),2003-2004,,,,,
00293,0091/SM,COURRIER ARRIVEE 2000,"COURRIER, MATERIEL",(CORRESPONDANCE),2000,,,,,
00294,0092/SM,COURRIER ARRIVEE 2000 II,"COURRIER, MATERIEL",(CORRESPONDANCE),2000,,,,,
00295,0093/SM,COURRIER ARRIVEE 2001,"COURRIER, MATERIEL",(CORRESPONDANCE),2001,,,,,
00296,0094/SM,COURRIER ARRIVEE 2002,"COURRIER, MATERIEL",(CORRESPONDANCE),2002,,,,,
00297,0095/SM,ACHATS EXTERIEURS 2001,"ACHAT EXTERIEUR, MATERIEL, EQUIPEMENT",(DOSSIER D'ACHAT),2001,,,,,
00298,0096/SM,APPEL D'OFFRE POUR CONSTRUCTION CENTRE EMPLISSEUR : FRIEDLANDER 2003,"CENTRE EMPLISSEUR, FRIEDLANDER",(APPEL D'OFFRE),2003,,,,,
00299,0097/SM,"APPEL D'OFFRE POUR CONSTRUCTION CENTRE EMPLISSEUR : PARLYM, CMA, CICB 2003","CENTRE EMPLISSEUR, PARLYM, CMA, CICB",(APPEL D'OFFRE),2003,,,,,
00300,0098/SM,APPEL D'OFFRE POUR REAMENAGEMENT COMPLEXE SPORTIF : SCD 2004,"COMPLEXE SPORTIF, SCD",(APPEL D'OFFRE),2004,,,,,
00301,0099/SM,APPEL D'OFFRE POUR AMENAGEMENT VOIE D'ACCES AU DEPOT BINGO : ZIDA MAHAMADI 2005,"VOIE D'ACCES, DEPOT BINGO, ZIDA MAHAMADI",(APPEL D'OFFRE),2005,,,,,
00302,0100/SM,APPEL D'OFFRE POUR AMENAGEMENT VOIE D'ACCES AU DEPOT BINGO : OUMAROU KANAZOE 2005,"VOIE D'ACCES, DEPOT BINGO, OUMAROU KANAZOE",(APPEL D'OFFRE),2005,,,,,
00303,0101/SM,APPEL D'OFFRE POUR AMENAGEMENT VOIE D'ACCES AU DEPOT BINGO : E BOUTROS I 2005,"VOIE D'ACCES, DEPOT BINGO, E BOUTROS",(APPEL D'OFFRE),2005,,,,,
00304,0102/SM,APPEL D'OFFRE POUR AMENAGEMENT VOIE D'ACCES AU DEPOT BINGO : E BOUTROS II 2005,"VOIE D'ACCES, DEPOT BINGO, E BOUTROS",(APPEL D'OFFRE),2005,,,,,
00305,0103/SM,"APPEL D'OFFRE POUR POSE CLIMATISEUR 2005 : DIACFA, CARRIER, HAGE MATERIAUX","CLIMATISEUR, DIACFA, CARRIER, HAGE MATERIAUX",(APPEL D'OFFRE),2005,,,,,
00306,0104/SM,APPEL D'OFFRE POUR LIVRAISON DE MATERIELS INFORMATIQUES 2005 : DATASYS,"MATERIEL INFORMATIQUE, DATASYS",(APPEL D'OFFRE),2005,,,,,
00307,0105/SM,"APPEL D'OFFRE POUR LIVRAISON DE MATERIELS INFORMATIQUES 2005 : BALDYN, NOUVEAUS TEXTILES","MATERIEL INFORMATIQUE, BALDYN, NOUVEAUX TEXTILES",(APPEL D'OFFRE),2005,,,,,
00308,0106/SM,"APPEL D'OFFRE POUR LIVRAISON DE MATERIELS INFORMATIQUES 2005 : TARAL, VISION PLUS, COMPUTER VILLAGE","MATERIEL INFORMATIQUE, TARAL, VISION PLUS, COMPUTER VILLAGE",(APPEL D'OFFRE),2005,,,,,
00309,0107/SM,"APPEL D'OFFRE POUR LIVRAISON DE MATERIELS INFORMATIQUES 2005 : SOFNET, ALADE CONSULTING","MATERIEL INFORMATIQUE, SOFNET, ALADE CONSULTING",(APPEL D'OFFRE),2005,,,,,
00310,0108/SM,"APPEL D'OFFRE POUR LIVRAISON DE MATERIELS INFORMATIQUES 2005 : HUGO TECH, NAWA","MATERIEL INFORMATIQUE, HUGO TECH, NAWA",(APPEL D'OFFRE),2005,,,,,
00311,0109/SM,"APPEL D'OFFRE POUR LIVRAISON DE MATERIELS INFORMATIQUES 2005 : NET, DIACFA","MATERIEL INFORMATIQUE, NET, DIACFA",(APPEL D'OFFRE),2005,,,,,
00312,0110/SM,"APPEL D'OFFRE POUR POSE DE CLIMATISEURS 2005 : CFAO TECHNOLOGIE, MEGAMONDE, WORLD BUSINESS","CLIMATISEUR, CFAO TECHNOLOGIE, MEGAMONDE, WORLD BUSINESS",(APPEL D'OFFRE),2005,,,,,
00313,0111/SM,REALISATION D'UN TRONCON DE ROUTE BITUMEE EN DOUBLE VOIE A BINGO 1999-2000 ; ETUDE DE LA ROUTE ENTRE RF N°06 ET FUTUR DEPOT DE BINGO 1979.,"ROUTE BITUMEE, DOUBLE  VOIE, ROUTE, DEPOT DE BINGO, BUVOGMI","(PLAN ARCHITECTURAL, ETUDE, DOSSIER DE REALISATION)","1979, 1999-2000",,,,,
00314,0112/SM,COMMANDES EXTERIEURES DE LA SONABHY EN 2000,"ACHAT EXTERIEUR, NORMALAB ANALIS, TOTAL FINA, LEMER, GNS ABIDJAN, GURTNER, SIRAGA, TISSOT",(DOSSIER D'ACHAT),2000,,,,,
