ref,titre,contenu,analyse_diplomatique,date
0136/ST,BONS D'ENLEVEMENT SONABHY JANVIER-MARS 2005,"ENLEVEMENT, PRODUIT PETROLIER, SONABHY, TRANSPORT",(BON),JANVIER-MARS 2005
0137/ST,BONS D'ENLEVEMENT SONABHY AVRIL-MAI 2005,"ENLEVEMENT, PRODUIT PETROLIER, SONABHY, TRANSPORT",(BON),AVRIL-MAI 2005
0138/ST,BONS D'ENLEVEMENT MARKETER JUIN 2005,"ENLEVEMENT, PRODUIT PETROLIER, TRANSPORT",(BON),JUIN 2005
0139/ST,BONS D'ENLEVEMENT MARKETER JUILLET 2005,"ENLEVEMENT, PRODUIT PETROLIER, TRANSPORT",(BON),JUILLET 2005
0140/ST,BONS D'ENLEVEMENT MARKETER AOUT 2005,"ENLEVEMENT, PRODUIT PETROLIER, TRANSPORT",(BON),AOUT 2005
0141/ST,BONS D'ENLEVEMENT MARKETER SEPTEMBRE 2005,"ENLEVEMENT, PRODUIT PETROLIER, TRANSPORT",(BON),SEPTEMBRE 2005
0142/ST,BONS D'ENLEVEMENT MARKETER OCTOBRE 2005,"ENLEVEMENT, PRODUIT PETROLIER, TRANSPORT",(BON),OCTOBRE 2005
0143/ST,BONS D'ENLEVEMENT MARKETER NOVEMBRE 2005,"ENLEVEMENT, PRODUIT PETROLIER, TRANSPORT",(BON),NOVEMBRE 2005
0144/ST,BONS D'ENLEVEMENT MARKETER DECEMBRE 2005,"ENLEVEMENT, PRODUIT PETROLIER, TRANSPORT",(BON),DECEMBRE 2005
1999-2005,,"ENLEVEMENT, PRODUIT PETROLIER, TRANSPORT, DROITURE, TOTAL, COULIDIATI IDRISSA","(BON, FACTURE)",1999-2005
2004-2005,,"TRANSPORT, PRODUIT PETROLIER, TOTAL, BURKINA & SHELL",(BON),2004-2005
0147/ST,BULLETIN D'ENLEVEMENT ET ORDRE DE CHARGEMENT GESTOCI 2001-2002,"TRANSPORT, PRODUIT PETROLIER, ENLEVEMENT, DEPOT COTIER",(BULLETIN),2001-2002
0148/ST,BULLETIN D'ENLEVEMENT GESTOCI JANVIER-JUILLET 2000,"TRANSPORT, PRODUIT PETROLIER, ENLEVEMENT, DEPOT COTIER",(BULLETIN),JANVIER-JUILLET 2000
"TITRE;"": SITUATION DES STOCKS ; ETATS BOBO""",,"TRANSPORT, PRODUIT PETROLIER, STOCK, DEPOT BOBO",(ETAT),2000
0150/ST,ETATS DECADAIRES ENTREES ET SORTIES DECEMBRE 2003 A JANVIER 2005,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DECADE, ENTREE, SORTIE",(ETAT),2003-2005
"""CAMIONS-CITERNES ; ECOR DOUANE 2002-2004""",,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DECADE, RECEPTION, ECOR DOUANE, FICHIER CAMION-CITERNE","(ETAT, FICHIER)",2002-2004
0152/ST,ETATS DES RECEPTION ET DES SORTIES 2005,"TRANSPORT, PRODUIT PETROLIER, RECEPTION, SORTIE, DEPOT BINGO, DEPOT BOBO",(ETAT),2005
0153/ST,SITUATIO DES STOCKS DEPOTS COTIERS DEPOTS BINGO-BOBO 2000-2001,"TRANSPORT, PRODUIT PETROLIER, STOCK, DEPOT COTIER, DEPOT BINGO, DEPOT BOBO","(ETAT, CORRESPONDANCE)",2000-2001
0154/ST,CERTIFICATS DE JAUGEAGE 2000-2002,"TRANSPORT, PRODUIT PETROLIER, JAUGEAGE , CAMION-CITERNE",(CERTIFICAT),2000-2002
0155/ST,JAUGEAGE CAMIONS-CITERNES 2000-2004,"TRANSPORT, PRODUIT PETROLIER, JAUGEAGE , CAMION-CITERNE",(FORMILAIRE),2000-2004
0156/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : A A N 2001,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2001
0157/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : S A Z 2000,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2000
0158/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : B A R 2000,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2000
0159/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : A A Z 2000,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2000
0160/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : O A R 2001,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2001
0161/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : S A Z 2001,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2001
0162/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES EN DROITURE : A A Z 2001,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),JANVIER-MARS 2001
0163/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : A A N 2002,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2002
0164/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : O A R 2002,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2002
0165/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES : S A Z 2002,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),2002
0166/ST,CONTROLE DES MOUVEMENTS CAMIONS-CITERNES NON UTILISEES,"TRANSPORT, PRODUIT PETROLIER, CONTROLE MOUVEMENT CAMIONS-CITERNES",(FICHE),
0167/ST,DIVERS COURRIER DU SERVICE TRANSPORT 2000,"TRANSPORT, PRODUIT PETROLIER, COURRIER","(LETTRE, FAX, TELEX)",2000
0168/ST,COURRIER DU SERVICE TRANSPORT ET PLANNING D'ENLEVEMENT DES PRODUITS 2001-2004,"TRANSPORT, PRODUIT PETROLIER, COURRIER, ENLEVEMENT","(PLANNING, CORRESPONDANCE)",2001-2004
0001/SA,ACHATS DE PRODUITS PETROLIERS : APPELS D'OFFRES N° 1 & 2 DE 2000,"APPROVISIONNEMENT, PRODUIT PETROLIER",(APPEL D'OFFRE),2000
0002/SA,"ACHATS DE PRODUITS PETROLIERS : APPELS D'OFFRES N° 3 ""; CONSULTATION RESTREINTE N° 1, 2 & 3 DE 2000""","APPROVISIONNEMENT, PRODUIT PETROLIER","(APPEL D'OFFRE, CONSULTATION RESTREINTE)",2000
DIVERSES 2000,,"APPROVISIONNEMENT, PRODUIT PETROLIER","(APPEL D'OFFRE, RECAPITULATIF)",2000
0004/SA,ACHATS A LA SIR JANVIER-DECEMBRE 2000,"APPROVISIONNEMENT, PRODUIT PETROLIER, SIR",(COMMANDE DIRECTE),2000
"TITRE;"": DIVERS SURESTARIES ; GADGETS 2000-2001""",,"APPROVISIONNEMENT, PRODUIT PETROLIER, SURESTARIES, GADGET",(DOSSIER D'ACHAT),2000-2001
PETROLIERS 2000-2003,,"APPROVISIONNEMENT, PRODUIT PETROLIER, DROIT CONSTATE",(ETAT),2000-2003
"""MISSIONS ; LOGICIEL MAXIMA 2000-2004""",,"APPROVISIONNEMENT, PRODUIT PETROLIER, SOCIETE IVOIRIENNE DE RAFFINAGE, COUURIER, DEVISE, MISSION, MAXIMA","(CORRESPONDANCE, LOGICIEL)",2000-2004
2000-2004,,"APPROVISIONNEMENT, PRODUIT PETROLIER, CONTRAT, ADDAX, STOCK","(CORRESPONDANCE, ETAT, APPEL D'OFFRE)",2000-2004
0009/SA,PLANNING D'ENLEVEMENT 2000,"APPROVISIONNEMENT, PRODUIT PETROLIER, ENLEVEMENT",(PLANNING),2000
0010/SA,"APPEL D'OFFRES N° 1, 2, 3 & 4 2001","APPROVISIONNEMENT, PRODUIT PETROLIER",(APPEL D'OFFRE),2001
0011/SA,"ACHATS DE PRODUITS PETROLIERS : APPEL D'OFFRES N° 5, 6, 7 & 8 2001","APPROVISIONNEMENT, PRODUIT PETROLIER",(APPEL D'OFFRE),2001
0012/SA,"ACHATS DE PRODUITS PETROLIERS : CONSULTATION ""RESTREINTE N° 1 & 2 ; FUEL OIL ADDAX ; GAZ ADDAX ;"" ""GAZ TOR ; CAMIONS ACCIDENTES 2001""","APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, TOR, CAMION",(CONSULTATION RESTREINTE),2001
"""PETROLIERE ; VERIFICATION STOCKS 2001-2004""",,"APPROVISIONNEMENT, PRODUIT PETROLIER, TRAFIGURA, TERMILOGIE PETROLIERE, VERIFICATION STOCK","(FACTURE, ETAT, DICTIONNAIRE)",2001-2004
0014/SA,"ACHAT PRODUITS PETROLIERS : APPEL D'OFFRES N° 1, 2, & 3 DE 2002","APPROVISIONNEMENT, PRODUIT PETROLIER",(APPEL D'OFFRE),2002
0015/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRES N° 4 & 5 DE 2002,"APPROVISIONNEMENT, PRODUIT PETROLIER",(APPEL D'OFFRE),2002
CONTRAT A TERME ADDAX DE 2002,,"APPROVISIONNEMENT, PRODUIT PETROLIER","(CONSULTATION RESTREINTE, CONTRAT A TERME)",2002
2002,,"APPROVISIONNEMENT, PRODUIT PETROLIER, GAZ, ADDAX, TOR",(CONSULTATION RESTREINTE),2002
0018/SA,ACHAT PRODUITS PETROLIERS : SIR 2002,"APPROVISIONNEMENT, PRODUIT PETROLIER, SIR",(COMMANDE DIRECTE),2002
"""STATISTIQUES STOKS ; SURESTARIES 2002""",,"APPROVISIONNEMENT, PRODUIT PETROLIER, COURRIER, DECLARATION PREALABLE D'IMPORTATION, CONSEIL BURKINABE DES CHARGEURS, SURESTARIE, STOCK","(CORRESPONDANCE, FACTURE, ETAT)",2002
0020/SA,ACHATS DE PRODUITS PETROLIERS : PLATT'S 2002-2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, PLATT'S",(ETAT),2002-2004
0001/DC,COURRIER DEPART DU DC AU DG 2000-2002,"COURRIER DEPART, DIRECTION COMMERCIALE, DIRECTION GENERALE",(CORRESPONDANCE),2000-2002
0002/DC,COURRIER ARRIVE A LA DC 2000-2002,"COURRIER ARRIVE, DIRECTION COMMERCIALE",(CORRESPONDANCE),2000-2002
0001/SV,MOUVEMENT DECADAIRES DES STOCKS OUAGA-BOBO 2000,"MOUVEMENT, DECADE, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2000
0002/SV,MOUVEMENT DECADAIRES DES STOCKS OUAGA-BOBO 2000,"MOUVEMENT, DECADE, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2000
0003/SV,MOUVEMENT DECADAIRES DES STOCKS OUAGA-BOBO 2000,"MOUVEMENT, DECADE, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2000
0004/SV,ETAT DECADAIRES MOUVEMENTS DES PRODUITS 2000,"MOUVEMENT, DECADE, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2000
0005/SV,ETAT DECADAIRES DES ENTREES ET SORTIES PRODUITS 2000,"ENTREE, DECADE, SORTIE, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2000
0006/SV,MOUVEMENT DES STOCKS 2000,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2000
0007/SV,MOUVEMENTS DECADAIRES DES STOCKS JANVIER-MARS 2001,"MOUVEMENT, DECADE, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),JANVIER-MARS 2001
0008/SV,MOUVEMENTS DECADAIRES DES STOCKS AVRIL-JUIN 2001,"MOUVEMENT, DECADE, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),AVRIL-JUIN 2001
0009/SV,MOUVEMENTS DECADAIRES DES STOCKS JUILLET-SEPTEMBRE 2001,"MOUVEMENT, DECADE, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),JUILLET-SEPTEMBRE 2001
0010/SV,MOUVEMENTS DECADAIRES DES STOCKS OCTOBRE-DECEMBRE 2001,"MOUVEMENT, DECADE, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),OCTOBRE-DECEMBRE 2001
0011/SV,MOUVEMENTS DES STOCKS BINGO-BOBO JANVIER-MARS 2002,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),JANVIER-MARS 2002
0012/SV,MOUVEMENTS DES STOCKS BINGO-BOBO AVRIL-JUILLET 2002,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),AVRIL-JUILLET 2002
0013/SV,MOUVEMENTS DES STOCKS BINGO-BOBO JUILLET-SEPTEMBRE 2002,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),JUILLET-SEPTEMBRE 2002
0014/SV,MOUVEMENTS DES STOCKS BINGO-BOBO OCTOBRE-DECEMBRE 2002,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),OCTOBRE-DECEMBRE 2002
0015/SV,MOUVEMENTS DES STOCKS BINGO-BOBO JANVIER-MARS 2003,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),JANVIER-MARS 2003
0016/SV,MOUVEMENTS DES STOCKS BINGO-BOBO AVRIL-JUIN 2003,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),AVRIL-JUIN 2003
0017/SV,MOUVEMENTS DES STOCKS BINGO-BOBO JUILLET-SEPTEMBRE 2003,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),JUILLET-SEPTEMBRE 2003
0018/SV,MOUVEMENTS DES STOCKS BINGO-BOBO NOVEMBRE 2003,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),NOVEMBRE 2003
0019/SV,MOUVEMENTS DES STOCKS BINGO-BOBO DECEMBRE 2003,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),DECEMBRE 2003
0020/SV,ETATS DECADAIRES ET MENSUELS BINGO-BOBO DECEMBRE 2002,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2002
0021/SV,ETATS DECADAIRES ET MENSUELS BINGO-BOBO DECEMBRE 2003,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2003
0022/SV,ETATS DECADAIRES ET MENSUELS BINGO JANVIER-MARS 2004,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BINGO",(ETAT),JANVIER-MARS 2004
0023/SV,ETATS DECADAIRES ET MENSUELS BINGO AVRIL-JUIN 2004,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BINGO",(ETAT),AVRIL-JUIN 2004
0024/SV,ETATS DECADAIRES ET MENSUELS BINGO JUILLET-SEPTEMBRE 2004,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BINGO",(ETAT),JUILLET-SEPTEMBRE 2004
0025/SV,ETATS DECADAIRES ET MENSUELS BINGO OCTOBRE-DECEMBRE 2004,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BINGO",(ETAT),OCTOBRE-DECEMBRE 2004
0026/SV,ETATS DECADAIRES ET MENSUELS BOBO JANVIER-JUIN 2004,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BOBO",(ETAT),JANVIER-JUIN 2004
0027/SV,ETATS DECADAIRES ET MENSUELS BOBO JUILLET-DECEMBRE 2004,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BOBO",(ETAT),JUILLET-DECEMBRE 2004
0028/SV,ETATS DES SORTIES BINGO-BOBO JANVIER-MARS 2005,"ETAT , SORTIE, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),JANVIER-MARS 2005
0029/SV,ETATS DES SORTIES BINGO-BOBO AVRIL-JUIN 2005,"ETAT , SORTIE, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),AVRIL-JUIN 2005
0030/SV,ETATS DES SORTIES BINGO-BOBO JUILLET-DECEMBRE 2005,"ETAT , SORTIE, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),JUILLET-DECEMBRE 2005
0031/SV,ETATS DECADAIRES ET MENSUELS BINGO JANVIER-JUIN 2005,"ETAT DECADAIRE , ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BINGO",(ETAT),JANVIER-JUIN 2005
0032/SV,ETATS DECADAIRES ET MENSUELS BINGO JUILLET-DECEMBRE 2005,"ETAT DECADAIRE , ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BINGO",(ETAT),JUILLET-DECEMBRE 2005
0033/SV,,,,
0034/SV,,,,
0035/SV,ETATS DECADAIRES ET MENSUELS BOBO 2006,"ETAT DECADAIRE, ETAT MENSUEL, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BOBO",(ETAT),2006
0036/SV,ETATS DES SORTIES PRODUITS 2001,"ETAT , SORTIE, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2001
0037/SV,"DIVERS ETATS : DROITURE, ENTRETIN BOUTEILLES, NOTES DE DEBIT, COULAGE TRANSPORT 2001-2003","DROITURE, ENTRETIEN BOUTEILLE, NOTE DE DEBIT , COULAGE TRANSPORT, VENTE, SONABHY",(ETAT),2001-2003
0038/SV,"ETATS DES FACTURES, ETATS DES DROITURES, SITUATION DES VENTES 2002","DROITURE, FACTURE, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2002
0039/SV,"ETATS RECAPITULATIF BINGO, FACTURATION JOURNALIERE BOBO 2003","ETAT RECPITULATIF, FACTURATION JOURNALIERE, PRODUIT PETROLIER, VENTE, SONABHY","(ETAT, FACTURE)",2003
0040/SV,"DIVERS DOSSIERS : ETATS, FACTURES, COURRIER 2000-2001","ETAT , FACTURE, COURRIER, PRODUIT PETROLIER, VENTE, SONABHY","(ETAT, FACTURE)",2000-2001
0041/SV,SITUATION DES MOUVEMENTS DES STOCKS 2000-2004,"MOUVEMENT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2000-2004
0042/SV,ETATS DECADAIRES DES ENLEVEMENTS EN DROITURE MTTB 2001-2004,"ETAT DECADAIRE, ENLEVEMENT EN DROITURE, PRODUIT PETROLIER, VENTE, SONABHY, MTTB",(ETAT),2001-2004
0043/SV,"ETATS MENSUELS DES ENLEVEMENTS EN DROITURE, ETAT DES DROITURES SERVICE TRANSPORT 2001-2004","ETATMENSUEL, ENLEVEMENT EN DROITURE, PRODUIT PETROLIER, VENTE, SONABHY, TRANSPORT",(ETAT),2001-2004
0044/SV,ETATS RECAPITULATIF ET ETATS DES SORTIES OUAGA-BOBO 2000-2003,"ETAT RECAPITULATIF, ETAT DE SORTIE, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2000-2003
0045/SV,ETATS RECAPITULATIFS BINGO NOVEMBRE-DECEMBRE 2003,"ETAT RECAPITULATIF, MOUVEMENT, PRODUIT PETROLIER, VENTE, SONABHY, BINGO",(ETAT),NOVEMBRE-DECEMBRE 2003
0046/SV,DIVERS ETATS STOCKS BINGO-BOBO 2003-2004,"ETAT, STOCK, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2003-2004
0047/SV,ETATS RECAPITULATIF FACTURATION JOURNALIERE BINGO JANVIER-MARS 2004,"ETAT RECAPITULATIF, FACTURATION JOURNALIERE, PRODUIT PETROLIER, VENTE, SONABHY, BINGO","(ETAT, FACTURE)",JANVIER-MARS 2004
0048/SV,ETATS RECAPITULATIF FACTURATION JOURNALIERE BINGO AVRIL-JUIN 2004,"ETAT RECAPITULATIF, FACTURATION JOURNALIERE, PRODUIT PETROLIER, VENTE, SONABHY, BINGO","(ETAT, FACTURE)",AVRIL-JUIN 2004
0049/SV,ETATS RECAPITULATIF FACTURATION JOURNALIERE BINGO JUILLET-SEPTEMBRE 2004,"ETAT RECAPITULATIF, FACTURATION JOURNALIERE, PRODUIT PETROLIER, VENTE, SONABHY, BINGO","(ETAT, FACTURE)",JUILLET-SEPTEMBRE 2004
0050/SV,ETATS RECAPITULATIF FACTURATION JOURNALIERE BINGO OCTOBRE-DECEMBRE 2004,"ETAT RECAPITULATIF, FACTURATION JOURNALIERE, PRODUIT PETROLIER, VENTE, SONABHY, BINGO","(ETAT, FACTURE)",OCTOBRE-DECEMBRE 2004
0051/SV,ETATS RECAPITULATIF FACTURATION JOURNALIERE BOBO JANVIER-DECEMBRE 2004,"ETAT RECAPITULATIF, FACTURATION JOURNALIERE, PRODUIT PETROLIER, VENTE, SONABHY, BOBO","(ETAT, FACTURE)",JANVIER-DECEMBRE 2004
0052/SV,"ETATS RECAPITULATIF DECADAIRES ET MENSUELS ""BINGO-BOBO 2005; ETATS EXEDENT COULAGE TRANSPORT DDO"" SONABEL 2003","ETAT RECAPITULATIF, DECADE, ETAT MENSUEL, ETAT DE COULAGE, TRANSPORT, PRODUIT PETROLIER, VENTE, SONABHY",(ETAT),2003-2005
0053/SV,FACTURATIONS CLIENTS 2000,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2000
0054/SV,FACTURATIONS CLIENTS 2000,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2000
0055/SV,FACTURATIONS CLIENTS 2000,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2000
0056/SV,FACTURATIONS CLIENTS 2000,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2000
0057/SV,FACTURATIONS CLIENTS TOTAL FINA ELF 2001,"FACTURATION, CLIENT, TOTAL FINA ELF, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2001
0058/SV,FACTURATIONS CLIENTS MOBIL OIL 2001,"FACTURATION, CLIENT, MOBIL OIL, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2001
0059/SV,FACTURATIONS CLIENTS TOTAL FINA ELF 2001,"FACTURATION, CLIENT, TOTAL FINA ELF, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2001
0060/SV,FACTURATIONS CLIENTS BURKINA & SHELL 2001,"FACTURATION, CLIENT, BURKINA & SHELL, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2001
0061/SV,FACTURATIONS CLIENTS DIVERS SONABHY 2001,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2001
0062/SV,"FACTURES CLIENTS, FACTURES DE CESSION, PROFORMA, SYNTHESE DE VENTES 2000-2001","FACTURATION, FACTURE DE CESSION, FACTURE PROFORMA, CLIENT, VENTE, SYNTHESE, PRODUIT PETROLIER, SONABHY","(FACTURE, ETAT)",2000-2001
0063/SV,FACTURES CLIENTS N° 0001 A 0320,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0064/SV,FACTURES CLIENTS N° 0321 A 0730,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0065/SV,FACTURES CLIENTS N° 0731 A 0965,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0066/SV,FACTURES CLIENTS N° 0966 A 1229,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0067/SV,FACTURES CLIENTS N° 1230 A 1646,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0068/SV,FACTURES CLIENTS N° 1647 A 1985,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0069/SV,FACTURES CLIENTS N° 1986 A 2371,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0070/SV,FACTURES CLIENTS N° 2372 A 2722,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0071/SV,FACTURES CLIENTS N° 2723 A 3033,"FACTURATION, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002
0072/SV,"FACTURES CLIENTS OTAM, SKI 2002-2003","FACTURATION, CLIENT, OTAM, SKI, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2002-2003
0073/SV,"RECAPITULATIF BINGO-BOBO, FACTURATION JOURNALIERE JANVIER-MARS 2003","ETAT RECAPITULATIF, FACTURATION JOURNALIERE, VENTE, PRODUIT PETROLIER, SONABHY","(FACTURE, ETAT)",2003
0074/SV,FACTURATION JOURNALIERE BINGO-BOBO AVRIL-JUIN 2003,"FACTURATION JOURNALIERE, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),AVRIL-JUIN 2003
0075/SV,FACTURATION JOURNALIERE BINGO-BOBO JUILLET-AOUT 2003,"FACTURATION JOURNALIERE, CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),JUILLET-AOUT 2003
0076/SV,FACTURATION CLIENT TOTAL FINA ELF 2003,"FACTURATION , CLIENT, TOTAL FINA ELF, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2003
0077/SV,FACTURATION CLIENT BURKINA & SHELL 2003,"FACTURATION , CLIENT, BURKINA & SHELL, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2003
0078/SV,FACTURATION CLIENT BURKINA & SHELL 2003,"FACTURATION , CLIENT, BURKINA & SHELL, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2003
0079/SV,FACTURATION CLIENT STD SODIGAZ 2003,"FACTURATION , CLIENT, STD SODIGAZ, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2003
0080/SV,FACTURATION CLIENT ECODIS 2003,"FACTURATION , CLIENT, ECODIS, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2003
0081/SV,"FACTURATION CLIENT SOGEL, TAMOIL 2003","FACTURATION , CLIENT, SOGEL, TAMOIL, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2003
0082/SV,FACTURATION CLIENTS DIVERS 2003,"FACTURATION , CLIENT, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2003
0083/SV,"FACTURES PETROFA, SOGEL 2004","FACTURATION , CLIENT, PETROFA, SOGEL, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2004
0084/SV,"FACTURES TAMOIL, SKI 2004","FACTURATION , CLIENT, TAMOIL, SKI, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2004
0085/SV,FACTURES STD SODIGAZ 2004,"FACTURATION , CLIENT, STD SODIGAZ, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2004
0086/SV,FACTURES TOTAL 2004,"FACTURATION , CLIENT, TOTAL, VENTE, PRODUIT PETROLIER, SONABHY",(FACTURE),2004
