ID,Code,TITRE/DOSSIER,CONTENU,N° PIECES,DATE,OBSERVATIONS,SORT FINAL,ANA. DIPLOM.,PASSAGE GED,BASE GED
00089,0089/GRM,DEMANDE DE PROPOSITION POUR LES ETUDES TECHNIQUES ET ARCHITECTURALES DES INFRASTRUCTURES ET ELABORATION D'ETUDE TECHNIQUE PAR GTL INTERNATIONALE,"DEMANDE DE PROPOSITION, ETUDE TECHNIQUE, ARCHITECTURE, INFRASTRUCTURE, GTL INTERNATIONAL, SONABHY",,2010,,,,NON,
00090,0090/GRM,DEMANDE DE PROPOSITION POUR LES ETUDES TECHNIQUES ET ARCHITECTURALES DES INFRASTRUCTURES ET ELABORATION D'ETUDE TECHNIQUE PARL'ESPACE,"DEMANDE DE PROPOSITION, ETUDE TECHNIQUE, ARCHITECTURE, INFRASTRUCTURE, ESPACE, SONABHY",,2010,,,,NON,
00091,0091/GRM,"AVIS D'APPEL D'OFFRE DE FIL ET PLOMBS PERLES,ROBINETS PINCES A PLOMBER,BOITES A CLAPET,LOCITES 242 ET JOINTS","APPEL D'OFFRE, FIL, PLOMB, STEA, BOITE A CLAPET, SONABHY",,2010,,,,NON,
00092,0001/GRH,RESULTATS DES TESTS INTERNES DE RECRUTEMENT DE PERSONNEL AU PROFIT DE LA SONABHY,"RECRUTEMENT, RESSOURCE HUMAINE, SONABHY, TEST INTERNE, ACECA INTERNATIONAL, INFORMATIQUE, TRANSIT, COMPTABILITE",,2010,,ARCHIVAGE DEFINITIF,(RAPPORT),OUI,DOCUPERS
00093,0003/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : JANVIER 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00094,0004/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : FEVRIER 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00095,0005/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : MARS 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00096,0006/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : AVRIL 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00097,0007/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : MAI 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00098,0008/GRH,BULLETINS DE PAIE POUR LA PRIME DE BILAN DU,"PAIE, PRIME DE BILAN, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00099,0009/GRH,GESTION DES RESSOURCES HUMAINES: RAPPORTS DE STAGE EN TRANSPORT LOGISTIQUE,"STAGE, TRANSPORT LOGISTIQUE, SONABHY, RESSOURCES HUMAINES",,2017,,DESTRUCTION,(RAPPORT DE STAGE),NON,
00100,0010/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : JUILLET 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00101,0011/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : AOUT 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00102,0012/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : SEPTEMBRE 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00103,0013/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : OCTOBRE 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00104,0014/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : NOVEMBRE 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00105,0015/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : DECEMBRE 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00106,0016/GRH,BULLETINS DE PAIE DU PERSONNEL DE LA SONABHY : 13 EME MOIS 2010,"PAIE, SALAIRE, RESSOURCE HUMAINE, SONABHY",,2010,,,(BULLETIN DE PAIE),OUI,DOCUPERS
00107,0017/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00108,0018/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00109,0019/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00110,0020/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00111,0021/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00112,0022/GRH,TRAITEMENT DE LA PRIME DE BILAN DU PERSONNEL DE LA,"TRAITEMENT SALARIAL, PRIME DE BILAN, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00113,0023/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00114,0024/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00115,0025/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00116,0026/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00117,0027/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00118,0028/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00119,0029/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00120,0030/GRH,TRAITEMENT DES SALAIRES DU PERSONNEL DE LA SONABHY,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(DOSSIER DE TRAITEMENT),OUI,DOCUPERS
00121,0031/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : JANVIER 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00122,0032/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : FEVRIER 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00123,0033/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : MARS 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00124,0034/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : AVRIL 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00125,0035/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : PRIME DE BILAN AVRIL- MAI 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00126,0036/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : MAI 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00127,0037/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : JUIN 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00128,0038/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : JUILLET 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00129,0039/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : AOUT 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00130,0040/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : SEPTEMBRE 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00131,0041/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : OCTOBRE 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00132,0042/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : NOVEMBRE 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00133,0043/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : DECEMBRE 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00134,0044/GRH,LIVRE DE PAIE DU PERSONNEL DE LA SONABHY : 13e MOIS 2010,"PAIE, RESSOURCE HUMAINE, SONABHY",,2010,,,(LIVRE DE PAIE),OUI,DOCUPERS
00135,0045/GRH,RETENUES REPRESENTANT DU PERSONNEL (ACTIONS) DE JANVIER 2010,"RETENUE SALARIALE, PAIE, RESSOURCE HUMAINE, ACTION, PRIVATISATION, SONABHY",,2010,,,(ETAT),NON,
00136,0046/GRH,ETAT DE RAPPEL DE NOMINATION D'AGENTS EN 2010,"NOMINATION, RESSOURCE HUMAINE, RAPPEL DE PAIE, SONABHY",,2010,,,"(ETAT, DECISION)",NON,
00137,0047/GRH,ORDRE DE PAIEMENT A LA CAISSE DE LA SONABHY : JANVIER A JUIN 2010,"PAIE, CAISSE, RESSOURCE HUMAINE, SONABHY",,2010,,,(ETAT),NON,
00138,0048/GRH,"ETATS DE REVERSEMENT DES RETENUES SALARIALES : CNSS, IUTS, UAB, SONAR, FONCIAS, CHARGES FAMILIALES, MUTRA JANVIER, MARS, JUIN A NOVEMBRE 2010","RETENUE SALARIALE, CNSS, IUTS, UAB, SONAR, FONCIAS, CHARGE FAMILIALE, MUTRA, PAIE, RESSOURCE HUMAINE, SONABHY",72,2010,,,(ETAT DE REVERSEMENT),OUI,DOCUPERS
00139,0049/GRH,ETATS DE PAIEMENT DE RAPPELS DE SALAIRE D'AGENTS 2010,"PAIE, RAPPEL DE SALAIRE, NOTATION, CARRIERE PROFESSIONNELLE, RESSOURCE HUMAINE, SONABHY",15,2010,,,(ETAT),OUI,DOCUPERS
00140,0092/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL INFORMATIQUE AU PROFIT DE LA,"ORDINATEUR, IMPRIMANTE, DIACFA HIGH-TECH, MATERIEL INFORMATIQUE, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00141,0093/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"ROUTEUR, COMMUTATEUR, VIDEO PROJECTEUR, GLOBAL SOLUTION, MATERIEL INFORMATIQUE",3,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE, DOCUMENT ADMINISTRATIF)",NON,
00142,0094/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"ONDULEUR, REGULATEUR DE TENSION, TIERI, MATERIEL INFORMATIQUE, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00143,0095/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"ORDINATEUR PORTABLE, IMPRIMANTE, ECO, MATERIEL INFORMATIQUE, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00144,0096/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"MATERIEL INFORMATIQUE, SONABHY, ITENERGY",4,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00145,0097/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"MATERIEL INFORMATIQUE, IMPRIMANTE, SONABHY, DATASYS",1,2010,,ELIMINATION,(DOCUMENT TECHNIQUE),NON,
00146,0098/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"MATERIEL INFORMATIQUE, ONDULEUR, SONABHY, SAMWEL ELECTRONICS",4,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00147,0099/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"ORDINATEUR, IMPRIMANTE LASER, MATERIEL INFORMATIQUE, SINABHY, RC TECH",4,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00148,0100/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"SCANNER, ROUTEUR, MATERIEL INFORMATIQUE, SONABHY, BUREAU ESPACE SYSTEME",4,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00149,0101/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"IMPRIMANTE MATRICIELLE, MATERIEL INFORMATIQUE, ORDINATEUR PORTABLE, SONABHY, CFAO TECHNOLOGIES",1,2010,,ELIMINATION,(DOCUMENT TECHNIQUE),NON,
00150,0102/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"ONDULEUR, MATERIEL INFORMATIQUE, BURKINA REGULATION, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00151,0103/GRM,APPEL D'OFFRES N°2010-03/MCPEA/SONABHY POUR LA,"MATERIEL INFORMATIQUE, IMPRIMANTE MATRICIELLE, SCANNER, SOFTNET BURKINA, SONABHY",3,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00152,0104/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"STYLO, CLE USB, ARTICLE PUBLICITAIRE, AFRIQUE ESCAPADE, SONABHY",3,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00153,0105/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"AGENDA, BUREAU, ARTICLE PUBLICITAIRE, GIBCACI-B, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00154,0106/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"TEE-SHIRT, CALENDRIER, ARTICLE PUBLICITAIRE, GRAPHI IMPRIM, SONABHY",4,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00155,0107/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"AGENDA, ORGANISEUR, ARTICLE PUBLICITAIRE, BADIAL COMMUNICATION, SONABHY",6,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00156,0108/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"TEE-SHIRT, CALENDRIER, ARTICLE PUBLICITAIRE, AFRIQUE MULTIVISION, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00157,0109/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"CALENDRIER, AGENDA, ARTICLE PUBLICITAIRE, SYNERGIE, SONABHY",7,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00158,0110/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"TEE-SHIRT, CALENDRIER, ARTICLE PUBLICITAIRE, HERMES, SONABHY",4,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00159,0111/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"CALENDRIER, ARTICLE PUBLICITAIRE, SONABHY, IMPRIMERIE DE L'AVENIR",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00160,0112/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"TEE-SHIRT, POLO, ARTICLE PUBLICITAIRE, SONABHY, EMK SERVICES",6,2010-2011,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE, CONTRAT, ORDRE DE SERVICE, PROCES VERBAL DE RECEPTION, PROCES VERBAL)",NON,
00161,0113/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"AGENDA, CALENDRIER, ARTICLE PUBLICITAIRE, ACCENT SUD, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00162,0114/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"TEE-SHIRT, CALENDRIER, ARTICLE PUBLICITAIRE, SONABHY, GAS",1,2010,,ELIMINATION,(DOCUMENT TECHNIQUE ET FINANCIER),NON,
00163,0115/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"CALENDRIER, BUREAU, ARTICLE PUBLICITAIRE, SONABHY, IMPRIMERIE INTEGRATION",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00164,0116/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"CALENDRIER, BUREAU, ARTICLE PUBLICITAIRE, MAG, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00165,0117/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"ARTICLE PUBLICITAIRE, TEE-SHIRT, IMAGE PUB, SONABHY",3,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE, CATALOGUE)",NON,
00166,0118/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"CALENDRIER, PORTE-DOCUMENT, ARTICLE PUBLICITAIRE, KORY CONCEPT, SONABHY",4,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00167,0119/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"CALENDRIER, ARTICLE PUBLICITAIRE, MARTIN-PECHEUR, SONABHY",3,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE, MAIN-LEVEE)",NON,
00168,0120/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"CALENDRIER, AGENDA, ARTICLE PUBLICITAIRE, BAOBAB SERVICES, SONABHY",11,2010-2011,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE, CONTRAT, ORDRE DE SERVICE, PROCES VERBAL DE RECEPTION, CAUTION, CORRESPONDANCE, PROCES VERBAL, FICHE DE DECOMPTE FISCAL, MAIN-LEVEE)",NON,
00169,0121/GRM,APPEL D'OFFRES N°2010-04/MCPEA/SONABHY POUR LA FOURNITURE D'ARTICLES PUBLICITAIRES AU PROFIT DE LA,"TEE-SHIRT, PORTE-DOCUMENT, ARTICLE PUBLICITAIRE, ADAM'S IMPORT EXPORT, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00170,0122/GRM,APPEL D'OFFRES N°2010-05/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL ELECTRIQUE ET DE PIECES DE,"LABORATOIRE AINA, CABLE, MATERIEL ELECTRIQUE, SONABHY",2,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00171,0123/GRM,APPEL D'OFFRES N°2010-05/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL ELECTRIQUE ET DE PIECES DE,"CABLE, MATERIEL ELECTRIQUE, STEA, SONABHY",5,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00172,0124/GRM,APPEL D'OFFRES N°2010-05/MCPEA/SONABHY POUR LA FOURNITURE DE MATERIEL ELECTRIQUE ET DE PIECES DE,"CABLE, MATERIEL ELECTRIQUE, SONABHY, COBUTAM",3,2010,,ELIMINATION,"(DOCUMENT FINANCIER, DOCUMENT TECHNIQUE)",NON,
00173,0125/GRM,BONS DE COMMANDE N°10000001/BC-10000099/BC : 2010,"COMMANDE, MATERIEL, SONABHY",60,2010,,CONSERVATION DEFINITIVE,(BON DE COMMANDE),OUI,DOCUMAT
00174,0126/GRM,BONS DE COMMANDE N°10000300/BC-10000399/BC : 2010,"COMMANDE, MATERIEL, SONABHY",96,2010,,CONSERVATION DEFINITIVE,(BON DE COMMANDE),OUI,DOCUMAT
00175,0127/GRM,BONS DE COMMANDE N°10000200/BC-10000299/BC : 2010,"COMMANDE, MATERIEL, SONABHY",98,2010,,CONSERVATION DEFINITIVE,(BON DE COMMANDE),OUI,DOCUMAT
00176,0128/GRM,BONS DE COMMANDE N°10000601/BC-10000649/BC : 2010,"COMMANDE, MATERIEL, SONABHY",40,2010,,CONSERVATION DEFINITIVE,(BON DE COMMANDE),OUI,DOCUMAT
00177,0129/GRM,BONS DE COMMANDE N°10000400/BC-10000499/BC : 2010,"COMMANDE, MATERIEL, SONABHY",87,2010,,CONSERVATION DEFINITIVE,(BON DE COMMANDE),OUI,DOCUMAT
00178,0130/GRM,BONS DE COMMANDE N°10000500/BC-10000599/BC : 2010,"COMMANDE, MATERIEL, SONABHY",73,2010,,CONSERVATION DEFINITIVE,(BON DE COMMANDE),OUI,DOCUMAT
00179,0131/GRM,BONS DE COMMANDE N°10000104/BC-10000199/BC : 2010,"COMMANDE, MATERIEL, SONABHY",92,2010,,CONSERVATION DEFINITIVE,(BON DE COMMANDE),OUI,DOCUMAT
00180,0132/GRM,APPEL D'OFFRES N°2011-01/MICPIPA/SONABHY POUR LE NETTOYAGE DES LOCAUX ET DEPOTS DE LA SONABHY LOT 01,"NETTOYAGE, LOCAL, SONABHY, ENTRETIEN, DEPOT, COGENET-B",2,2011,,ELIMINATION,"(DOCUMENT TECHNIQUE, DOCUMENT FINANCIER)",NON,
00181,0133/GRM,APPEL D'OFFRES N°2011-01/MICPIPA/SONABHY POUR LE,"NETTOYAGE, LOCAL, SONABHY, EKANOF, ENTRETIEN, DEPOT",1,2011,,ELIMINATION,(DOCUMENT TECHNIQUE),NON,
00182,0134/GRM,APPEL D'OFFRES N°2011-01/MICPIPA/SONABHY POUR LE NETTOYAGE DES LOCAUX ET DEPOTS DE LA SONABHY LOT 01,"NETTOYAGE, ENTRETIEN, LOCAL, DEPOT, SONABHY, CGPS",3,2011,,ELIMINATION,"(DOCUMENT TECHNIQUE, DOCUMENT FINANCIER)",NON,
00183,0135/GRM,APPEL D'OFFRES N°2011-01/MICPIPA/SONABHY POUR LE,"NETTOYAGE, LOCAL, SONABHY, EBEA, ENTRETIEN, DEPOT",2,2011,,ELIMINATION,"(DOCUMENT TECHNIQUE, DOCUMENT FINANCIER)",NON,
00184,0136/GRM,APPEL D'OFFRES N°2011-01/MICPIPA/SONABHY POUR LE NETTOYAGE DES LOCAUX ET DEPOTS DE LA SONABHY LOT 02,"NETTOYAGE, SONABHY, BZ, LOCAL, DEPOT, ENTRETIEN",2,2011,,ELIMINATION,"(DOCUMENT TECHNIQUE, DOCUMENT FINANCIER)",NON,
00185,0137/GRM,APPEL D'OFFRES N°2011-01/MICPIPA/SONABHY POUR LE,"NETTOYAGE, SONABHY, LAO, DEPOT, LOCAL, ENTRETIEN",2,2011,,ELIMINATION,"(DOCUMENT TECHNIQUE, DOCUMENT FINANCIER)",NON,
00186,0138/GRM,APPEL D'OFFRES N°2011-01/MICPIPA/SONABHY POUR LE,"NETTOYAGE, LE BALAI AUTOMATIQUE, DEPOT, SONABHY, ENTRETIEN, LOCAL",2,2011,,ELIMINATION,"(DOCUMENT TECHNIQUE, DOCUMENT FINANCIER)",NON,
